가맹점 명,주소,데이터기준일자,위도,경도
이창우치과의원,부산 북구 구포동,2026-04-24,35.19815607,129.0088881
"삼우정식당,삼우정식육점",부산 연제구 과정로344번길 26,2026-04-24,35.19110577,129.0918262
파리바게뜨 해운대수비점,부산 해운대구 해운대로 413,2026-04-24,35.16710515,129.1409635
한사랑내과병원,부산 북구 만덕대로 38,2026-04-24,35.21076231,129.0090884
못골낙지,부산 남구 못골로 79-5,2026-04-24,35.1362482,129.0910653
최광웅내과,부산 사하구 괴정1동,2026-04-24,35.09967376,128.9893491
조이비인후과의원,부산 수영구 광안동,2026-04-24,35.1582895,129.1095179
김병제내과의원,부산 부산진구 가야대로 480-1,2026-04-24,35.15286935,129.0245708
서화정형외과의원,부산 사하구  낙동대로,2026-04-24,35.1018848,128.9778533
박기현이비인후과,부산 사하구 낙동남로 1392,2026-04-24,35.10587459,128.9638462
김계영내과.소아청소년과의원,부산 남구 수영로 252,2026-04-24,35.13506155,129.0941329
성명식내과의원,부산 사하구 낙동대로 237,2026-04-24,35.09929331,128.9911585
정민섭산부인과의원,부산 북구  금곡대로,2026-04-24,35.24280891,129.0135178
이준희이비인후과,부산 부산진구 가야대로 476-1,2026-04-24,35.15289032,129.0241631
김경식내과의원,부산 동구 중앙대로 227,2026-04-24,35.11746182,129.040689
"갑내과,산부인과의원",부산 부산진구 서면문화로 2,2026-04-24,35.15800148,129.0580305
대해식당,부산 사하구 괴정로 246,2026-04-24,35.09653928,128.9882499
김앤드박산부인과,부산 금정구 구서로 2,2026-04-24,35.24680407,129.0907864
박승철헤어스투디오,부산 남구 분포로 115,2026-04-24,35.1321898,129.1127248
날마다대박나는집,부산 사하구 다송로68번길 11,2026-04-24,35.06143427,128.9831833
구도일주유소 용호,부산 남구 용호로 172,2026-04-24,35.11712984,129.1108648
산호목욕탕,부산 사하구 다대로 686,2026-04-24,35.04845738,128.9661656
마이스터안경콘택트,부산 남구 용호동,2026-04-24,35.11396566,129.1160074
그린약국,부산 연제구 거제천로87번길 23,2026-04-24,35.18244176,129.0720161
서면대복집,부산 부산진구 서면문화로5번길 6,2026-04-24,35.15842738,129.0574096
그랜드치과의원,부산 부산진구  동평로,2026-04-24,35.16887278,129.0510332
푸른가정의학과의원,부산 사상구 운산로 31,2026-04-24,35.16880913,128.9802928
전통음식점원양,부산 부산진구 동평로420번길 23,2026-04-24,35.17220745,129.0699326
동방상사,부산 사상구 낙동대로1016번길 29,2026-04-24,35.15094308,128.9741291
편한세상,부산 동구 범일동,2026-04-24,35.13293191,129.0608823
누리마트,부산 해운대구 대천로67번길 12,2026-04-24,35.17356068,129.168907
서울치과의원,부산 연제구 중앙대로 1039,2026-04-24,35.18140021,129.0776319
전포식당,부산 부산진구 부전1동,2026-04-24,35.16350647,129.0630056
고전사랑방,부산 동구 초량중로 99,2026-04-24,35.12050731,129.0399676
대성석유상사,부산 부산진구 당감서로 68-1,2026-04-24,35.16647228,129.0369056
청화학술원(주),부산 연제구 거제천로 89,2026-04-24,35.18227599,129.0730612
원조열무국수,부산 기장군 기장읍,2026-04-24,35.23871011,129.2158563
오떼르미용실,부산 동래구 안남로 23,2026-04-24,35.19464059,129.0948248
동보약국,부산 부산진구 부전동,2026-04-24,35.1561936,129.0580762
아이비클럽,부산 동구 중앙대로371번길 62,2026-04-24,35.13048141,129.045801
푸주옥설렁탕도가니탕,부산 금정구 금정로 248,2026-04-24,35.24540481,129.0925249
틈새,부산 동래구 충렬대로249번길 11-2,2026-04-24,35.20197228,129.0863978
까미유,부산 사상구 광장로 7,2026-04-24,35.16433608,128.9777161
장원자동차정비,부산 해운대구 반여로155번길 13,2026-04-24,35.20515953,129.1249777
법무사안장현사무소,부산 연제구 법원로 34,2026-04-24,35.19184061,129.0746908
"코끼리내과,진단방사선과의원",부산 중구 남포동6가,2026-04-24,35.09752165,129.0267754
정내과진단방사선과의원,부산 서구 구덕로285번길 1,2026-04-24,35.1093619,129.0180136
수정안경원,부산 북구 만덕대로 5,2026-04-24,35.21048295,129.0058285
현대낙동석유상사,부산 사상구 새벽로 202,2026-04-24,35.15917302,128.9841146
박치과의원,부산 기장군 기장읍 차성로288번길 57,2026-04-24,35.24317372,129.2169136
중앙치과의원,부산 부산진구 범일로 152,2026-04-24,35.14358374,129.0595853
김인영치과의원,부산 부산진구 개금3동,2026-04-24,35.15578146,129.0219829
당감부부치과의원,부산 부산진구 부암3동,2026-04-24,35.16908078,129.0397223
구원태치과의원,부산 연제구 거제천로87번길 36,2026-04-24,35.1827994,129.0714491
쌍희반점,부산 남구 8부두로 3-1,2026-04-24,35.11864679,129.0797694
코리아오에이써비스,부산 사하구 하신번영로177번길 49,2026-04-24,35.09849903,128.9573654
김명영치과의원,부산 북구 만덕대로 10-1,2026-04-24,35.21011191,129.0063632
지성약국,부산 영도구 상리로 25,2026-04-24,35.08484949,129.067695
김영삼치과의원,부산 해운대구 송정중앙로 17,2026-04-24,35.1831574,129.2028016
조영치과,부산 해운대구 해운대로 802,2026-04-24,35.16914006,129.1766401
오세민안과,부산 서구  대영로,2026-04-24,35.11022663,129.0183186
어패류1-120,부산 중구 자갈치해안로 52,2026-04-24,35.09661378,129.0305837
김준영치과의원,부산 남구 용호로 194,2026-04-24,35.11503629,129.1108532
이용희치과의원,부산 동래구 안락로 24,2026-04-24,35.20045126,129.0997571
한겨레치과의원,부산 수영구 광남로 49,2026-04-24,35.1471197,129.1119022
미진마트덕포점,부산 사상구 덕상로 14,2026-04-24,35.17248663,128.9892061
강진경내과의원,부산 서구 대티로 181-1,2026-04-24,35.11147173,129.01215
마리나정형외과의원,부산 해운대구 우동,2026-04-24,35.17272715,129.1483996
이석용이비인후과의원,부산 사하구 낙동대로 388,2026-04-24,35.10319711,128.9761627
이헌경소아청소년과의원,부산 강서구 명지오션시티4로 64,2026-04-24,35.08329012,128.9032356
새들슈퍼,부산광역시 동구 초량로13번길 43,2026-04-24,35.11711472,129.0394402
우비뇨기과의원,부산 부산진구 가야대로 769,2026-04-24,35.15799397,129.0557772
공내과의원,부산 부산진구 연수로 45,2026-04-24,35.17508779,129.0757355
전봉균내과의원,부산 사상구 대동로 100-1,2026-04-24,35.13842403,128.9789422
아모레,부산 연제구 신촌로 3,2026-04-24,35.18194554,129.0777925
아랑주 엄궁점,부산 사상구 낙동대로772번길 24,2026-04-24,35.12907551,128.9718748
코리언모터스,부산 사상구 모라로37번길,2026-04-24,35.19218119,128.9874078
금강슈퍼마켓,부산 북구 만덕동,2026-04-24,35.21453769,129.0387289
태성종합전기,부산 사하구 낙동대로 355,2026-04-24,35.10121686,128.9782495
아모레카운셀러,부산 남구 수영로 209,2026-04-24,35.13550498,129.0893649
동명당건강원,부산 사상구 백양대로 986,2026-04-24,35.19393638,128.993476
김은경치과의원,부산 금정구 부곡2동,2026-04-24,35.22937439,129.0940266
연산한겨레치과의원,부산 연제구 월드컵대로 140,2026-04-24,35.18654392,129.0809685
잉글리쉬아너스 주식회사,부산 금정구 중앙대로1719번길 13,2026-04-24,35.23765513,129.0912906
롯데약국,부산 영도구 와치로 252,2026-04-24,35.07534957,129.0690027
백양제일내과의원,부산 부산진구 동평로 108-1,2026-04-24,35.16564427,129.0413805
서대부상사,부산 사하구 을숙도대로,2026-04-24,35.08539919,128.9667224
동양가스산업(주) 기장충전소,부산 기장군 기장읍 기장대로 530,2026-04-24,35.24240185,129.2208617
예일학원,부산 영도구 동삼로 54,2026-04-24,35.07798041,129.0708312
이행복,부산 중구  광복로,2026-04-24,35.09925629,129.0304385
벽옥한의원,부산 연제구 중앙대로 1131,2026-04-24,35.188532,129.0806879
타이어테크 서부산점,부산 강서구 낙동북로 62,2026-04-24,35.2181464,128.9361633
패션프라자,부산 연제구 월드컵대로3번길 16,2026-04-24,35.17536036,129.0856115
기린정,부산 중구 중구로 135,2026-04-24,35.10784218,129.03379
삼대한의원,부산 사상구 괘법동,2026-04-24,35.16376138,128.9871911
다희미용실,부산 동래구 명장로20번길 111,2026-04-24,35.20124355,129.1001469
한마음항외과의원,부산 부산진구 중앙대로,2026-04-24,35.16083933,129.0615857
조은약국,부산 사하구 낙동대로 163,2026-04-24,35.10211267,128.9984449
롯데리아A.G선수촌점,부산 해운대구 선수촌로 109-1,2026-04-24,35.2036153,129.1196345
(주)도피안해장국,부산 사상구 광장로 50,2026-04-24,35.16203097,128.9819544
영림사,부산 부산진구 범일로154번길 33,2026-04-24,35.14423748,129.0610349
서울한복,부산 동구 진시장로 24,2026-04-24,35.13642339,129.0588362
크리스챤서점,부산 북구 금곡대로8번길 33,2026-04-24,35.21150617,129.0072234
제일상회(BYC),부산 금정구 구서로 13,2026-04-24,35.2465894,129.089478
붐메이크업,부산 부산진구  전포대로209번길,2026-04-24,35.15538794,129.0638551
튜희꽃농원,부산 해운대구 좌1동,2026-04-24,35.17087136,129.1742155
협신전자,부산 부산진구 전포대로223번길 16,2026-04-24,35.15670481,129.0642885
동양만물,부산 북구 가람로52번길 88,2026-04-24,35.20511432,129.0029403
성덕인삼,부산 부산진구 부전1동,2026-04-24,35.16350647,129.0630056
건강인삼,부산 부산진구 중앙대로783번길 23,2026-04-24,35.16323429,129.0609058
주식회사공단석유,"부산 기장군 정관면 정관로 835, ( 예림리 )",2026-04-24,35.32474313,129.2033317
구용가,부산 기장군 일광면,2026-04-24,35.26393889,129.2322633
북경관,부산 동구 고관로 129,2026-04-24,35.12997575,129.0474879
한일기업,부산 부산진구 거제대로74번길 5,2026-04-24,35.17555292,129.0679228
금곡횟집,부산 남구 진남로 7-5,2026-04-24,35.13559802,129.0914773
동래수안루체테어학원,부산 동래구 충렬대로 248,2026-04-24,35.20100693,129.0862273
세브란스치과의원,부산 사하구 사하로 195,2026-04-24,35.09902813,128.9931792
남도양곱창,부산 해운대구 세실로 100,2026-04-24,35.1733569,129.1757998
동문치과,부산 북구 덕천로276번길 60,2026-04-24,35.2058688,129.03319
덕수치과의원,부산 동구 고관로 124,2026-04-24,35.1295112,129.0474075
하나약국,부산 동래구 안락로 12,2026-04-24,35.20080545,129.0984718
경북상회,부산 부산진구 연지동,2026-04-24,35.17278456,129.05284
대청가스상사,부산 중구 고가길 72,2026-04-24,35.1050894,129.0275224
명성치과의원,부산 수영구 수영로 665,2026-04-24,35.16513124,129.1143431
김형숙치과의원,부산 동래구 안남로 86-1,2026-04-24,35.19346196,129.1015065
경북상회,부산 금정구 수림로50번길 202,2026-04-24,35.24843943,129.0901884
종점집,부산 금정구 죽전1길 1,2026-04-24,35.25173102,129.0542192
김영효치과의원,부산 부산진구 전포대로 200,2026-04-24,35.15432316,129.0657823
한마음치과의원,부산 수영구 수영로 707,2026-04-24,35.16805673,129.1167001
진미언양불고기,부산 수영구  남천바다로33번길,2026-04-24,35.15074999,129.1156717
물꼬기자리,부산 사하구 다대동,2026-04-24,35.06027822,128.9676561
가락농업협동조합,부산 강서구 죽림동 730,2026-04-24,35.19457627,128.9023871
노블리안치과,부산 중구 중앙대로 80,2026-04-24,35.10477687,129.0367124
임완재치과,부산 서구 대영로 44-1,2026-04-24,35.1093805,129.0164249
중동판매,부산 해운대구 좌동순환로 423,2026-04-24,35.16161192,129.1745755
평화소아청소년과의원,부산 중구 광복중앙로34번길 14,2026-04-24,35.10219342,129.0315347
박정하정형외과의원,부산 연제구 과정로 274,2026-04-24,35.18815668,129.0974397
세기공구상사,부산 부산진구 동천로 109,2026-04-24,35.1585007,129.0620209
문형일내과의원,부산 동래구 안락로 17-1,2026-04-24,35.20086242,129.0992658
우재상사,부산 서구 충무대로 234,2026-04-24,35.09147463,129.0247772
만석군숯불갈비,부산 수영구 수영성로 33-2,2026-04-24,35.1702635,129.1160382
아모레카운셀러,부산 연제구 거제대로 94,2026-04-24,35.17691924,129.0682559
솔로몬과술라미,부산 부산진구 부전1동,2026-04-24,35.16350647,129.0630056
문명숙한우곰탕,부산 동구 수정로 22-2,2026-04-24,35.12827305,129.0447206
금호약국,부산 부산진구 가야공원로 46,2026-04-24,35.14933141,129.0298172
대저금방,부산 강서구 대저로273번길 8,2026-04-24,35.21304015,128.9822128
(주)맥현,부산 동래구 사직북로 1,2026-04-24,35.1959743,129.0605991
동방석유(주)SK전포주유소,부산 부산진구 동천로 10,2026-04-24,35.1500028,129.0630868
크로커다일레이디 수영점,부산 수영구 수영로 667,2026-04-24,35.16535656,129.1144803
최시열한의원,부산 부산진구 중앙대로 613,2026-04-24,35.14756149,129.0586308
아성직물,부산 동구 진시장로 24,2026-04-24,35.13642339,129.0588362
주식회사세익,부산 해운대구 센텀남대로 20,2026-04-24,35.16524724,129.1295992
화로숯불갈비,부산 동래구 미남로 106,2026-04-24,35.20336766,129.0697307
레드폭스,부산 사상구 광장로 7,2026-04-24,35.16433608,128.9777161
삼춘,부산 동구 범일동,2026-04-24,35.13293191,129.0608823
세종낚시마트,부산 북구 화명2동,2026-04-24,35.24354375,129.0198408
부산갈매기식당,부산 사하구 감천항로 185,2026-04-24,35.07635259,128.9907187
백세해장국,부산 부산진구 동평로 93-1,2026-04-24,35.16573881,129.0398397
대우공구,부산 서구 보수대로 59,2026-04-24,35.10122808,129.0221263
효정치과,부산 동래구 아시아드대로 225,2026-04-24,35.20425147,129.0666165
사상석유,부산광역시 사상구 가야대로 274-7,2026-04-24,35.14991258,129.0026302
남경한의원,부산 남구 수영로 312,2026-04-24,35.13697953,129.1006207
플랫폼스튜디오,부산 수영구 좌수영로83번길 22,2026-04-24,35.17158676,129.1202928
대신조명,부산 동래구 반송로 239,2026-04-24,35.20203468,129.0986706
태일공구종합상사,부산 사상구 사상로,2026-04-24,35.17028998,128.9826862
BBQ장림점,부산 사하구 장림번영로 53,2026-04-24,35.08091894,128.9712546
승재사,부산 중구 국제시장2길 9,2026-04-24,35.10024029,129.0283073
범어사 가야밀면,부산 금정구 청룡로 29,2026-04-24,35.27537135,129.0895208
동상석유,부산 금정구 서동로 71-1,2026-04-24,35.21774876,129.0951216
동아컴퓨터밸리,부산 북구 시랑로 145-1,2026-04-24,35.19569462,129.0112276
계림상회,부산 동구 진시장로 24,2026-04-24,35.13642339,129.0588362
부산가구,부산 동구 좌천1동,2026-04-24,35.13141046,129.0492119
청,부산 해운대구 해운대해변로197번길 22,2026-04-24,35.15986141,129.1526635
사상한의원,부산 해운대구 해운대로 375-3,2026-04-24,35.16969999,129.1382152
가야가스,부산 부산진구 가야대로548번길 122,2026-04-24,35.14831992,129.0329616
은광카오디오,부산 해운대구 윗반송로,2026-04-24,35.23022691,129.1569213
민화장품,부산 부산진구 엄광로 23,2026-04-24,35.14832952,129.0187133
현대식품상사,부산 사상구 엄궁로99번길 37,2026-04-24,35.12606351,128.9765028
구포집,부산 중구 보수대로36번길 14-1,2026-04-24,35.1012141,129.0246424
인제한의원,부산 부산진구 연수로 7,2026-04-24,35.17343022,129.0721248
이바돔양곱창,부산광역시 동구 범일로90번길 14,2026-04-24,35.1378759,129.0610028
기장종합의료기,부산 기장군 기장읍,2026-04-24,35.23871011,129.2158563
동해양푼동태찌개,부산 금정구 서동로176번길,2026-04-24,35.21381923,129.1052464
천사플라워,부산 사상구 강변대로 512,2026-04-24,35.13037017,128.9650181
이든네이처 동래지사,부산 동래구 명륜로112번길 33,2026-04-24,35.20348082,129.0847911
이동훈치과의원,부산 사하구 괴정동,2026-04-24,35.10370021,128.9950528
이형철치과의원,부산 연제구 과정로 296,2026-04-24,35.18877629,129.0951046
기사식당,부산 서구 대영로74번길 58,2026-04-24,35.1080866,129.0204444
초원식당,부산 기장군 기장읍 기장해안로,2026-04-24,35.22104377,129.2351365
파도횟집,부산 기장군 기장읍 기장해안로,2026-04-24,35.22104377,129.2351365
이투스(ETOOS)247학원,부산 부산진구 동천로24번길 16,2026-04-24,35.1515996,129.0627673
남문각,부산 동구 범일동,2026-04-24,35.13293191,129.0608823
스마트카서비스,부산 연제구 과정로,2026-04-24,35.18770784,129.1024254
양무도치과의원,부산 동래구 명륜로94번길 11,2026-04-24,35.20287804,129.0837186
치아사랑치과의원,부산 수영구 광남로 48-1,2026-04-24,35.14686568,129.1121799
김정수치과,부산 동래구 사직북로 25-1,2026-04-24,35.19813563,129.0600804
(주)모두랑투어,부산 동구 중앙대로 263,2026-04-24,35.12055215,129.0421636
에체종합화장품,부산 해운대구 반송2동,2026-04-24,35.22884511,129.1604216
비키,부산 중구 광복중앙로 9,2026-04-24,35.10016815,129.0307478
송학한의원,부산 기장군 기장읍,2026-04-24,35.23871011,129.2158563
해운온천,부산 해운대구 달맞이길 8,2026-04-24,35.1617942,129.1658676
유정상회,부산 연제구 대리로6번길 75,2026-04-24,35.17794832,129.0859344
호당한의원,부산 북구 덕천로 235,2026-04-24,35.21082719,129.0299299
고소영,부산 동구 진시장로 24,2026-04-24,35.13642339,129.0588362
삼성온누리약국,부산 사하구 낙동대로 448,2026-04-24,35.10523909,128.9697758
메디팜대학약국,부산 기장군 기장읍 차성남로51번길,2026-04-24,35.24245763,129.214954
엔젤,부산 동래구 반송로,2026-04-24,35.20154499,129.0986243
산미정,부산 남구 수영로219번길 9,2026-04-24,35.13550303,129.0902878
안락점기아오토큐,부산 동래구 충렬대로 498,2026-04-24,35.19421991,129.1121983
장미꽃도매센타,부산 서구 보수대로 53,2026-04-24,35.10092913,129.0225387
부강비뇨기과의원,부산 해운대구 좌동순환로 505,2026-04-24,35.16566793,129.1682242
미정식당,부산 중구 중구로34번길 18,2026-04-24,35.10093016,129.029759
브롯치,부산 중구 광복로67번길 11,2026-04-24,35.09914418,129.0324387
태경상회,부산 중구 용미길8번길 5,2026-04-24,35.09719602,129.0343781
연세약국,부산 기장군 기장읍 반송로 1640,2026-04-24,35.25077536,129.2174706
금호타이어SK성광점,부산 연제구 고분로 59,2026-04-24,35.18575698,129.0889982
구서점현대자동차,부산 금정구 구서1동,2026-04-24,35.24508384,129.0868951
파리바게뜨(주례점),부산 사상구 가야대로282번길 1,2026-04-24,35.15014978,129.0034196
창녕인삼,부산 부산진구 중앙대로783번길 23,2026-04-24,35.16323429,129.0609058
고려 인삼,부산 부산진구 중앙대로783번길 23,2026-04-24,35.16323429,129.0609058
남창전자,부산 부산진구 부전로 196,2026-04-24,35.16375165,129.0624353
사두할인마트,부산 강서구 공항로811번길 66,2026-04-24,35.18079949,128.9544902
등불노래연습장,부산 영도구 중리로,2026-04-24,35.07433816,129.0681747
에이스참솔방가구,부산 사상구 광장로 7,2026-04-24,35.16433608,128.9777161
천하탕탕,부산 사상구 낙동대로 761-6,2026-04-24,35.12925658,128.9698797
센텀소중한눈안과의원,"부산 해운대구 센텀남대로 50 1402호 (우동,센템임페리얼타워빌딩)",2026-04-24,35.16810889,129.1313014
파스텔노래연습장,부산 해운대구 좌동로91번길 21,2026-04-24,35.17306772,129.1741491
강남한의원,부산 수영구 수영로725번길 32,2026-04-24,35.16884892,129.117077
육삼상회,부산 부산진구 냉정로 186,2026-04-24,35.15004784,129.0204881
초원식당,부산 연제구 시청로32번길 8-1,2026-04-24,35.18187444,129.0742871
서원탑훼밀리,부산 부산진구 진남로305번길 7,2026-04-24,35.15219115,129.0726101
자연치과의원,부산 중구 중앙동1가,2026-04-24,35.10077391,129.0357598
한빛치과의원,부산 금정구 중앙대로1629번길 16,2026-04-24,35.23088989,129.0897242
성신목재건재상사,부산 금정구 부곡로 49-1,2026-04-24,35.22112153,129.0889208
김향안과의원,부산 동래구 아시아드대로 225,2026-04-24,35.20425147,129.0666165
한동한의원,부산 부산진구 복지로 18,2026-04-24,35.15157572,129.020086
안나수,부산 사상구 광장로 7,2026-04-24,35.16433608,128.9777161
자연닮은한의원,부산 남구 고동골로 29,2026-04-24,35.13901899,129.070427
부산차생원,부산 중구 중앙동2가,2026-04-24,35.10216658,129.0356848
고영규치과의원,부산 부산진구  연수로,2026-04-24,35.17411913,129.0743366
센스안경,부산 동래구 아시아드대로 223,2026-04-24,35.20398675,129.0666828
영은컴퓨터,부산 사상구 가야대로 256,2026-04-24,35.14995762,129.0007227
명랑낚시점,부산광역시 북구 낙동대로 1624,2026-04-24,35.20071618,128.9920839
에나,부산 연제구 중앙대로1038번길 6,2026-04-24,35.18071179,129.0779797
(주)부산테라코,부산 사상구 삼덕로 38,2026-04-24,35.17383634,128.980899
연지점현대자동차,부산 부산진구 성지로 10-1,2026-04-24,35.17155082,129.0554353
월드정보통신,부산 부산진구 양성로 97-1,2026-04-24,35.17390225,129.0614974
이화약국,부산 수영구 연수로 378-2,2026-04-24,35.16982308,129.1111098
북부산농업협동조합 구남지점,부산 북구 백양대로 1073,2026-04-24,35.20100165,128.9977391
샛별꽃집,부산 동구 조방로 48,2026-04-24,35.14097365,129.0610402
바바라,부산 금정구 서동시장길 48-5,2026-04-24,35.21625146,129.100987
오윤상법무사,부산 연제구 법원남로15번길 26,2026-04-24,35.1900158,129.0732112
윤스피부미용,부산 해운대구 마린시티3로 1,2026-04-24,35.15785986,129.1475482
부영병원,부산 사상구 학감대로123번길 76,2026-04-24,35.14121421,128.9840247
금사약국,부산 금정구 금사로 57,2026-04-24,35.21830213,129.1098168
진수석유,부산 수영구 망미로27번길 17,2026-04-24,35.1698995,129.1053493
양희택치과,부산 수영구 수영로 653,2026-04-24,35.16408427,129.1142557
온천부부치과의원,부산 동래구 금강공원로 5,2026-04-24,35.21815365,129.0837223
부일가구,부산 남구 진남로220번길 21,2026-04-24,35.14535678,129.0768746
우치과,부산 동래구 금강공원로 11,2026-04-24,35.21833067,129.0831654
자갈치식당,부산 북구 덕천로259번길 30,2026-04-24,35.21180896,129.0351264
빠리장제과점,부산 동래구 충렬대로237번길 74,2026-04-24,35.20468044,129.0846759
내츄럴치과의원,부산 해운대구 우동,2026-04-24,35.17272715,129.1483996
개구쟁이치과의원,부산 사하구 사하로 200,2026-04-24,35.09957668,128.9937051
세원.아이비,부산 영도구 절영로 133,2026-04-24,35.08426362,129.0421057
코코퍼퓸,부산광역시 부산진구 중앙대로 지하717,2026-04-24,35.15523714,129.0591398
국민음악사,부산 사하구 대티로 82,2026-04-24,35.10686272,129.0080387
남영사약국,부산 사하구 제석로,2026-04-24,35.10943013,128.9795433
제일식당,부산 강서구 명지동,2026-04-24,35.10014334,128.9069874
조은악기,부산 부산진구 부전로162번길 28,2026-04-24,35.16191514,129.0589849
대궐집,부산 동래구 동래로136번길 26,2026-04-24,35.20508799,129.0846521
대학약국,부산 서구 토성동3가,2026-04-24,35.10130433,129.0204345
부곡점현대자동차,부산 금정구 중앙대로 1594,2026-04-24,35.22668494,129.0899757
고려주유소,부산 중구 중앙동5가,2026-04-24,35.10181555,129.0372683
하이카프라자&타이어테크,부산 영도구 동삼로 111,2026-04-24,35.08332103,129.0714575
최우석치과의원,부산 사하구 하단1동,2026-04-24,35.10393326,128.9642353
동해화원,부산 중구 중앙동4가,2026-04-24,35.10807083,129.0389154
새동화서점,부산 중구 보수동1가,2026-04-24,35.10741513,129.0257834
조영제치과의원,부산 서구  까치고개로,2026-04-24,35.0998739,129.0148042
램브란트치과,부산 북구 만덕대로 18,2026-04-24,35.21033339,129.0071036
뿌리샘치과의원,부산 중구 광복로55번길 9,2026-04-24,35.09970419,129.0303892
25시약국,부산 동구 조방로 45,2026-04-24,35.14049682,129.0602734
미쮸,부산 중구 광복로35번길 23,2026-04-24,35.10143395,129.0287451
라이프온(주),부산 연제구 중앙대로 1066,2026-04-24,35.18302439,129.0799345
세광한의원,부산 동구 수정2동,2026-04-24,35.12996095,129.0426203
인(IN),부산 동래구 명륜로112번길 71,2026-04-24,35.20303832,129.0868222
하나약국,부산 해운대구 좌동순환로 174,2026-04-24,35.17762616,129.1750555
한국오토바이,부산 북구 구포동,2026-04-24,35.19815607,129.0088881
세인약국,부산 금정구 부곡로 112,2026-04-24,35.22584681,129.0920028
민지학치과의원,부산 연제구 과정로 144,2026-04-24,35.18423881,129.1074406
지성근약국,부산 해운대구 재반로211번길 17,2026-04-24,35.19610436,129.1298399
KPOP 노래연습장,부산 동래구 종합운동장로 60,2026-04-24,35.19584579,129.064048
극동종합카센타,부산 금정구 개좌로 55,2026-04-24,35.21852304,129.1109414
험멜,부산 북구 백양대로 1136,2026-04-24,35.20424664,129.0023978
신앙촌상회,부산 해운대구 송정중앙로36번길 10,2026-04-24,35.18201754,129.2037684
시온식품(신앙촌),부산 북구 만덕2로 33,2026-04-24,35.2103781,129.038088
신앙촌상회,부산 기장군 기장읍 죽성로 197,2026-04-24,35.24716228,129.2388412
대진오토바이,부산 금정구 서동중심로 60-3,2026-04-24,35.21437125,129.1035061
지인 스킨앤바디,부산 동래구 온천장로119번길 55,2026-04-24,35.22184853,129.0818803
경주집,부산 금정구 하마2길 6,2026-04-24,35.27896499,129.0770783
기장곰장어,부산 부산진구 중앙대로909번길 28,2026-04-24,35.17243973,129.069497
모던테크,부산 동래구 온천장로 20,2026-04-24,35.21399083,129.079534
삼성종합공구상사,부산 서구  보수대로,2026-04-24,35.11459277,129.0192958
서상탈세무회계사무소,부산 동구 진성로 17,2026-04-24,35.13010727,129.0474535
서울콘텍트안경,부산 동구 중앙대로 513,2026-04-24,35.13909383,129.0562087
"차성에너지,차성종합가스,기장가스",부산 기장군 기장읍,2026-04-24,35.23871011,129.2158563
새동래종합유통,부산 금정구 가마실로 36,2026-04-24,35.22430914,129.0926617
포시즌,부산 사상구 광장로 7,2026-04-24,35.16433608,128.9777161
골프연습장,부산 사상구 백양대로 392,2026-04-24,35.15285305,129.0089354
일송횟집,부산 동래구 충렬대로359번길 46,2026-04-24,35.19986524,129.0992951
영도우리약국,부산 영도구 태종로 135,2026-04-24,35.09206789,129.0440618
코코아,부산 부산진구 중앙대로 지하 737,2026-04-24,35.16023309,129.0611055
영진스포츠,부산 부산진구 새싹로265번길 15,2026-04-24,35.17947864,129.046741
(유)석중,부산 영도구 동삼로 25,2026-04-24,35.07603131,129.0717569
타타바이크,부산 북구 금곡대로 185,2026-04-24,35.22565735,129.0098445
만세담,부산 기장군 일광읍 산수곡길 8-8,2026-04-24,35.28756634,129.2133342
제제,부산 수영구 광안해변로,2026-04-24,35.15518699,129.1217706
겐조,부산 수영구 좌수영로101번길 52,2026-04-24,35.17388632,129.1171662
찜할래,부산 연제구 고분로31번길,2026-04-24,35.18679361,129.0859127
최은종치과,부산 동래구 충렬대로 487,2026-04-24,35.19481359,129.1118468
네이처리퍼블릭 부산광복점,부산 중구 광복로 54-1,2026-04-24,35.09910955,129.0309353
수정아트,부산 동구 중앙대로371번길 60,2026-04-24,35.13038748,129.0459204
두꺼비식당,부산 부산진구 가야대로784번길 57-1,2026-04-24,35.15494089,129.0573447
삼천리자전거,부산 부산진구  부전로,2026-04-24,35.15912385,129.0547097
대광카메라,부산 중구 남포동6가,2026-04-24,35.09752165,129.0267754
노아치과,부산 부산진구 가야대로784번길 29,2026-04-24,35.15612805,129.0573518
보이는세상안경원,부산 북구 백양대로 1192,2026-04-24,35.20876179,129.0055037
칠성카인테리어,부산 연제구 쌍미천로 54,2026-04-24,35.1777405,129.0894887
차재헌치과의원,부산 동래구 사직북로 21,2026-04-24,35.19770681,129.0602528
미래치과의원,부산 남구 용호로198번길 2,2026-04-24,35.11481238,129.1108154
블럭대장,부산 기장군 기장읍 차성로344번길 18,2026-04-24,35.24794719,129.2148887
김봉겸치과,부산 금정구 장전동,2026-04-24,35.23471592,129.0724916
주식회사 셀라스,부산 금정구 금샘로 538,2026-04-24,35.27017891,129.0853111
마지오,부산 부산진구 부전2동,2026-04-24,35.15258194,129.0567914
부광횟집,부산 부산진구 서면문화로 24-1,2026-04-24,35.15958662,129.0565348
이마트24 양정연수로점,부산 부산진구 연수로 66,2026-04-24,35.17528958,129.0780876
원진전자,부산 부산진구 전포동,2026-04-24,35.15725627,129.0712266
동일당,부산 부산진구 새싹로 113,2026-04-24,35.16642867,129.0516754
