가맹점 명,주소,데이터기준일자,위도,경도
티앤북스 (TEANBOOKS),부산 수영구 민락수변로 29,2026-04-24,35.15323533,129.1246562
레드포스PC아레나 더 블랙 서면점,부산 부산진구 서전로10번길 61,2026-04-24,35.15511488,129.0603516
한상,부산 영도구 절영로49번길 32,2026-04-24,35.08931349,129.0401547
큐모텔,부산 기장군 기장읍 차성로 370,2026-04-24,35.2505654,129.2141351
부산양곱창5호,부산 부산진구 가야대로784번길 62,2026-04-24,35.15474313,129.0569758
구포손칼국수,부산 북구 구포만세길 92,2026-04-24,35.20592177,128.9973721
살롱 드 올리브,부산 동래구 사직북로19번길 35,2026-04-24,35.19708885,129.0585811
두꺼비오뎅 부산맛집해운대,부산 해운대구 중동1로19번길 23,2026-04-24,35.1637796,129.1629132
태백체육관,부산 북구 팽나무로 52,2026-04-24,35.20561709,129.0097679
이귀남찜닭,부산 금정구 금강로565번길 25,2026-04-24,35.2580273,129.0862447
대한횟집,부산 강서구 신포길17번길 27,2026-04-24,35.11254126,128.931598
뉴해법단과학원,부산 북구 백양대로1015번길 24,2026-04-24,35.19716304,128.9939784
제니스유스턴영어학원,부산광역시 해운대구 마린시티2로 33,2026-04-24,35.15720366,129.1448172
명지아이폰수리 아이서비스,부산 강서구 명지국제8로 269,2026-04-24,35.09811924,128.9224246
국제영재연구원,부산 수영구 수영로 410,2026-04-24,35.14247311,129.1087657
웰빙투데이,부산 북구 시랑로 134,2026-04-24,35.19529992,129.0099574
스고이오뎅,부산 기장군 기장읍 차성남로51번길 9,2026-04-24,35.24212868,129.2144984
술단지,부산 연제구 중앙대로1038번길 13,2026-04-24,35.18055171,129.0782865
단미네일,부산 부산진구 중앙대로 821,2026-04-24,35.16518239,129.0629295
숯불에닭 부산중앙점,부산 중구 해관로 51-2,2026-04-24,35.10358567,129.0353943
흥국상회,부산 부산진구 부전로170번길 4,2026-04-24,35.16282493,129.0595211
스트릿 27,부산 수영구 광안로61번길 25,2026-04-24,35.1550059,129.1202193
이모포차,부산 사하구 사하로 202-4,2026-04-24,35.09986782,128.9942873
GS25구포시장점,부산 북구 금곡대로7번길 38,2026-04-24,35.21040933,129.0031022
드럼일공일,부산 금정구 금정로 89,2026-04-24,35.23260449,129.0866655
Acky House (아키하우스),부산 해운대구 마린시티3로 46,2026-04-24,35.15510212,129.1453194
부산(BS)남포동 킥복싱 체육관,부산 중구 구덕로 66-1,2026-04-24,35.09804979,129.0285447
가온누리 음악학원,부산 사상구 백양대로934번길 52-6,2026-04-24,35.18990179,128.9939661
GS25반송한솔점,부산 해운대구 신반송로 29,2026-04-24,35.22677964,129.160668
GS25개금동서점,부산 부산진구 백양대로 262,2026-04-24,35.15580256,129.022441
이가네고쌈냉면,부산 남구 고동골로 58,2026-04-24,35.14227572,129.0713218
브라운도트호텔미남 주식회사,부산 동래구 미남로 100,2026-04-24,35.20276402,129.0697651
(주)크리플레이(cre-pla,부산 북구  양달로4번길,2026-04-24,35.24091775,129.0145613
오늘은돈까스먹는날,부산 서구 남부민로10번길 20-3,2026-04-24,35.08528303,129.0242845
살롱드바이민,부산 동래구 충렬대로 429-3,2026-04-24,35.1966477,129.1053647
필아트미술교습소,부산 부산진구 진남로425번길 24-1,2026-04-24,35.16271801,129.0678682
가본이비인후과의원,부산광역시 사상구 엄궁북로 22,2026-04-24,35.12833642,128.9726576
미화당이불2호점,부산 북구 구포시장3길 7,2026-04-24,35.20821995,129.0036901
달인 주차장,부산 강서구 공항로811번나길 71,2026-04-24,35.1763396,128.9538345
메이비 헤어살롱,부산 사하구 장림번영로 96,2026-04-24,35.0800213,128.9754434
비웨이,부산 해운대구 선수촌로 63,2026-04-24,35.19935755,129.1186891
호텔(la villa foret),부산 금정구 중앙대로 1931,2026-04-24,35.25678735,129.0910965
이태원판자집,부산광역시 해운대구 구남로24번길 11-1,2026-04-24,35.16142359,129.1597306
알(R) 3모터스,부산 서구 충무대로 221,2026-04-24,35.09034374,129.023887
사진공간 돈키호테,부산 영도구 웃서발로 92,2026-04-24,35.07854126,129.0715767
스콜 (부산점),부산 북구 의성로 41-1,2026-04-24,35.21692368,129.0091798
금호세차장,부산 사하구  하신중앙로,2026-04-24,35.09433836,128.962446
송정서핑스쿨,부산 해운대구 송정해변로 34-8,2026-04-24,35.18097815,129.2024577
서면보청기,부산 부산진구 서면로 74,2026-04-24,35.15720307,129.0581298
칠칠켄터키,부산 동래구 사직북로13번길 17,2026-04-24,35.19672498,129.0597882
은서헤어,부산 부산진구 양성로 87,2026-04-24,35.17320808,129.0618525
지윤,부산 동구 진시장로 24,2026-04-24,35.13642339,129.0588362
남해도횟집,부산 북구 만덕대로28번길 55,2026-04-24,35.20842273,129.0091792
동화약국,부산 서구 구덕로 109,2026-04-24,35.09612775,129.0240934
이니스프리신만덕점,부산 북구 덕천로 239,2026-04-24,35.21083653,129.0303666
나라상례복,부산 연제구 금련로30번길 14,2026-04-24,35.17149768,129.0958075
우리들 자이로토닉&요가,부산 동래구 명륜로 33,2026-04-24,35.19758489,129.0834023
갈비가참맛있다,부산 부산진구 가야공원로 30,2026-04-24,35.15080965,129.0297549
가마치 통닭,부산 연제구 금련로 14,2026-04-24,35.17266293,129.0960126
치앤추한의원,부산 남구 용호로 153,2026-04-24,35.11849326,129.1119939
이가은헤어,부산 금정구 수림로 17,2026-04-24,35.23937647,129.0904943
초읍BYC,부산 부산진구 성지로 79-1,2026-04-24,35.17769036,129.0536075
봉구비어좌동점,부산 해운대구 세실로 104,2026-04-24,35.17404558,129.1757479
드루와닭강정,부산 북구 구포시장길 70,2026-04-24,35.20624398,129.002981
비트 볼링장,부산 해운대구 해운대로 814,2026-04-24,35.16956644,129.1776396
개성시대,부산 연제구 연동로 24,2026-04-24,35.18690689,129.0931224
808피트니스,부산 서구 충무대로 24,2026-04-24,35.07753955,129.0164169
카페509-1,부산 동래구 온천천로 509-1,2026-04-24,35.19093798,129.1086495
한우리,부산 북구 의성로122번길 15,2026-04-24,35.20948103,129.0102665
수영구출장세차,부산 수영구 과정로61번길 56,2026-04-24,35.17665039,129.1036534
자작나무의 작업실,부산광역시 수영구 망미배산로36번길 5,2026-04-24,35.17451235,129.1041962
그대로참기름,부산 북구 구포시장길 1,2026-04-24,35.20925335,129.0036877
사단법인 감천문화마을주민협의회 미니숍지,부산 사하구 감천동,2026-04-24,35.0924618,129.0069932
더골퍼 부산골프피팅센터 본점,부산 북구 화명신도시로 115,2026-04-24,35.23440249,129.0104414
영쑤기네호프,부산 사상구 사상로269번길 8,2026-04-24,35.16903043,128.9818208
동현석유,부산 영도구 해양로 56,2026-04-24,35.09704279,129.0612391
말뚝포차,부산 연제구 과정로273번길 7,2026-04-24,35.18746889,129.0974988
마리나약국,부산 해운대구 해운대해변로 154,2026-04-24,35.1581167,129.148523
부산아라건축기능교육원,부산 북구 낙동북로663번길 87,2026-04-24,35.20448401,129.0007085
미장원 노리,부산 연제구 과정로291번길 5,2026-04-24,35.18810034,129.0953125
쭌코인노래연습장,부산 금정구 금정로68번길 42,2026-04-24,35.23025852,129.088677
커피앤스톤(coffee & stone),부산 해운대구 반송로757번길 4-1,2026-04-24,35.22200844,129.1438354
팥익당,부산 수영구 광안해변로 122,2026-04-24,35.14579319,129.1149654
훌랄라치킨,부산 북구 만덕대로16번길 34,2026-04-24,35.20892133,129.0073336
호철수학교습소,부산 북구 화명신도시로 120,2026-04-24,35.23459145,129.0111527
영일각,부산 금정구 서동로103번길 30,2026-04-24,35.2177063,129.0990901
문현곱창,부산 해운대구 세실로 97,2026-04-24,35.17310535,129.175556
이층집564-9,부산 남구 유엔로 217,2026-04-24,35.13027228,129.1000086
더바바(THEBABA),부산 남구 용주로 36,2026-04-24,35.11261374,129.11323
삼천포횟집,부산 북구 구포시장6길 9-1,2026-04-24,35.20737765,129.0035528
아이센스리그PC방 부산괴정점,부산 사하구 사하로 182,2026-04-24,35.09799134,128.9944599
제이,부산 부산진구 동평로150번길 14,2026-04-24,35.16546503,129.04545
부산명장도장,부산 동래구 충렬사로 58-1,2026-04-24,35.20398235,129.0990805
이가네찜,부산 영도구 대평로 15,2026-04-24,35.09045612,129.0351034
100%카페(커피),부산 서구 충무대로 197-3,2026-04-24,35.08811678,129.0241549
우리집반찬,부산 동래구 쇠미로60번길 53,2026-04-24,35.19918103,129.0568921
기장시장대왕대게,부산 기장군 기장읍 읍내로104번길 16,2026-04-24,35.24369679,129.2148685
가락탕,부산 사하구 하신번영로380번길 36,2026-04-24,35.11303528,128.9609332
제나 요가 필라테스,부산 부산진구 복지로 22-2,2026-04-24,35.15132196,129.0200207
자이언츠파크스크린골프/주식회사 우리누리,부산 동래구 사직북로 4,2026-04-24,35.1962862,129.0613235
점핑홀릭,부산 사하구 장평로 441,2026-04-24,35.09754464,128.9861173
세기냉열,부산 사하구 오작로78번길 2-2,2026-04-24,35.09921213,129.001432
카페오뜨,부산광역시 수영구 광안해변로 209,2026-04-24,35.15276653,129.1175829
황제펭귄취업아카데미,부산 부산진구 동천로 116,2026-04-24,35.15905683,129.0626336
하운드호텔,부산 연제구 월드컵대로153번길 9,2026-04-24,35.18609048,129.0793938
티티호텔주식회사,부산 부산진구 새싹로 35,2026-04-24,35.16067332,129.0564452
스텔라,부산광역시 동구 조방로 48,2026-04-24,35.14097365,129.0610402
파도초장,부산 기장군 기장읍 읍내로104번길 16,2026-04-24,35.24369679,129.2148685
예전손칼국수,부산 해운대구 마린시티3로 1,2026-04-24,35.15785986,129.1475482
동진조명,부산 서구 보수대로 258-17,2026-04-24,35.11691854,129.0180342
파리라모드,부산 북구 금곡대로303번길 2,2026-04-24,35.23564453,129.013478
더위너스영어전문 학원,부산 영도구 중리로 46-8,2026-04-24,35.07491762,129.0686765
토킹스타 대연힐스테이트 클래스,부산 남구 수영로 345,2026-04-24,35.13988753,129.1035202
베스트마트,부산 동구 중앙대로371번길 54,2026-04-24,35.13021162,129.0462109
한사랑요양병원,부산 부산진구 새싹로 107,2026-04-24,35.16611283,129.0519245
주식회사 더오름,부산 해운대구 아랫반송로30번길 37-13,2026-04-24,35.22375713,129.1483352
자갈치1호,부산 부산진구 동천로95번길 10,2026-04-24,35.15735872,129.0616361
대박장터,부산 수영구 수영로725번길 72,2026-04-24,35.16848613,129.1150602
헤어도윤,부산 부산진구 새싹로 183,2026-04-24,35.17178406,129.0489367
할매손푸드,부산 남구 유엔로120번가길 6,2026-04-24,35.12976901,129.0895426
심락재,부산 수영구 광안해변로 446,2026-04-24,35.16107048,129.1298928
36바7956,부산 해운대구 신반송로 80,2026-04-24,35.22681917,129.1636649
어풍상회,부산 중구 자갈치로48번길 3,2026-04-24,35.09699494,129.0298651
유성석유,부산 동래구 동래로 108,2026-04-24,35.20713109,129.0841128
화담정,부산 동래구 명륜로117번길 17,2026-04-24,35.20394006,129.0819214
길짜장,부산 사하구 장림로 170,2026-04-24,35.08245278,128.9675316
요가숨,부산 해운대구 APEC로 17,2026-04-24,35.16593245,129.1324115
대성학원,부산 서구 구덕로 258,2026-04-24,35.10788076,129.0204074
시애틀호프비어,부산 남구 진남로 46,2026-04-24,35.13821576,129.0904615
이마트24 동래온천점,부산 동래구 금강로106번길 12,2026-04-24,35.21807594,129.0798898
씨유감전굿모닝점,부산 사상구 감전동,2026-04-24,35.15424621,128.9794104
씨유용호동명점,부산 남구 동명로 108,2026-04-24,35.12005204,129.1089697
강호유술아카데미,부산 부산진구 신암로 5,2026-04-24,35.14244159,129.0557614
파전막걸리,부산 수영구 수영로606번길 127,2026-04-24,35.15889744,129.1205428
렌즈미서면점,부산 부산진구 중앙대로 690-1,2026-04-24,35.1543274,129.0594219
고기파는 남자,부산 해운대구 해운대해변로 117,2026-04-24,35.15968957,129.1453605
아이비스PC,부산 영도구 태종로 139,2026-04-24,35.09241691,129.0442114
소문난칼국수,부산 중구 흑교로31번길 32,2026-04-24,35.10252392,129.0217405
수원지,부산 서구 구덕로345번길 25,2026-04-24,35.11393706,129.0143044
옥스PC 범일동점,부산 동구 중앙대로 540,2026-04-24,35.14137719,129.0569312
하동아지매,부산 남구 유엔로120번길 43,2026-04-24,35.12963955,129.0915192
레드헤어,부산 금정구 서곡로 2-1,2026-04-24,35.21575908,129.1065798
수상한상수,부산 부산진구 중앙대로691번길 42,2026-04-24,35.15458535,129.0568212
모닝마트,부산 기장군 장안읍 좌천로 12,2026-04-24,35.31022496,129.241221
이엠영수전문학원,부산광역시 동구 중앙대로371번길 39,2026-04-24,35.12968037,129.0466438
로잔무용학원,부산 동래구 충렬대로 450,2026-04-24,35.195702,129.1073608
로이스,부산 사하구 낙동대로 483,2026-04-24,35.10759527,128.9672109
에스엠(SM)모터스,부산 사하구 낙동대로 339,2026-04-24,35.10019561,128.9798189
미소인터네셔날,부산 사하구 하신번영로 365,2026-04-24,35.11029866,128.9585364
OK열쇠24시,부산 동래구 금강로 132-1,2026-04-24,35.22051797,129.0806185
해운대하이탑학원,부산 해운대구 양운로42번길 16,2026-04-24,35.16832694,129.1776238
모짤티움음악학원,부산 해운대구 재반로64번길 28,2026-04-24,35.18513941,129.1275593
칸웨이,부산 금정구 부산대학로63번길 2,2026-04-24,35.23233262,129.0838308
FOS,부산 기장군 정관읍 구연2로 15,2026-04-24,35.32022462,129.1818724
베니스모텔,부산 금정구 서동로186번길 18-6,2026-04-24,35.21388704,129.1059999
풋 샵 전문점,부산 사하구 하신번영로 365,2026-04-24,35.11029866,128.9585364
킹콩타이어,부산 기장군 기장읍 차성로 406,2026-04-24,35.25357863,129.2148106
로크래프트 (Lo craft),부산 해운대구 청사포로58번길 113,2026-04-24,35.1608677,129.1909312
오르강의상실,부산 동구 진시장로 13,2026-04-24,35.13771137,129.0580335
황매산농원,부산 부산진구 동평로420번길 18,2026-04-24,35.17276467,129.0697618
불짱구,부산 해운대구 우동3로11번길 14,2026-04-24,35.16802032,129.1624315
참나무장작구이 더돈,부산 동래구 안락로 29,2026-04-24,35.20064378,129.1004204
시앤비아지트 (C&B AGIT),부산 수영구 망미번영로 56,2026-04-24,35.17213166,129.1100335
톡톡네일,부산 기장군 정관읍 방곡로 64-9,2026-04-24,35.3257603,129.1903741
한우리논술교습소,부산 수영구 광안로49번길 32-2,2026-04-24,35.15630817,129.1184625
리틀하노이 대연점,부산 남구 석포로86번길 90,2026-04-24,35.12653152,129.0903825
고려카센터,부산 남구 우암로 87,2026-04-24,35.11822316,129.079564
동화할인마트,부산 부산진구 신암로83번길 7,2026-04-24,35.14849476,129.0530703
네오PC까페,부산 사상구 운산로 27,2026-04-24,35.16905187,128.9798488
아지트,부산 북구 만덕3로 47-1,2026-04-24,35.21194436,129.0290372
왁싱제이,부산 부산진구 동천로95번길 6,2026-04-24,35.15732669,129.0619034
바이(By)헤어디자인,부산 남구 진남로 154,2026-04-24,35.14030395,129.07967
한국유도관,부산 사하구 낙동대로 162,2026-04-24,35.10268286,128.9983676
대성폐백,부산 동구 진시장로 24,2026-04-24,35.13642339,129.0588362
다나한한복,부산 동구 범일동,2026-04-24,35.13293191,129.0608823
명진상회,부산 중구 용미길10번길 11,2026-04-24,35.09715331,129.0338189
화목포토,부산 해운대구 세실로 64,2026-04-24,35.17099761,129.1776451
탑브레인,부산 기장군 정관읍 정관2로 9,2026-04-24,35.33328925,129.1628366
돼지 굽는 정원,부산 사상구 모라로 92,2026-04-24,35.18649637,128.9896165
티파니,부산 수영구 구락로 71,2026-04-24,35.17350207,129.1168722
에스테티크,부산 수영구 광안로16번길 36,2026-04-24,35.15526356,129.1134487
해운대독일보청기,부산 해운대구 좌동로 98,2026-04-24,35.17244238,129.1759022
다사랑문고주식회사,부산 금정구 부산대학로49번길 49,2026-04-24,35.22910553,129.0854465
할매탕/주식회사 봄,부산 해운대구 중동2로10번길 7,2026-04-24,35.16320009,129.1649038
빠리당,부산 해운대구 센텀북대로 60,2026-04-24,35.17664443,129.1254082
해민한의원,부산 영도구 대교로 11,2026-04-24,35.09304448,129.043608
현미박사 누룽지 연산파크시티점,부산 연제구 신금로 21-2,2026-04-24,35.190948,129.0944049
정가구프라자,부산광역시 영도구 태종로 416,2026-04-24,35.08999618,129.0665369
아트뱅크코레아,부산 동구 중앙대로 169,2026-04-24,35.11294121,129.0381712
GS25 부산대도서관점,부산 금정구 부산대학로63번길,2026-04-24,35.23045748,129.0839635
미모아미용실,부산 서구 대영로73번길 1,2026-04-24,35.11065646,129.0190401
리듬체형운동관리,부산 동구 대영로243번길 109,2026-04-24,35.11666599,129.0400688
칠원상회,부산 부산진구 범양로 121,2026-04-24,35.17383933,129.0656022
순이국수,부산 연제구 거제시장로14번길 60,2026-04-24,35.18333261,129.073513
탑스피드마트,부산 부산진구 진사로77번길 53,2026-04-24,35.1445089,129.0191088
강가네손만두동명대점,부산 남구 유엔평화로 168,2026-04-24,35.12173565,129.0982225
찰라의 꽃,부산 연제구 연수로 110,2026-04-24,35.17475487,129.0826169
포르토마린,부산 부산진구 범천동,2026-04-24,35.15005264,129.0497057
여진에스테틱,부산 기장군 기장읍 차성동로154번길 28,2026-04-24,35.25242577,129.2188851
그린팜의료기,부산 부산진구 새싹로 198,2026-04-24,35.17382886,129.0493269
경남상회,부산 서구 충무대로276번길 10,2026-04-24,35.0949571,129.0247038
설운도차차차노래연습장,부산 수영구 민락수변로 13-1,2026-04-24,35.15462934,129.1241568
안동갈비,부산 해운대구 마린시티3로 23,2026-04-24,35.15664715,129.1469306
할매충무김밥,부산 연제구 고분로 15,2026-04-24,35.18593353,129.0842238
바담코다리 본점,부산 금정구 금샘로 453,2026-04-24,35.26358366,129.0846245
남궁찜 전문점,부산 연제구 과정로114번길 8,2026-04-24,35.18149807,129.1076101
금호횟집,부산 북구 구포시장길 57,2026-04-24,35.20677663,129.0031187
북앤스페이스,부산 강서구 명지오션시티6로 33,2026-04-24,35.08407333,128.9083452
피제이(PJ)자동차정비,부산 사하구 사하로 76,2026-04-24,35.08885198,128.9944166
서현주헤어뷰,부산 동래구 복천로5번길 14,2026-04-24,35.20617387,129.086906
비다펠리즈(Vidafeliz),부산 연제구 토곡남로 8,2026-04-24,35.18144458,129.1063655
(In)스킨마사지샵,부산 사하구 사하로 47,2026-04-24,35.08680232,128.9930091
원가상회,부산 동구 진시장로 24,2026-04-24,35.13642339,129.0588362
"보배롭다,꽃",부산 기장군 기장읍 읍내로78번길 16,2026-04-24,35.24437992,129.2129489
아름드리 헤어,부산 금정구 금정로19번길 7,2026-04-24,35.22641076,129.0852309
태한운동센터,"부산 북구 만덕대로 35, ( 덕천동 )",2026-04-24,35.21122913,129.008751
미로닭발족발,부산 금정구 서동시장뒷길 7,2026-04-24,35.21525046,129.1027306
손한의원,부산 사하구 하신중앙로 176,2026-04-24,35.09451795,128.9627593
살롱드H,부산 사상구 가야대로 278-2,2026-04-24,35.15021608,129.0030511
브릿츠영어수학학원,부산 동래구 동래로 94,2026-04-24,35.20738119,129.0827026
용오름태권도,부산 사하구 다대낙조2길 215,2026-04-24,35.05046051,128.9695783
대화네,부산 수영구 수미로50번길 45,2026-04-24,35.17135696,129.1161876
리오라,부산 부산진구 중앙대로 736,2026-04-24,35.1582501,129.0599606
은정헤어,부산 연제구 고분로 200,2026-04-24,35.18408629,129.1046198
바르다네일,부산 부산진구 성지로83번길 11,2026-04-24,35.17745722,129.0532571
홍익그리다아트 미술교습소,부산 해운대구 마린시티2로 2,2026-04-24,35.15932559,129.144242
호텔스컴도그,부산 해운대구 해운대로177번길 9,2026-04-24,35.18218173,129.1232803
행복나무한의원,부산 기장군 정관읍 달산2길 6,2026-04-24,35.31828942,129.1813265
민들레음악학원,부산 동래구 안남로 23,2026-04-24,35.19464059,129.0948248
UCU(유씨유)영어학원,부산 부산진구 전포대로275번길 7,2026-04-24,35.16119111,129.0649248
황금장어 (명지점),부산 강서구 르노삼성대로 638-16,2026-04-24,35.10496936,128.9300703
파티락,부산 기장군 정관읍 정관덕산길 50-21,2026-04-24,35.32205495,129.1858534
이삭토스트,부산 연제구 교대로 11-1,2026-04-24,35.19531736,129.0784303
서울건치과,부산 금정구 중앙대로 2093,2026-04-24,35.27115241,129.0923547
아이데코,부산 동구 범일로 78,2026-04-24,35.13685603,129.0597323
뉴페이스의원,부산 부산진구 서면로 65,2026-04-24,35.15668298,129.0575484
예문사,부산 중구 대청로 142-2,2026-04-24,35.10275046,129.0354805
락휴코인노래연습장 해운대비치점,부산 해운대구 중동1로 29,2026-04-24,35.16289077,129.1628141
김유순뽈찜둘째네집(충무뽈찜),부산 남구 못골로 56,2026-04-24,35.13567985,129.0884212
현대종합카센타,부산 금정구 식물원로44번길 18,2026-04-24,35.22592313,129.0836257
배재용안과의원,부산 연제구 중앙대로 1049,2026-04-24,35.18230993,129.0781671
제이엔제이헤어,부산 중구 대청로 84,2026-04-24,35.10280481,129.0289934
봄날,부산 중구 중앙대로20번길 3,2026-04-24,35.09946521,129.0371124
송수학학원,부산 해운대구 센텀중앙로 90,2026-04-24,35.17544308,129.126431
해법수학교습소,부산 부산진구 가야대로 635-12,2026-04-24,35.15636826,129.0416664
유어스 가구 갤러리,부산 기장군 장안읍 기장대로 1495,2026-04-24,35.32476985,129.2432529
영진모터스,부산 동래구 명서로130번길 4,2026-04-24,35.21102899,129.1008602
연미가,부산 수영구 과정로16번길 17,2026-04-24,35.17338028,129.1095121
녹산횟집,부산 부산진구 서면문화로 30-14,2026-04-24,35.15979597,129.0567147
미스터스시,부산 사상구 사상로212번길 6,2026-04-24,35.16395672,128.9842421
에이스수학교습소,부산 해운대구 대천로103번길 29,2026-04-24,35.17657131,129.1714949
헬멧,부산 수영구 수영로554번가길 22,2026-04-24,35.15374375,129.1147041
영빈관한정식,부산 중구 광복로97번길 17,2026-04-24,35.10014448,129.0348936
싸다마트,부산 해운대구 선수촌로207번가길 43,2026-04-24,35.20929905,129.123287
스낵,부산 금정구 중앙대로 2238,2026-04-24,35.28468668,129.0954801
죠스떡볶이 다대점,부산 사하구 다대로429번길 15,2026-04-24,35.06374122,128.9807359
브룩스,부산 부산진구 서전로10번길 28,2026-04-24,35.15674747,129.0598883
라이또PC방 명지점,부산광역시 강서구 명지오션시티12로 64,2026-04-24,35.0817024,128.9029883
장팔팔의원,부산 부산진구 범일로 146-1,2026-04-24,35.14309691,129.0595814
모아포차,부산 사하구 을숙도대로 741,2026-04-24,35.08564257,128.9857454
빅세일마트,부산 기장군 기장읍 차성로215번길 19,2026-04-24,35.23662543,129.2110406
이가네갈비탕,부산 수영구 광일로 19-12,2026-04-24,35.16175474,129.1118161
푸라닭 부산부평점,부산 중구 흑교로35번길 6,2026-04-24,35.10271551,129.0247581
위베이프 경성대부경대점,부산 남구 수영로 330,2026-04-24,35.13804804,129.1019968
원바디 필라테스,부산 해운대구 좌동순환로 74,2026-04-24,35.17288534,129.1674592
미남정약국,부산 동래구 아시아드대로 239-1,2026-04-24,35.20550501,129.0673851
별의별 포차,부산 금정구 부산대학로50번길 5,2026-04-24,35.23164192,129.0858899
공항가든,부산 강서구 유통단지1로65번길 3,2026-04-24,35.16666514,128.9539583
갈비가참맛있다,부산 기장군 정관읍 달산길 22,2026-04-24,35.31894645,129.1831563
명품오리불고기,부산 수영구 광일로29번길 26,2026-04-24,35.16122967,129.1102794
행복약국,부산 동구 중앙대로 365,2026-04-24,35.12853787,129.0480088
테슬라과탐학원,부산 남구 분포로 115,2026-04-24,35.1321898,129.1127248
아그니요가원,부산 영도구 대교로 11,2026-04-24,35.09304448,129.043608
준 리무진,부산 사하구 하신번영로 400,2026-04-24,35.11608208,128.9615083
울트라레어,부산 금정구 금정로 138,2026-04-24,35.23692684,129.0879401
꾼쿡스시앤요리,부산 해운대구 달맞이길62번길 38,2026-04-24,35.15850079,129.1711826
우리동네 BOXING GYM,부산 북구 백양대로 1053,2026-04-24,35.19945076,128.9965305
헬로커피 하이허니,부산 수영구 망미번영로85번길 10,2026-04-24,35.17508022,129.1106906
김숙희주단,부산 동구 범일로65번길 8,2026-04-24,35.13592461,129.058687
美헤어,부산 해운대구 재송2로 17,2026-04-24,35.19269779,129.1305093
뉴비네일,부산 동래구 석사북로 86,2026-04-24,35.20534531,129.0656229
소문난 도너츠,부산 중구 중구로33번길 41,2026-04-24,35.10091862,129.0256122
커피노래,부산 금정구 오시게로54번길 17,2026-04-24,35.22185937,129.0888072
만다린,부산 동구 중앙대로320번길 7-3,2026-04-24,35.1249123,129.0459816
피부로운,부산 강서구 명지국제2로 27,2026-04-24,35.0941549,128.9061493
씨유신평하신점,부산 사하구 하신번영로157번길 55,2026-04-24,35.09670933,128.9569484
바로그의원,부산 해운대구 해운대로 794,2026-04-24,35.16879433,129.1757407
(주)트렉스타화명직매장,부산 북구 금곡대로 217,2026-04-24,35.22805801,129.0117449
화정식당,부산 사상구 사상로285번길 10,2026-04-24,35.17046822,128.9820651
잔치상회,부산 남구 우암양달로75번길 21,2026-04-24,35.12633127,129.0746187
라디페 (Ladife),부산 해운대구 좌동순환로433번길 30,2026-04-24,35.1608372,129.1777699
효심닭,부산 사하구 감천로43번길 7,2026-04-24,35.09128814,128.9976568
네일 별,부산 북구 덕천로52번길 5,2026-04-24,35.20813072,129.0106571
AM컴퍼니,부산 기장군 기장읍 반송로 1633,2026-04-24,35.25120265,129.2166801
행거 (hanger),부산 중구 중구로34번길 20,2026-04-24,35.10094742,129.0299284
영양상회,부산 동래구 충렬대로459번길 73-5,2026-04-24,35.19789037,129.1099353
일월이십육일(1월26일)플라워,부산 강서구 명지오션시티4로 82,2026-04-24,35.08168819,128.9032386
홍제한의원,부산 북구 백양대로 1196,2026-04-24,35.20905322,129.0055748
우주정비,부산 사상구 학장로248번길 12,2026-04-24,35.14517108,128.9932259
브라더스,부산 사하구 낙동대로 488,2026-04-24,35.10819786,128.9674623
네일더예쁨,부산 동구 홍곡남로 16-1,2026-04-24,35.12512133,129.0390344
정타이,부산 수영구 연수로392번길 7,2026-04-24,35.16889288,129.1121811
임년네식당,부산 연제구 연동로8번길 22,2026-04-24,35.18884338,129.0925228
세명건어물,부산 중구 부평1길 48,2026-04-24,35.1015592,129.0260206
이조꼬리곰탕,부산 사하구 원양로 360-1,2026-04-24,35.08273508,129.0068186
크레페아인스,부산 중구 광복로 69,2026-04-24,35.09894378,129.0326311
수림원,부산 기장군 일광면 이천길 61,2026-04-24,35.26506045,129.2398159
목촌나주곰탕왕갈비탕,부산 영도구 남항로9번길 35,2026-04-24,35.09135344,129.0383948
후라이드참잘하는집 (하단당리점),부산 사하구 낙동대로 521,2026-04-24,35.11057625,128.9653313
하빈상회,부산 사상구 삼덕로99번길 23,2026-04-24,35.17411691,128.9875619
컴포즈커피 서동점,부산 금정구 서동로 167,2026-04-24,35.2147144,129.1048179
아지다펫,부산 북구 만덕대로78번길 22,2026-04-24,35.21125535,129.0133557
모닝밀,부산 해운대구 해운대로483번길 7,2026-04-24,35.16326634,129.1461417
제이유헤어,부산 강서구 명지국제8로 230,2026-04-24,35.09791752,128.9178871
금빛네일,부산 동래구 명륜로187번길 7,2026-04-24,35.21036864,129.082166
모다팩토리,부산 부산진구 서면로 56,2026-04-24,35.1556582,129.0581408
불스 떡볶이,부산 사하구 하신번영로173번길 8,2026-04-24,35.09821327,128.9596625
플랫파우더,부산 부산진구 전포대로246번길 14,2026-04-24,35.15847205,129.0663191
삼구족발,부산 남구 수영로219번길 26,2026-04-24,35.13629999,129.0905659
수야대공원짬뽕,부산 부산진구 성지곡로 27,2026-04-24,35.18487647,129.0478035
톡톡토털뷰티,부산 금정구 중앙대로 2094,2026-04-24,35.2711769,129.0929811
가위소리,부산 금정구 팔송로 42,2026-04-24,35.27219196,129.0879602
수랏간,부산 동구 중앙대로221번길 31,2026-04-24,35.11731109,129.0387759
예담,부산 금정구 금강로754번길 30,2026-04-24,35.27470035,129.0905697
