servList__estbDate,servList__faclInfId,servList__faclLat,servList__faclLng,servList__faclNm,servList__faclTyCd,servList__lcMnad,servList__salStaDivCd,servList__salStaNm,servList__wfcltDivCd,servList__wfcltId
20160415,20155830063,35.13569006,128.8711577,자이언엔텍,공장,부산광역시 강서구 가달1로 65,Y,영업,17,2644011200-1-16000014
20160714,20155830064,35.13483701,128.8702807,(주)세진이앤드티생곡동공장,공장,부산광역시 강서구 가달1로 77,Y,영업,17,2644011200-1-16000012
20150901,20155830065,35.13710504,128.877954,JK알에스티,공장,부산광역시 강서구 가달2로 24,Y,영업,17,2644011200-1-15990008
20220223,20155830293,35.01262237,128.8304924,다세대주택,다세대주택,부산광역시 강서구 가덕해안로 1180,Y,영업,17,2644012200-3-03480000
20180828,20155830294,35.01228367,128.8284733,유건아트빌,다세대주택,부산광역시 강서구 가덕해안로 1204,Y,영업,17,2644012200-3-03110000
20180306,20155830295,35.0431043,128.810032,휴게음식점·제과점,휴게음식점·제과점,부산광역시 강서구 가덕해안로 592,Y,영업,17,2644012100-1-15830007
20200427,20155830300,35.03823339,128.8129451,휴게음식점·제과점,휴게음식점·제과점,부산광역시 강서구 가덕해안로 655,Y,영업,17,2644012100-1-14800000
20210128,20155830301,35.03638627,128.8134441,남영아트펠리체B동,다세대주택,부산광역시 강서구 가덕해안로 673-14,Y,영업,17,2644012100-3-13960000
20210128,20155830530,35.03647463,128.813628,남영아트펠리체A동,다세대주택,부산광역시 강서구 가덕해안로 673-16,Y,영업,17,2644012100-3-13960001
20020424,20155830531,35.03662127,128.813085,천성동두문마을회관,노인복지시설,부산광역시 강서구 가덕해안로 673-22,Y,영업,17,2644012100-1-14290000
20080901,20155830532,35.02873294,128.8157006,"파출소, 지구대","파출소, 지구대",부산광역시 강서구 가덕해안로 781-3,Y,영업,17,2644012100-1-07960000
20170126,20155830536,35.02256123,128.8186995,그랜드하브,휴게음식점·제과점,부산광역시 강서구 가덕해안로 924,Y,영업,17,2644012100-1-03560001
20210317,20155830537,35.01198933,128.8334603,더마레(THE MARE)104,휴게음식점·제과점,부산광역시 강서구 가덕해안로1169번길 22,Y,영업,17,2644012200-1-01040000
20141021,20155830538,35.01621595,128.8346008,도피오빌라,다세대주택,부산광역시 강서구 가덕해안로1169번길 62-47,Y,영업,17,2644012200-3-00090003
20141021,20155830542,35.01611666,128.8348078,파도소리 빌라,다세대주택,부산광역시 강서구 가덕해안로1169번길 62-49,Y,영업,17,2644012200-3-00090005
20150703,20155830543,35.01476797,128.8339204,하늘과바다,다세대주택,부산광역시 강서구 가덕해안로1169번길 80,Y,영업,17,2644012200-3-00230005
20190803,20155830544,35.01163721,128.8274515,창원해양경찰서 출장소,"파출소, 지구대",부산광역시 강서구 가덕해안로1207번길 16,Y,영업,17,2644012200-1-02360000
20080717,20155831019,35.02881513,128.8164533,천성보건소,보건소,부산광역시 강서구 가덕해안로821번길 100,Y,영업,17,2644012100-1-07890000
20170615,20155830773,35.17170272,128.900726,월드전장,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 가락대로 1196,Y,영업,17,2644010800-1-07380034
20220502,20155830774,35.17249546,128.9010324,카페오플로우,일반음식점,부산광역시 강서구 가락대로 1206,Y,영업,17,2644010800-1-07470068
20230224,20155830775,35.17772932,128.9014727,몽썸애견운동장,일반음식점,부산광역시 강서구 가락대로 1262,Y,영업,17,2644010800-1-00630004
20130130,20155830779,35.17895829,128.9005878,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 가락대로 1275,Y,영업,17,2644010800-1-00730026
20180406,20155830780,35.17888898,128.9015523,그랑독,주차장,부산광역시 강서구 가락대로 1276,Y,영업,17,2644010800-1-00370004
20200921,20155830781,35.18926099,128.9039687,부산SW마이스터고등학교,고등학교,부산광역시 강서구 가락대로 1393,Y,영업,17,2644010800-1-00150000
20010523,20155831007,35.18926099,128.9039687,부산SW마이스터고등학교 기숙사A,기숙사,부산광역시 강서구 가락대로 1393,Y,영업,17,2644010800-1-00150000
20020101,20155831008,35.18926099,128.9039687,부산SW마이스터고등학교 기숙사B,기숙사,부산광역시 강서구 가락대로 1393,Y,영업,17,2644010800-1-00150000
20081031,20155831009,35.18966803,128.9038266,이상건축상사,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 가락대로 1401,Y,영업,17,2644010800-1-00070002
20061004,20155831013,35.19469052,128.9022335,가락농협,금융업소 등 일반업무시설,부산광역시 강서구 가락대로 1459,Y,영업,17,2644010500-1-07300000
20180921,20155831014,35.1064448,128.8416946,송정중학교,중학교,부산광역시 강서구 가락대로 230-72,Y,영업,17,2644010900-1-14370019
20140417,20155831015,35.12682635,128.853984,국민김밥,일반음식점,부산광역시 강서구 가락대로 523,Y,영업,17,2644011300-1-12070008
20140520,20155831020,35.12694138,128.854229,거가낚시,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 가락대로 525,Y,영업,17,2644011300-1-12070007
20180802,20155831021,35.13690686,128.8682793,부산국제물류도시(주)태극낚시,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 가락대로 695,Y,영업,17,2644011200-1-16310005
20080904,20155831250,35.15474347,128.8819761,렛츠런파크 부산경남 본관,대피소,부산광역시 강서구 가락대로 929 (범방동),Y,영업,17,2644011600-1-18330000
20120406,20155831251,35.17119135,128.9005445,부산수상안전체험장,초등학교,부산광역시 강서구 가락대로1182번길 9,Y,영업,17,2644010800-1-07381714
20220428,20155831252,35.19220217,128.899346,부원직물,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 가락대로1397번길 133-17,Y,영업,17,2644010800-1-05670009
20080121,20155831256,35.19250285,128.8992512,(주)대동테크원,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 가락대로1397번길 133-9,Y,영업,17,2644010800-1-05670008
20200711,20155831257,35.19357962,128.8958858,(주)동화스포츠B동,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 가락대로1397번길 195,Y,영업,17,2644010800-1-06130018
20200711,20155831258,35.19365644,128.8956935,(주)동화스포츠A동,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 가락대로1397번길 197,Y,영업,17,2644010800-1-06130005
20100430,20155831486,0,0,녹산동행정복지센터,지역자치센터,부산광역시 강서구 가락대로900번가길 32,Y,영업,17,2644011600-1-18430002
20151022,20155831487,35.1395144,128.8791508,(주)대봉기연,공장,부산광역시 강서구 가리새1로 9,Y,영업,17,2644011200-1-15810006
20160504,20155831488,35.14054654,128.8865495,하이즈항공부산사업소,공장,부산광역시 강서구 가리새2로 44,Y,영업,17,2644011600-1-19210008
20151209,20155831492,35.14210784,128.8858042,건웅테크,공장,부산광역시 강서구 가리새2로 58,Y,영업,17,2644011600-1-19210001
20170927,20155831493,35.13926748,128.8826502,(주)한일정공 국제산업물류도시 공장,공장,부산광역시 강서구 가리새2로13번길 26,Y,영업,17,2644011200-1-15840003
20201223,20155831494,35.14027267,128.8879776,에스엔시스,공장,부산광역시 강서구 가리새3로 51,Y,영업,17,2644011600-1-19210005
20190423,20155831498,35.14208464,128.8870854,한라아엠에스(주),공장,부산광역시 강서구 가리새3로 73,Y,영업,17,2644011600-1-19210003
20030110,20155831499,35.18279499,128.9562133,신소마을회관,노인복지시설,부산광역시 강서구 경전철로24번길 43-22,Y,영업,17,2644010200-1-18600024
20190719,20155831500,35.21326196,128.9867234,농업기술센터,국가 또는 지자체 청사,부산광역시 강서구 공항로 1285,Y,영업,17,2644010100-1-24260002
20050620,20155831729,35.21533199,128.9885858,베데스다원,이외 사회복지시설,부산광역시 강서구 공항로 1319,Y,영업,17,2644010100-1-03930020
20160118,20155831730,35.2151153,128.9839767,트윈스라이팅,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항로1309번길 95-5,Y,영업,17,2644010100-1-24000041
20131127,20155831731,35.21609845,128.9827851,강서고등학교,고등학교,부산광역시 강서구 공항로1309번길 96-7,Y,영업,17,2644010100-1-04210003
19980411,20155831735,35.14072108,128.94731,강변어린이집,대피소,부산광역시 강서구 공항로361번길 26 (대저2동),Y,영업,17,2644010200-1-19320001
20100610,20155831736,35.15437932,128.9378608,월포노인정,노인복지시설,부산광역시 강서구 공항로533번길 309-37,Y,영업,17,2644010200-1-42780007
20210324,20155831737,35.1720499,128.9552745,ABC주차장,주차장,부산광역시 강서구 공항로743번길 76,Y,영업,17,2644010200-1-26830000
20181119,20155819562,35.17497824,128.9585503,엠아이티지,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항로767번길 5-8,Y,영업,17,2644010200-1-25400016
20170824,20155819563,35.17659852,128.9563785,(주)이피코,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항로791번길 39,Y,영업,17,2644010200-1-24970002
20070530,20155819564,35.17629512,128.9554062,성창,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항로791번길 46,Y,영업,17,2644010200-1-24940000
20070716,20155819792,35.17564548,128.956214,덕두초등학교,초등학교,부산광역시 강서구 공항로791번길 68,Y,영업,17,2644010200-1-24890001
20150817,20155819793,35.17758668,128.956294,대저고등학교,고등학교,부산광역시 강서구 공항로811번가길 46,Y,영업,17,2644010200-1-20390000
20110328,20155819794,35.18019056,128.9574082,강서브라이트센터,대피소,부산광역시 강서구 공항로811번길 10,Y,영업,17,2644010200-1-23500000
20110328,20155819797,35.18019056,128.9574082,강서브라이트센터,체육관,부산광역시 강서구 공항로811번길 10,Y,영업,17,2644010200-1-19320001
20120626,20155819798,35.1807416,128.9546206,월드주차장,주차장,부산광역시 강서구 공항로811번길 64,Y,영업,17,2644010200-1-18510005
20120628,20155819799,35.17599953,128.9520944,(주)씨알상사,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항로811번나길 103,Y,영업,17,2644010200-1-24310002
19980903,20155819803,35.17917134,128.9559074,중앙경노당,노인복지시설,부산광역시 강서구 공항로811번다길 23-4,Y,영업,17,2644010200-1-20140036
20180102,20155819804,35.17825762,128.9553502,공항마을 리베르하임 주상복합,아파트,부산광역시 강서구 공항앞길13번길 53,Y,영업,17,2644010200-3-20330001
20150521,20155819805,35.17379903,128.9521502,회전종합상사,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항앞길163번길 90,Y,영업,17,2644010200-1-24180032
19980528,20155820033,35.17448191,128.9512352,상방마을회관,노인복지시설,부산광역시 강서구 공항앞길177번길 20,Y,영업,17,2644010200-1-24100008
20131119,20155820034,35.17392115,128.9533567,한국주차장,주차장,부산광역시 강서구 공항앞길221번길 56,Y,영업,17,2644010200-1-24400003
20160523,20155820035,35.17668374,128.9544943,새한천막사,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항앞길33번길 82-8,Y,영업,17,2644010200-1-24640005
20170310,20155820039,35.1764263,128.9546992,(주)김천베아링,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항앞길33번길 86,Y,영업,17,2644010200-1-24650001
20120622,20155820040,35.17332174,128.9553856,(주) 대영S&S2공장,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항앞길85번길 115-2,Y,영업,17,2644010200-1-24440002
20210517,20155820041,35.17690766,128.9526975,카페위드 렌터카,휴게음식점·제과점,부산광역시 강서구 공항앞길85번길 25,Y,영업,17,2644010200-1-20970000
20150630,20155820268,35.17600806,128.952644,(주)삼원켐,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항앞길85번길 42,Y,영업,17,2644010200-1-24310001
20150630,20155820269,35.17588138,128.9527094,(주)삼원캠,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항앞길85번길 44,Y,영업,17,2644010200-1-24310005
20111206,20155820270,35.17530662,128.9525519,KBC툴마트,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 공항앞길85번길 58,Y,영업,17,2644010200-1-24330001
20060920,20155820274,0,0,김해공항청사,국가 또는 지자체 청사,부산광역시 강서구 공항진입로 108,Y,영업,17,2644010200-1-30300000
20060920,20155820275,0,0,김해공항 국내선,대피소,부산광역시 강서구 공항진입로 108 (대저2동),Y,영업,17,2644010200-1-23500000
20010502,20155820276,0,0,김해공항 국제선,대피소,부산광역시 강서구 공항진입로 108 (대저2동),Y,영업,17,2644010300-1-01350001
20110413,20155820280,35.18120366,128.9543398,공항파출소,"파출소, 지구대",부산광역시 강서구 공항진입로 39,Y,영업,17,2644010200-1-18540002
20060915,20155820281,35.18133851,128.9575791,부산강서구정신건강복지센터,이외 사회복지시설,부산광역시 강서구 공항진입로 8,Y,영업,17,2644010200-1-18920002
20080912,20155820282,35.13911951,128.8150493,일반음식점,일반음식점,부산광역시 강서구 과학산단1로 172,Y,영업,17,2644011400-2-02070000
20170426,20155820509,35.14974715,128.8327016,가호프라자빌딩,의원·치과의원·한의원·조산소·산후조리원,부산광역시 강서구 과학산단2로10번길 18,Y,영업,17,2644011400-1-11980003
20150624,20155820510,35.14990071,128.8315166,주차장,주차장,부산광역시 강서구 과학산단2로10번길 31,Y,영업,17,2644011400-1-11970001
20150324,20155820511,35.14952211,128.8314331,지사광천수,목욕장,부산광역시 강서구 과학산단2로10번길 8,Y,영업,17,2644011400-1-11980011
20120511,20155820515,35.1527518,128.8172798,삼영엠티,공장,부산광역시 강서구 과학산단2로19번길 126,Y,영업,17,2644011400-1-11700001
20061212,20155820516,35.15087869,128.8133317,부산케이블앤엔지,공장,부산광역시 강서구 과학산단2로19번길 183,Y,영업,17,2644011400-1-11710000
20110310,20155820517,35.15012055,128.8297847,대동스프링,공장,부산광역시 강서구 과학산단2로19번길 9,Y,영업,17,2644011400-1-11790008
20180104,20155820743,35.1517695,128.8430868,A.B 동,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 과학산단2로20번길 100-2,Y,영업,17,2644011400-1-12970002
20150430,20155820744,35.15089023,128.8318683,명진파크뷰,아파트,부산광역시 강서구 과학산단2로20번길 11,Y,영업,17,2644011400-3-11820002
20150430,20155820745,35.15089023,128.8318683,명진파크뷰,아파트 부대복리시설,부산광역시 강서구 과학산단2로20번길 11,Y,영업,17,2644011400-3-11820002
20100511,20155820749,35.15089023,128.8318683,부산지사동우체국,우체국,부산광역시 강서구 과학산단2로20번길 11,Y,영업,17,2644011400-1-11820003
20060918,20155820750,35.15049187,128.8319833,썬더치킨 청년감자탕순대국,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 과학산단2로20번길 12,Y,영업,17,2644011400-1-11950002
20111007,20155820751,35.15041387,128.831009,다이소,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 과학산단2로20번길 2,Y,영업,17,2644011400-1-11960001
20180809,20155820755,35.15049373,128.8327007,행복메디컬 빌딩(우리가족연합의원),의원·치과의원·한의원·조산소·산후조리원,부산광역시 강서구 과학산단2로20번길 20,Y,영업,17,2644011400-1-11950005
20081205,20155820756,35.15102276,128.8357342,부산지사휴먼시아,아파트,부산광역시 강서구 과학산단2로20번길 35,Y,영업,17,2644011400-3-11830001
20130613,20155820985,35.15093108,128.8312888,지사문화회관,국가 또는 지자체 청사,부산광역시 강서구 과학산단2로20번길 5,Y,영업,17,2644011400-1-11800000
20150213,20155820986,35.15146601,128.8368966,녹산초등학교,초등학교,부산광역시 강서구 과학산단2로20번길 55,Y,영업,17,2644011400-1-11840002
20150213,20155820990,35.15146601,128.8368966,녹산초등학교유치원,유치원,부산광역시 강서구 과학산단2로20번길 55,Y,영업,17,2644011400-1-11840002
20110930,20155820991,35.15089465,128.838987,지사금강펜테리움,아파트,부산광역시 강서구 과학산단2로20번길 69,Y,영업,17,2644011400-3-11840001
20110930,20155820992,35.15089465,128.838987,지사금강펜테리움,아파트 부대복리시설,부산광역시 강서구 과학산단2로20번길 69,Y,영업,17,2644011400-3-11840001
20110930,20155821218,35.15089465,128.838987,지사금강펜테리움아파트,대피소,부산광역시 강서구 과학산단2로20번길 69 (지사동),Y,영업,17,2644011400-3-11840001
20120118,20155821219,35.15165289,128.8322337,종교집회장,종교집회장,부산광역시 강서구 과학산단2로20번길 7-13,Y,영업,17,2644011400-1-11810002
20150730,20155821220,35.15116877,128.8321616,지사파출소,"파출소, 지구대",부산광역시 강서구 과학산단2로20번길 7-20,Y,영업,17,2644011400-1-11820004
20140630,20155821224,35.15183605,128.8395862,지사 과학 삼정그린코아,아파트,부산광역시 강서구 과학산단2로20번길 91,Y,영업,17,2644011400-3-11850001
20140630,20155821225,35.15183605,128.8395862,지사 과학 삼정그린코아,아파트 부대복리시설,부산광역시 강서구 과학산단2로20번길 91,Y,영업,17,2644011400-3-11850001
20060413,20155821226,35.14979788,128.8295128,이원솔루텍,공장,부산광역시 강서구 과학산단2로3번길 6,Y,영업,17,2644011400-1-11790010
20070806,20155821230,35.14859337,128.8259449,이든텍(주),공장,부산광역시 강서구 과학산단로 405,Y,영업,17,2644011400-1-12010001
20071031,20155821231,35.15020211,128.8127389,(주)이엔케이,공장,부산광역시 강서구 과학산단로 502,Y,영업,17,2644011400-1-11720000
20060516,20155821232,35.1489165,128.8116089,(주) 매일정기,공장,부산광역시 강서구 과학산단로 529,Y,영업,17,2644011400-1-11730001
20111214,20155821459,35.14956406,128.836603,협성 · DS 엘리시안,아파트,부산광역시 강서구 과학산단로306번길 10,Y,영업,17,2644011400-3-11860000
20111214,20155821460,35.14956406,128.836603,협성 · DS 엘리시안,아파트 부대복리시설,부산광역시 강서구 과학산단로306번길 10,Y,영업,17,2644011400-3-11860000
20151124,20155821461,35.15219686,128.8353229,지사중학교,중학교,부산광역시 강서구 과학산단로306번길 33,Y,영업,17,2644011400-1-11830002
20150512,20155821465,35.1469278,128.8319706,대립,공장,부산광역시 강서구 과학산단로333번길 22,Y,영업,17,2644011400-1-12140002
20150316,20155821466,35.14537521,128.8318567,그린세움빌,다세대주택,부산광역시 강서구 과학산단로333번길 47,Y,영업,17,2644011400-3-04110001
20100512,20155821467,35.14597268,128.8312511,금문산업,공장,부산광역시 강서구 과학산단로333번길 50,Y,영업,17,2644011400-1-12140005
20080424,20155821691,35.14446614,128.8292225,성우하이텍 지사공장,공장,부산광역시 강서구 과학산단로333번길 70,Y,영업,17,2644011400-1-12130000
20140514,20155821692,35.14979832,128.8355835,기린유치원,유치원,부산광역시 강서구 과학산단로334번다길 59,Y,영업,17,2644011400-1-11890008
20080425,20155821693,35.14817659,128.8290787,동은밸브,공장,부산광역시 강서구 과학산단로369번길 9,Y,영업,17,2644011400-1-12020001
20110420,20155821697,35.1609332,128.9530516,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 금호순서길 121-11,Y,영업,17,2644010200-1-38600001
20210216,20155821698,35.1610949,128.9518205,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 금호순서길 130,Y,영업,17,2644010200-1-38500003
20130801,20155821699,35.16077507,128.9362191,TGmotor,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 금호순서길282번가길 194-19,Y,영업,17,2644010200-1-36410000
20100518,20155821703,35.16129696,128.9435989,순서마을경로당,노인복지시설,부산광역시 강서구 금호순서길282번나길 17,Y,영업,17,2644010200-1-37290004
20100408,20155821704,35.1595034,128.9530899,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 금호순서길89번가길 35,Y,영업,17,2644010200-1-38690002
20070529,20155821705,35.16035851,128.9545492,성화에프터,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 금호순서길89번길 32,Y,영업,17,2644010200-1-38780000
20180213,20155821931,35.11254502,128.9270605,TILEON,일반음식점,부산광역시 강서구 낙동남로 1046,Y,영업,17,2644010400-1-01990002
20140916,20155821932,35.11201315,128.9277393,확신교회,종교집회장,부산광역시 강서구 낙동남로 1050-12,Y,영업,17,2644010400-1-00290000
20060616,20155821933,35.1021316,128.8372303,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로 133,Y,영업,17,2644010900-1-11970002
20131015,20155821937,35.11141094,128.868742,일반음식점,일반음식점,부산광역시 강서구 낙동남로 446-1,Y,영업,17,2644011100-1-12150011
20131114,20155821938,35.11210702,128.8701154,어린이집,어린이집,부산광역시 강서구 낙동남로 458-2,Y,영업,17,2644011100-1-08460000
20110707,20155821939,35.11187098,128.8778558,토북베이커리 카페,휴게음식점·제과점,부산광역시 강서구 낙동남로 526-1,Y,영업,17,2644011000-1-05530003
19980411,20155822165,35.11814821,128.8878836,녹산중학교,중학교,부산광역시 강서구 낙동남로 659,Y,영업,17,2644011100-1-01240002
20101012,20155822166,35.12000666,128.8917493,영화종합상사,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로 695,Y,영업,17,2644011100-1-00690007
20211202,20155822167,35.11588567,128.9258231,대한주차장,주차장,부산광역시 강서구 낙동남로1013번길 62,Y,영업,17,2644010400-1-31780013
20100914,20155822171,35.1138291,128.9242268,이타일,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로1013번길 8,Y,영업,17,2644010400-1-31760043
20150724,20155822172,35.11116485,128.8711585,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로456번길 25-48,Y,영업,17,2644011100-1-07360008
20230411,20155822173,35.11103918,128.8705482,골프존파크,휴게음식점·제과점,부산광역시 강서구 낙동남로456번길 27,Y,영업,17,2644011100-1-07350000
20190425,20155822177,35.11288668,128.8769399,영인코리아주식회사,공장,부산광역시 강서구 낙동남로511번길 18,Y,영업,17,2644011100-1-13340001
20170816,20155822178,35.1129248,128.8774746,(주) 천일상사,공장,부산광역시 강서구 낙동남로511번길 26,Y,영업,17,2644011100-1-13340002
20161006,20155822179,35.11284132,128.8791917,태화주방그릇,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로511번길 38,Y,영업,17,2644011100-1-13360004
20160708,20155822406,35.11373352,128.8794815,오성엔텍주식회사,공장,부산광역시 강서구 낙동남로511번길 43,Y,영업,17,2644011100-1-13350005
20150406,20155822407,35.11709649,128.8800999,공장,공장,부산광역시 강서구 낙동남로533번길 55,Y,영업,17,2644011100-1-13380003
20151008,20155822408,35.1161856,128.8828315,창성공영,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로583번길 90,Y,영업,17,2644011100-1-05540014
20000907,20155822412,35.11273251,128.886288,녹산파출소,"파출소, 지구대",부산광역시 강서구 낙동남로604번길 2-17,Y,영업,17,2644011100-1-02620005
20140731,20155822413,35.11260656,128.889398,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로622번길 66,Y,영업,17,2644011100-1-01720033
20081021,20155822414,35.11635971,128.889692,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로644번길 13,Y,영업,17,2644011100-1-01690002
20130530,20155822640,35.11504095,128.8894744,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로644번길 30,Y,영업,17,2644011100-1-01740010
20150424,20155822641,35.11515015,128.8908628,톱기계제작,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로644번길 47,Y,영업,17,2644011100-1-01690017
20210930,20155822642,35.11426745,128.8916,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로644번길 67,Y,영업,17,2644011100-1-01940004
20160728,20155822646,35.11656226,128.8904914,아신이엔씨,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로666번길 20-5,Y,영업,17,2644011100-1-01590016
20161227,20155822647,35.11646803,128.8921002,요고요,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동남로666번길 45,Y,영업,17,2644011100-1-01080004
20080310,20155822648,35.11859537,128.891952,용장어요리,일반음식점,부산광역시 강서구 낙동남로682번길 94,Y,영업,17,2644011100-1-00970020
20080612,20155822652,35.11580311,128.9238895,을숙도노인요양원,노인복지시설,부산광역시 강서구 낙동남로991번길 54-1,Y,영업,17,2644010400-1-31750035
20051222,20155822653,35.21664413,128.9399904,금빛재활주간보호,노인복지시설,부산광역시 강서구 낙동북로 100,Y,영업,17,2644010300-1-00290355
20060421,20155822654,35.21221066,128.9540816,부산교통공사 대저차량사업소 종합관리동,대피소,부산광역시 강서구 낙동북로 236 (대저1동),Y,영업,17,2644010100-1-16190000
20170602,20155822881,35.21957823,128.9316493,수퍼마켓·일용품 등의 소매점,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동북로 24,Y,영업,17,2644010300-1-02510009
20211201,20155822882,35.22001806,128.932972,부경원예농협,"교육원(연수원등)·직업훈련소·학원(자동차학원, 무도학원 제외) 등",부산광역시 강서구 낙동북로 25 (대저1동),Y,영업,17,2644010100-1-23000000
20130104,20155822883,35.21940956,128.9343559,부산배드민턴센터,체육관,부산광역시 강서구 낙동북로 41,Y,영업,17,2644010300-1-02150008
20090105,20155822887,35.21220294,128.9805851,부산광역시 강서구청,국가 또는 지자체 청사,부산광역시 강서구 낙동북로 477,Y,영업,17,2644010100-1-23000000
20090105,20155822888,35.21220294,128.9805851,강서구청 주차장,대피소,"부산광역시 강서구 낙동북로 477 (대저1동, 청)",Y,영업,17,2644010100-1-07520001
20041223,20155822889,35.2162043,128.937671,강동보건지소,보건소,부산광역시 강서구 낙동북로102번길 76,Y,영업,17,2644010300-1-00600003
20111209,20155823117,35.21015835,128.9411993,(주)한국포재,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동북로138번길 138-1,Y,영업,17,2644010300-1-00350066
20130605,20155823118,35.22092422,128.933292,대사1구 행복센터,노인복지시설,부산광역시 강서구 낙동북로13번길 36-6,Y,영업,17,2644010300-1-06610381
20160421,20155823119,35.21627613,128.9468455,삼주유압,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동북로161번길 26,Y,영업,17,2644010100-1-10620045
20170728,20155823123,35.21648863,128.9467727,동서식품,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동북로161번길 32,Y,영업,17,2644010100-1-10620036
20140812,20155823124,35.21269778,128.945089,낙동북로162번길 49,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동북로162번길 49,Y,영업,17,2644010100-1-17580015
20140722,20155823125,35.21332398,128.9483853,신양상사,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동북로188번길 19,Y,영업,17,2644010100-1-16880004
20170919,20155823129,35.212262,128.946909,(주)대림타일,수퍼마켓·일용품 등의 소매점,부산광역시 강서구 낙동북로188번길 55,Y,영업,17,2644010100-1-18010000
20001106,20155823130,35.22041811,128.9385487,대사초등학교,초등학교,부산광역시 강서구 낙동북로73번길 29,Y,영업,17,2644010300-1-01010064
20131029,20155823131,35.16823312,128.8945679,한국도로공사 가락영업소,금융업소 등 일반업무시설,부산광역시 강서구 남해2지선고속도로 13,Y,영업,17,2644010800-1-09560017
20200916,20155823353,35.15728879,128.9487625,서부산 휴게시설,휴게소,부산광역시 강서구 남해2지선고속도로 19,Y,영업,17,2644010200-1-40320000
20200610,20155823354,35.09579075,128.8334939,한국로텍,공장,부산광역시 강서구 녹산산단153로 79,Y,영업,17,2644010900-1-15060014
20120503,20155823355,35.08981332,128.8362364,광명잉크제조(주)녹산공장,공장,부산광역시 강서구 녹산산단165로 6,Y,영업,17,2644010900-1-15340001
20101111,20155823359,0,0,(주)더몰론코리아,공장,부산광역시 강서구 녹산산단165로14번길 11-16,Y,영업,17,2644010900-1-15300002
20160930,20155823360,0,0,부산세관신항 청사,국가 또는 지자체 청사,부산광역시 강서구 녹산산단178로 37-15,Y,영업,17,2644010900-1-17030001
20091228,20155823361,35.10102946,128.8330553,삼공사,공장,부산광역시 강서구 녹산산단17로 135,Y,영업,17,2644010900-1-14640002
