servList__estbDate,servList__faclInfId,servList__faclLat,servList__faclLng,servList__faclNm,servList__faclTyCd,servList__lcMnad,servList__salStaDivCd,servList__salStaNm,servList__wfcltDivCd,servList__wfcltId
20170424,20155833611,35.1368161,129.0558393,성무 아이반 스타,아파트,부산광역시 동구 정공단로 47-1,Y,영업,17,2617010400-3-01540000
20170216,20155833612,35.13382895,129.0530422,린다 스마트 포레,아파트,부산광역시 동구 정공단로 8,Y,영업,17,2617010300-3-05480000
20140702,20155833616,35.13420244,129.0532891,오크빌1,다세대주택,부산광역시 동구 정공단로14,Y,영업,17,2617010300-3-05310004
20160714,20155833617,35.13462646,129.0528892,부산노회회관,"교육원(연수원등)·직업훈련소·학원(자동차학원, 무도학원 제외) 등",부산광역시 동구 정공단로17번길17,Y,영업,17,2617010300-1-07680001
20080605,20155833618,35.13604367,129.0539609,좌일경로당,경로당,부산광역시 동구 정공단로21번가길23,Y,영업,17,2617010300-1-07150002
20100513,20155833847,35.13735283,129.054703,데레사여자고등학교,고등학교,부산광역시 동구 정공단로47번길14,Y,영업,17,2617010400-1-13760000
20150626,20155833848,35.13966318,129.0625276,범일역 이즈팰리스,아파트,부산광역시 동구 조방로26번길 7,Y,영업,17,2617010400-3-08300197
20190528,20155833849,35.1392685,129.0614249,우신빌딩,금융업소 등 일반업무시설,부산광역시 동구 조방로27,Y,영업,17,2617010400-1-08300266
20060203,20155833853,35.14041677,129.0618163,다세대주택,금융업소 등 일반업무시설,부산광역시 동구 조방로38번길,Y,영업,17,2617010400-1-08300163
20140207,20155833854,35.14090406,129.0619945,주차장,주차장,부산광역시 동구 조방로42번길12-1,Y,영업,17,2617010400-1-08300151
20000313,20155833855,35.14049682,129.0602734,덕원빌딩,금융업소 등 일반업무시설,부산광역시 동구 조방로45,Y,영업,17,2617010400-1-08300025
20190905,20155833859,35.13871011,129.0603086,범일 우리에,금융업소 등 일반업무시설,부산광역시 동구 조방로49번길 23,Y,영업,17,2617010400-3-08300263
20030829,20155833860,35.1318757,129.0480892,노블시티,아파트,부산광역시 동구 좌천로57,Y,영업,17,2617010300-3-08220055
20121004,20155833861,0,0,골드캐슬,다세대주택,부산광역시 동구 좌천서로 12,Y,영업,17,2617010100-3-01700006
20050509,20155834089,0,0,흰돌빌라,아파트,부산광역시 동구 좌천서로12,Y,영업,17,2617010300-3-08490010
20111128,20155834090,35.1273194,129.0474009,댄바스타호텔,일반숙박시설,부산광역시 동구 중앙대로,Y,영업,17,2617010400-1-00620735
20040731,20155834091,35.1273194,129.0474009,범일동Q빌딩,금융업소 등 일반업무시설,부산광역시 동구 중앙대로,Y,영업,17,2617010400-1-00630004
20150907,20155834095,35.1273194,129.0474009,브라운도트호텔범일점,일반숙박시설,부산광역시 동구 중앙대로,Y,영업,17,2617010400-1-00620741
19980411,20155834096,35.1273194,129.0474009,좌천동 제일나라병원,병원·치과병원·한방병원·정신병원·요양병원,부산광역시 동구 중앙대로,Y,영업,17,2617010300-1-06070001
20020223,20155834097,35.11294121,129.0381712,태영 노블리안,금융업소 등 일반업무시설,부산광역시 동구 중앙대로 169,Y,영업,17,2617010100-3-12100006
20160329,20155834325,35.11258673,129.0388545,오름타워,금융업소 등 일반업무시설,부산광역시 동구 중앙대로 172,Y,영업,17,2617010100-3-12110005
20050618,20155834326,35.11329079,129.0383364,하이디라오훠궈 부산역점,일반음식점,부산광역시 동구 중앙대로 175,Y,영업,17,2617010100-1-12100005
20101228,20155834327,35.11822413,129.0418654,현대해상 부산사옥,금융업소 등 일반업무시설,부산광역시 동구 중앙대로 240,Y,영업,17,2617010100-1-11930005
20101228,20155834331,35.11861574,129.0420871,흥국생명보험(주) 부산사옥,금융업소 등 일반업무시설,부산광역시 동구 중앙대로 244,Y,영업,17,2617010100-1-11930001
20070806,20155834332,35.12734255,129.0464307,협성휴포레·부산진역 오션뷰,아파트,부산광역시 동구 중앙대로 357,Y,영업,17,2617010200-3-13520000
20131213,20155834333,0,0,센텀타워,연립주택,부산광역시 동구 중앙대로 459-7,Y,영업,17,2617010300-3-04760001
20150410,20155834337,35.13572877,129.0553285,에이스침대 부산 좌천점,도매시정·소매시장,부산광역시 동구 중앙대로 471-1,Y,영업,17,2617010300-1-04120001
20170531,20155834338,35.13673348,129.0561727,범일2차봄여름가을겨울,금융업소 등 일반업무시설,부산광역시 동구 중앙대로 487,Y,영업,17,2617010400-3-01410002
20080416,20155834339,0,0,죽림회관,도매시정·소매시장,부산광역시 동구 중앙대로 494,Y,영업,17,2617010400-3-01110006
20190827,20155834566,35.13799847,129.0560704,어반오션시티,아파트,부산광역시 동구 중앙대로 501-1,Y,영업,17,2617010400-3-01050001
20180914,20155834567,35.14128468,129.0560374,서면 베스티움 더 시티,아파트,부산광역시 동구 중앙대로 539,Y,영업,17,2617010400-3-00260008
20000229,20155834568,35.11372196,129.0378298,상해빌딩,휴게음식점·제과점,부산광역시 동구 중앙대로179번길,Y,영업,17,2617010100-1-05710000
19990909,20155834572,35.11372196,129.0378298,상해빌딩,수퍼마켓·일용품 등의 소매점,부산광역시 동구 중앙대로179번길,Y,영업,17,2617010100-1-05700002
20140214,20155834573,35.11354676,129.0371927,부산역 삼정그린코아 더시티,금융업소 등 일반업무시설,부산광역시 동구 중앙대로179번길 27,Y,영업,17,2617010100-3-05930000
20130829,20155834574,35.11353244,129.0380124,골드타워,일반숙박시설,부산광역시 동구 중앙대로179번길 9,Y,영업,17,2617010100-3-06110000
20050618,20155834803,0,0,초량동 주차타워,주차장,부산광역시 동구 중앙대로179번길7,Y,영업,17,2617010100-1-12100022
20160121,20155834804,35.11313696,129.0397338,이데아호텔,일반숙박시설,부산광역시 동구 중앙대로180번길,Y,영업,17,2617010100-1-12130009
20160121,20155834805,0,0,이데아호텔,일반숙박시설,부산광역시 동구 중앙대로180번길16-10,Y,영업,17,2617010100-1-12130009
19980908,20155834809,0,0,윤천빌딩,금융업소 등 일반업무시설,부산광역시 동구 중앙대로180번길16-12,Y,영업,17,2617010100-1-12130012
20011031,20155834810,0,0,네오빌,다세대주택,부산광역시 동구 중앙대로195번가길 24,Y,영업,17,2617010100-3-04490001
20020121,20155834811,35.11692525,129.0378255,동성아파트,아파트,부산광역시 동구 중앙대로195번가길 39,Y,영업,17,2617010100-3-04240003
20040128,20155834815,35.11551359,129.0379845,발리아쿠아랜드,목욕장,부산광역시 동구 중앙대로195번길 24,Y,영업,17,2617010100-1-05420000
20000211,20155834816,35.11447432,129.0402575,동구공영주차빌딩,주차장,부산광역시 동구 중앙대로196번길,Y,영업,17,2617010100-1-12040009
20030510,20155834817,35.11447432,129.0402575,부산뷰호텔 (구명칭 동양모텔),일반숙박시설,부산광역시 동구 중앙대로196번길,Y,영업,17,2617010100-1-12030006
20161209,20155835046,0,0,부산역 라마다앙코르 호텔,일반숙박시설,부산광역시 동구 중앙대로196번길 10,Y,영업,17,2617010100-3-12040001
20060605,20155835047,35.11413203,129.0407674,토요코인부산역Ⅰ,일반숙박시설,부산광역시 동구 중앙대로196번길12,Y,영업,17,2617010100-1-12030015
20150429,20155835048,35.11332664,129.0400079,sk렌터카,주차장,부산광역시 동구 중앙대로196번길12-14,Y,영업,17,2617010100-1-12040011
19980411,20155835052,35.1139274,129.0407124,부산장애인종합회관,장애인복지시설,부산광역시 동구 중앙대로196번길12-3,Y,영업,17,2617010100-1-12030002
20170613,20155835053,35.11653091,129.0396347,오피스텔 윤,다세대주택,부산광역시 동구 중앙대로209번길 10-11,Y,영업,17,2617010100-3-04740001
20151113,20155835054,35.11604432,129.0383848,신아에코시티,금융업소 등 일반업무시설,부산광역시 동구 중앙대로209번길25-7,Y,영업,17,2617010100-1-04510001
20160621,20155835282,35.11633375,129.0383859,브라운도트호텔,일반숙박시설,부산광역시 동구 중앙대로209번길27,Y,영업,17,2617010100-1-04440003
19980411,20155835283,35.11514669,129.0408348,부산역광장 유라시아 플랫폼,공연장,부산광역시 동구 중앙대로210,Y,영업,17,2617010100-1-12020000
20140402,20155835284,35.11656277,129.0420342,아스티부산,일반숙박시설,부산광역시 동구 중앙대로214번길7-8,Y,영업,17,2617010100-1-12010001
20011224,20155835288,0,0,코리아나모텔,일반숙박시설,부산광역시 동구 중앙대로221번길,Y,영업,17,2617010100-1-03860003
20190722,20155835289,35.11727715,129.0419207,하이렌터카,주차장,부산광역시 동구 중앙대로226번길7-5,Y,영업,17,2617010100-1-11970009
20161223,20155835290,35.11726724,129.0413378,BUSAN CHORYANG MCDRIVE,휴게음식점·제과점,부산광역시 동구 중앙대로228,Y,영업,17,2617010100-1-11980007
20090612,20155835294,0,0,하운드호텔,일반숙박시설,부산광역시 동구 중앙대로236번길9,Y,영업,17,2617010100-1-11950012
20080415,20155835295,0,0,참상쾌한치과병원,병원·치과병원·한방병원·정신병원·요양병원,부산광역시 동구 중앙대로241,Y,영업,17,2617010100-1-01730002
20020627,20155835296,0,0,초량플러스모텔,일반숙박시설,부산광역시 동구 중앙대로241번길,Y,영업,17,2617010100-1-01740002
20030908,20155835524,0,0,대한통운(주) 부산택배지점,금융업소 등 일반업무시설,부산광역시 동구 중앙대로248번길7-6,Y,영업,17,2617010100-1-11880001
20200113,20155835525,0,0,롯데렌터카,주차장,부산광역시 동구 중앙대로248번길7-7,Y,영업,17,2617010100-1-11890002
20160520,20155835526,0,0,부산가정성당,종교집회장,부산광역시 동구 중앙대로251번길8-7,Y,영업,17,2617010100-1-00490016
20090520,20155835530,0,0,초량동 대창빌딩,금융업소 등 일반업무시설,부산광역시 동구 중앙대로260번길6,Y,영업,17,2617010100-1-11890001
20230118,20155835531,35.12055215,129.0421636,국제오피스텔,금융업소 등 일반업무시설,부산광역시 동구 중앙대로263,Y,영업,17,2617010200-3-11470014
19980411,20155835532,35.12017122,129.042805,지하철 초량역,대피소,부산광역시 동구 중앙대로264,Y,영업,17,2617010100-1-11690011
20150807,20155835759,0,0,부산광역시 약사회회관,금융업소 등 일반업무시설,부산광역시 동구 중앙대로272,Y,영업,17,2617010100-1-11690002
20111114,20155835760,35.12111264,129.0438814,부산역 유림 줄리엣,아파트,부산광역시 동구 중앙대로274번길 7-3,Y,영업,17,2617010100-3-11650011
20111020,20155835761,35.1215042,129.0441001,부산역 유림 로미오,아파트,부산광역시 동구 중앙대로274번길 7-7,Y,영업,17,2617010100-3-11650001
20060510,20155835765,0,0,(주)아모레퍼시픽,금융업소 등 일반업무시설,부산광역시 동구 중앙대로276,Y,영업,17,2617010100-1-11640009
20071207,20155835766,0,0,인창병원,주차장,부산광역시 동구 중앙대로281,Y,영업,17,2617010100-1-11470002
20051005,20155835767,0,0,하이카프라자 수정점,휴게음식점·제과점,부산광역시 동구 중앙대로282,Y,영업,17,2617010100-1-11640003
20140123,20155835771,0,0,아람빌딩,금융업소 등 일반업무시설,부산광역시 동구 중앙대로286번길,Y,영업,17,2617010100-1-11620008
20030605,20155835772,0,0,염하용핵의학의원 - 구명칭 초량메디칼센터,금융업소 등 일반업무시설,부산광역시 동구 중앙대로286번길,Y,영업,17,2617010100-1-11620010
20030111,20155835773,0,0,센트럴베이 동원로얄듀크비스타,아파트,부산광역시 동구 중앙대로286번길 10,Y,영업,17,2617010100-3-11660001
20010926,20155836000,0,0,KCB 센트리움,아파트,부산광역시 동구 중앙대로286번길 7-4,Y,영업,17,2617010100-3-11610008
20151104,20155836001,35.12225139,129.04507,지원더뷰오션1차,아파트,부산광역시 동구 중앙대로286번길 7-8,Y,영업,17,2617010100-3-11610001
20200420,20155836002,0,0,(주)CITY HOTEL,일반숙박시설,부산광역시 동구 중앙대로294,Y,영업,17,2617010100-1-11630002
20031104,20155836006,35.12265255,129.04527,장원하이드파크,아파트,부산광역시 동구 중앙대로296번길 11,Y,영업,17,2617010100-3-11600011
20160222,20155836007,35.12302498,129.0454477,지원더뷰오션2차,아파트,부산광역시 동구 중앙대로296번길 7-10,Y,영업,17,2617010100-3-11600001
20030425,20155836008,0,0,초량동 주차빌딩,주차장,부산광역시 동구 중앙대로296번길6,Y,영업,17,2617010100-1-11620002
20150714,20155836235,35.12425657,129.0456206,남평 N-CITY,아파트,부산광역시 동구 중앙대로308번길 7-7,Y,영업,17,2617010100-3-11560004
19980411,20155836236,0,0,부산업무상질병판정위원회,지역자치센터,부산광역시 동구 중앙대로314,Y,영업,17,2617010200-1-11570005
20021127,20155836237,0,0,초량동반도보라스카이뷰,아파트,부산광역시 동구 중앙대로320번길 10,Y,영업,17,2617010100-3-11550000
20180822,20155836241,0,0,투썸플레이스 부산초량점,휴게음식점·제과점,부산광역시 동구 중앙대로325,Y,영업,17,2617010100-1-11430016
20090805,20155836242,0,0,부산메리츠타워,금융업소 등 일반업무시설,부산광역시 동구 중앙대로331,Y,영업,17,2617010100-1-11430001
20201124,20155836243,35.12551666,129.0462566,주차장,주차장,부산광역시 동구 중앙대로332번길,Y,영업,17,2617010100-1-11500001
20130711,20155836247,0,0,그린펄트레이딩,금융업소 등 일반업무시설,부산광역시 동구 중앙대로332번길7-3,Y,영업,17,2617010100-1-11510005
20160609,20155836248,35.12652879,129.0454014,청십자신협 빌딩,금융업소 등 일반업무시설,부산광역시 동구 중앙대로349번길 32,Y,영업,17,2617010200-1-00950000
20030711,20155836249,35.12727691,129.0478251,금강 신일빌딩,금융업소 등 일반업무시설,부산광역시 동구 중앙대로358,Y,영업,17,2617010200-1-00790851
20040429,20155836477,35.12748619,129.0480468,협성빌딩,금융업소 등 일반업무시설,부산광역시 동구 중앙대로360,Y,영업,17,2617010200-1-00790788
20020425,20155836478,35.12779902,129.0483758,청십자병원,병원·치과병원·한방병원·정신병원·요양병원,부산광역시 동구 중앙대로364,Y,영업,17,2617010200-1-00790708
20111004,20155836479,35.12853787,129.0480088,부산일보,금융업소 등 일반업무시설,부산광역시 동구 중앙대로365,Y,영업,17,2617010200-1-00010010
19980411,20155836483,35.1297333,129.0489821,부산동부경찰서,국가 또는 지자체 청사,부산광역시 동구 중앙대로387,Y,영업,17,2617010200-1-00010004
20150701,20155836484,35.1303418,129.0494385,오름CASTLE,아파트,부산광역시 동구 중앙대로389번길 10,Y,영업,17,2617010200-3-00010074
20160920,20155836485,35.13052223,129.0496988,오름캐슬2차아파트,아파트,부산광역시 동구 중앙대로399번길 15,Y,영업,17,2617010200-3-00010026
20180802,20155836712,35.13073613,129.0513246,희망드림종합센터,이외 사회복지시설,부산광역시 동구 중앙대로404,Y,영업,17,2617010300-1-00680836
20120504,20155836713,0,0,좌천동 주차타워,주차장,부산광역시 동구 중앙대로407-8,Y,영업,17,2617010300-1-06550003
19980411,20155836714,35.13430247,129.0543098,지하철 좌천역,대피소,부산광역시 동구 중앙대로446,Y,영업,17,2617010300-1-04060000
19980411,20155836718,35.13558933,129.0552715,좌천동우체국,우체국,부산광역시 동구 중앙대로471,Y,영업,17,2617010300-1-04110001
20130530,20155836719,35.13637453,129.0567524,한양프라자좌천점,수퍼마켓·일용품 등의 소매점,부산광역시 동구 중앙대로486,Y,영업,17,2617010400-1-02150003
20120829,20155836720,35.1372025,129.0559889,좌천파출소,"파출소, 지구대",부산광역시 동구 중앙대로491-4,Y,영업,17,2617010400-1-01200003
20111011,20155836724,0,0,코드코 빌딩,금융업소 등 일반업무시설,부산광역시 동구 중앙대로502,Y,영업,17,2617010400-1-01100008
20140729,20155836725,0,0,비건엘이디움,도매시정·소매시장,부산광역시 동구 중앙대로526,Y,영업,17,2617010400-1-00620737
20060710,20155836726,35.14063481,129.0562256,행복한이비인후과,의원·치과의원·한의원·조산소·산후조리원,부산광역시 동구 중앙대로531,Y,영업,17,2617010400-1-00630002
20210224,20155836954,0,0,보림주차장,주차장,부산광역시 동구 중앙대로533번길3,Y,영업,17,2617010400-1-00610000
20170314,20155836955,0,0,위드렌터카,주차장,부산광역시 동구 중앙대로536,Y,영업,17,2617010400-1-00620732
20021004,20155836956,35.13765726,129.0542075,성지 하나로,연립주택,부산광역시 동구 증산로 128,Y,영업,17,2617010400-3-13860002
20020401,20155836960,0,0,주원쉐르빌,아파트,부산광역시 동구 증산로 57,Y,영업,17,2617010300-3-08080076
20110707,20155836961,0,0,시즌7,다세대주택,부산광역시 동구 증산로 61,Y,영업,17,2617010300-3-08080027
20140212,20155836962,35.13563775,129.0529478,부산포개항문화관,주차장,부산광역시 동구 증산로100,Y,영업,17,2617010300-1-07220000
20111103,20155837189,0,0,금성고등학교,고등학교,부산광역시 동구 증산로82,Y,영업,17,2617010300-1-07470002
19980411,20155837190,0,0,범일초등학교 지하 공영주차장,주차장,부산광역시 동구 증산서로,Y,영업,17,2617010400-1-14110003
20000729,20155837191,35.13239944,129.0461171,진성로 13,휴게음식점·제과점,부산광역시 동구 진성로,Y,영업,17,2617010200-1-02170003
20010423,20155837195,35.13239944,129.0461171,진성로 14 건,병원·치과병원·한방병원·정신병원·요양병원,부산광역시 동구 진성로,Y,영업,17,2617010200-1-02210003
20060118,20155837196,35.1297391,129.0478987,양인아트빌,다세대주택,부산광역시 동구 진성로11번길 6,Y,영업,17,2617010200-3-11830001
20130827,20155837197,35.1297391,129.0478987,골드빌리지,연립주택,부산광역시 동구 진성로11번길6,Y,영업,17,2617010200-3-02150013
19980411,20155837201,35.12991943,129.0470611,수정치안센터,"파출소, 지구대",부산광역시 동구 진성로21번길13-3,Y,영업,17,2617010200-1-02480001
20140827,20155837202,35.13052715,129.0474734,일륜빌딩,도매시정·소매시장,부산광역시 동구 진성로22,Y,영업,17,2617010200-1-02310012
20090512,20155837203,35.13043081,129.0467321,부산진세무서,국가 또는 지자체 청사,부산광역시 동구 진성로23,Y,영업,17,2617010200-1-02470007
19991112,20155837427,0,0,수정초등학교,초등학교,부산광역시 동구 진성로29,Y,영업,17,2617010200-1-04640002
20021108,20155837428,35.12952358,129.0484291,브라운도트호텔 부산진역,일반숙박시설,부산광역시 동구 진성로7,Y,영업,17,2617010200-1-00010091
20151013,20155837429,35.13262137,129.0450354,수정 하늘꽃,아파트,부산광역시 동구 진성로71번길 28,Y,영업,17,2617010200-3-04630057
20120308,20155837433,35.13382788,129.0442488,희망마을 수직농장,지역자치센터,부산광역시 동구 진성로75번길,Y,영업,17,2617010200-1-05250007
20090220,20155837434,0,0,하늘빛교회,종교집회장,부산광역시 동구 진성로83,Y,영업,17,2617010200-1-04310003
20180719,20155837435,0,0,제이수정,금융업소 등 일반업무시설,부산광역시 동구 진성로97,Y,영업,17,2617010200-1-04270040
20070411,20155837663,35.12949295,129.048226,의정부부대찌개,일반음식점,부산광역시 동구 진성로9번길5,Y,영업,17,2617010200-1-00010019
20060707,20155837664,35.13710412,129.0579088,광성빌딩,도매시정·소매시장,부산광역시 동구 진시장로,Y,영업,17,2617010400-1-06440022
20060222,20155837665,35.13737453,129.0577197,락영빌딩,도매시정·소매시장,부산광역시 동구 진시장로9,Y,영업,17,2617010400-1-06460002
20050113,20155837669,0,0,초량2동새마을경로당,경로당,부산광역시 동구 초량남로,Y,영업,17,2617010100-1-08300002
20030414,20155837670,35.11955095,129.0343745,성보리치빌,다세대주택,부산광역시 동구 초량남로 16,Y,영업,17,2617010100-3-08240152
20180114,20155837671,0,0,동구노인복지관 분관 경로식당,노인복지시설,부산광역시 동구 초량남로11-1,Y,영업,17,2617010100-1-09060057
20160216,20155837675,0,0,동구노인복지관 분관,노인복지시설,부산광역시 동구 초량남로12,Y,영업,17,2617010100-1-08200020
20011121,20155837676,35.11986733,129.0316957,체어빌골드,다세대주택,부산광역시 동구 초량로108번길 3-6,Y,영업,17,2617010100-3-08270268
20151005,20155837677,35.11708893,129.0393289,루이스모텔,일반숙박시설,부산광역시 동구 초량로13번길,Y,영업,17,2617010100-1-05090000
20011129,20155837901,35.11708893,129.0393289,일반숙박시설,일반숙박시설,부산광역시 동구 초량로13번길,Y,영업,17,2617010100-1-03230001
20151229,20155837902,35.11700589,129.0390262,탑팰리스,아파트,부산광역시 동구 초량로13번길 48-12,Y,영업,17,2617010100-3-04040001
20100309,20155837903,35.11680564,129.039514,탑마트초량점,도매시정·소매시장,부산광역시 동구 초량로13번길 53,Y,영업,17,2617010100-1-03930001
19980411,20155837907,0,0,이진한우참숯,일반음식점,부산광역시 동구 초량로13번길37,Y,영업,17,2617010100-1-03200001
20141021,20155837908,0,0,부산중학교,중학교,부산광역시 동구 초량로40번길,Y,영업,17,2617010100-1-07730002
20010109,20155837909,35.12090927,129.0373736,하이츠빌리지,아파트,부산광역시 동구 초량로40번길 14-3,Y,영업,17,2617010100-3-08070010
20010928,20155838135,35.12146725,129.0366296,부산고등학교,고등학교,부산광역시 동구 초량로40번길23,Y,영업,17,2617010100-1-08060177
20021230,20155838136,0,0,하이츠빌리지,아파트,부산광역시 동구 초량로45번길 17,Y,영업,17,2617010100-3-09390000
20050318,20155838137,35.12190687,129.0345953,초량4동선화경로당,노인복지시설,부산광역시 동구 초량로80번길,Y,영업,17,2617010100-1-08270153
20071030,20155838141,35.12064945,129.0334526,부산컴퓨터과학고등학교,고등학교,부산광역시 동구 초량로80번길5,Y,영업,17,2617010100-1-08270006
19980411,20155838142,35.1198173,129.0388423,봉생지역사회관,"파출소, 지구대",부산광역시 동구 초량상로,Y,영업,17,2617010100-1-09700020
20190108,20155838143,35.1198173,129.0388423,봉생지역사회관,전시장,부산광역시 동구 초량상로,Y,영업,17,2617010100-1-00310003
20020209,20155838147,35.12235896,129.0399509,한성아트빌,아파트,부산광역시 동구 초량상로 121,Y,영업,17,2617010100-3-01000011
20100204,20155838148,35.12414641,129.0426317,수림하이츠,다세대주택,부산광역시 동구 초량상로 155,Y,영업,17,2617010200-3-04350008
20020128,20155838149,35.11458949,129.0362395,한사랑 빌라트,금융업소 등 일반업무시설,부산광역시 동구 초량상로 28,Y,영업,17,2617010100-3-10560056
20041123,20155838375,35.1148735,129.036531,예그린 아파트,아파트,부산광역시 동구 초량상로 34,Y,영업,17,2617010100-3-10560036
20120419,20155838376,35.11539005,129.0367889,한울시너스아파트,아파트,부산광역시 동구 초량상로 38,Y,영업,17,2617010100-3-10530022
20000412,20155838377,35.11630051,129.0371209,황금빌,아파트,부산광역시 동구 초량상로 50-2,Y,영업,17,2617010100-3-06680003
20130913,20155838381,0,0,초량동 280-9 제1종근린생활시설 (강종석),수퍼마켓·일용품 등의 소매점,부산광역시 동구 초량상로 91,Y,영업,17,2617010100-1-02800009
20170111,20155838382,35.11968191,129.0390854,위트라움,다세대주택,부산광역시 동구 초량상로 92-1,Y,영업,17,2617010100-3-02830001
20091228,20155838610,35.12511992,129.0433599,수정빌,다세대주택,부산광역시 동구 초량상로157번길,Y,영업,17,2617010200-1-03540003
20091218,20155838383,35.12511992,129.0433599,금오빌,다세대주택,부산광역시 동구 초량상로157번길,Y,영업,17,2617010200-1-03540005
20200317,20155838611,35.124272,129.0430453,렉슬해밀턴,금융업소 등 일반업무시설,부산광역시 동구 초량상로157번길 8,Y,영업,17,2617010200-3-03580015
19980411,20155838612,0,0,동일오피스텔,다세대주택,부산광역시 동구 초량상로32,Y,영업,17,2617010100-1-10560048
20140711,20155838616,0,0,부산가정교회,"교육원(연수원등)·직업훈련소·학원(자동차학원, 무도학원 제외) 등",부산광역시 동구 초량상로44,Y,영업,17,2617010100-1-10530043
19980411,20155838617,35.11571241,129.0363325,초량초등학교,초등학교,부산광역시 동구 초량상로49,Y,영업,17,2617010100-1-09940013
20070803,20155838618,0,0,구봉빌리지,아파트,부산광역시 동구 초량상로65번길 29,Y,영업,17,2617010100-3-09200004
20170602,20155838622,35.11792335,129.0376397,골드캐슬뷰,연립주택,부산광역시 동구 초량상로67,Y,영업,17,2617010100-3-02960039
20130913,20155838623,0,0,초량동 208-2 제1종근린생활시설 (강종석),의원·치과의원·한의원·조산소·산후조리원,부산광역시 동구 초량상로91-1,Y,영업,17,2617010100-1-02800002
20130412,20155838624,0,0,범양레우스 센트럴베이,아파트,부산광역시 동구 초량중로 114,Y,영업,17,2617010100-3-12260000
20050712,20155838851,35.11333775,129.0366263,애뜰안,아파트,부산광역시 동구 초량중로 14,Y,영업,17,2617010100-3-05980018
20051011,20155838852,35.11385714,129.0365216,청명골드타워,아파트,부산광역시 동구 초량중로 19,Y,영업,17,2617010100-3-10570001
20020906,20155838853,0,0,성림빌리지,아파트,부산광역시 동구 초량중로 24,Y,영업,17,2617010100-3-05910003
20151217,20155838857,35.11445747,129.0367327,오션스타,아파트,부산광역시 동구 초량중로 25,Y,영업,17,2617010100-3-10560010
20191114,20155838858,0,0,스타타워,금융업소 등 일반업무시설,부산광역시 동구 초량중로 26-1,Y,영업,17,2617010100-3-05900012
20030917,20155838859,35.11444556,129.037275,썬리치,아파트,부산광역시 동구 초량중로 28,Y,영업,17,2617010100-3-05880017
20020909,20155839085,35.1145955,129.0372438,썬라이즈,아파트,부산광역시 동구 초량중로 30,Y,영업,17,2617010100-3-05880010
20111102,20155839086,35.11563785,129.0374334,온누리아파트,아파트,부산광역시 동구 초량중로 39-1,Y,영업,17,2617010100-3-10510022
20151110,20155839087,35.1157313,129.0377925,한영리더스복합건물,아파트,부산광역시 동구 초량중로 42,Y,영업,17,2617010100-3-05300001
20150703,20155839091,35.11602276,129.0376409,삼오어네스터,아파트,부산광역시 동구 초량중로 43-1,Y,영업,17,2617010200-3-10090028
20020222,20155839092,35.11634177,129.0378181,늘푸른포스트빌,아파트,부산광역시 동구 초량중로 49,Y,영업,17,2617010100-3-10430008
20010323,20155839093,35.11694732,129.0384313,배룡그린빌라,아파트,부산광역시 동구 초량중로 58,Y,영업,17,2617010100-3-04320000
20171219,20155839097,35.11719677,129.0382219,대영 아르피나,아파트,부산광역시 동구 초량중로 59,Y,영업,17,2617010100-3-04220002
20041215,20155839098,0,0,하늘sky마루,다세대주택,부산광역시 동구 초량중로115번길 4-9,Y,영업,17,2617010200-3-09850015
20161115,20155839099,35.12172436,129.0401164,청명프렌즈,아파트,부산광역시 동구 초량중로115번길 5-11,Y,영업,17,2617010100-3-01040016
20121108,20155839326,35.12194906,129.0403981,메트로폴리스2,아파트,부산광역시 동구 초량중로115번길 5-2,Y,영업,17,2617010100-3-06150001
20121224,20155839327,35.12181808,129.0403305,메트로폴리스,다세대주택,부산광역시 동구 초량중로115번길 5-6,Y,영업,17,2617010200-3-03650005
20121227,20155839328,0,0,하늘sky마루,아파트,부산광역시 동구 초량중로115번길4-9,Y,영업,17,2617010100-3-00900012
20130726,20155839332,35.12194906,129.0403981,메트로폴리스2,아파트,부산광역시 동구 초량중로115번길5-2,Y,영업,17,2617010100-3-01030007
20130726,20155839333,35.12181808,129.0403305,아파트,아파트,부산광역시 동구 초량중로115번길5-6,Y,영업,17,2617010100-3-01030009
20091218,20155839334,0,0,예그린하우스,아파트,부산광역시 동구 초량중로115번길5-9,Y,영업,17,2617010100-1-01040014
20080902,20155839562,35.12387731,129.042595,경남여자중학교,중학교,부산광역시 동구 초량중로142,Y,영업,17,2617010200-1-03630004
20020730,20155839563,35.11388636,129.0360324,위드빌,아파트,부산광역시 동구 초량중로17번길 13,Y,영업,17,2617010100-3-10570057
20030825,20155839564,35.11451715,129.0364039,배룡비치텔,아파트,부산광역시 동구 초량중로21번길 12-4,Y,영업,17,2617010100-3-10560071
20011207,20155839568,35.11415894,129.0362645,배룡하나빌,아파트,부산광역시 동구 초량중로21번길 9,Y,영업,17,2617010100-3-10570034
20000418,20155839569,35.11524081,129.0368104,지성하이츠빌,아파트,부산광역시 동구 초량중로33번길 10,Y,영업,17,2617010100-3-10530015
20091218,20155839570,0,0,차이나타운공영노외주차장,주차장,부산광역시 동구 초량중로36,Y,영업,17,2617010100-1-05460000
20071015,20155839574,0,0,차이나타운공영노외주차장 제1동,주차장,부산광역시 동구 초량중로38,Y,영업,17,2617010100-1-05460000
