철도운영기관,노선명,역명,출구번호,출구별주요시설명
부산교통공사,2호선,수영,14,수영구보건소
부산교통공사,2호선,수영,14,BHS한서병원
부산교통공사,2호선,수영,15,수영교차로
부산교통공사,2호선,수영,17,광안리해수욕장
부산교통공사,2호선,광안,1,수영교차로방면
부산교통공사,2호선,광안,2,광안1동 행정복지센터
부산교통공사,2호선,광안,2,광안성당
부산교통공사,2호선,광안,2,광안시장
부산교통공사,2호선,광안,2,수영구보건소
부산교통공사,2호선,광안,2,BHS한서병원
부산교통공사,2호선,광안,3,광안리해수욕장
부산교통공사,2호선,광안,3,광안초등학교
부산교통공사,2호선,광안,4,부산수영중학교
부산교통공사,2호선,광안,4,호암그린공원
부산교통공사,2호선,광안,4,광안시장
부산교통공사,2호선,광안,4,세존사
부산교통공사,2호선,광안,5,광안2동 행정복지센터
부산교통공사,2호선,광안,5,광안리해수욕장
부산교통공사,2호선,광안,6,세존사
부산교통공사,2호선,광안,6,광안4동 행정복지센터
부산교통공사,2호선,광안,6,부산수영중학교
부산교통공사,2호선,광안,6,광안자모병원
부산교통공사,2호선,금련산,1,광안리해수욕장
부산교통공사,2호선,금련산,2,수영구국민체육센터
부산교통공사,2호선,금련산,2,수영구평생학습관
부산교통공사,2호선,금련산,2,아시아영화학교
부산교통공사,2호선,금련산,3,남천새마을금고 제1지점
부산교통공사,2호선,금련산,3,광안리해수욕장
부산교통공사,2호선,금련산,3,세흥시장
부산교통공사,2호선,금련산,4,금련산청소년수련원
부산교통공사,2호선,금련산,5,국민건강보험공단(남부지사)
부산교통공사,2호선,금련산,5,남부산우체국
부산교통공사,2호선,금련산,5,남천1치안센터
부산교통공사,2호선,금련산,5,수영구청
부산교통공사,2호선,금련산,6,남부산우체국 물류센터
부산교통공사,2호선,금련산,6,황령산봉수대
부산교통공사,2호선,금련산,6,KBS 부산방송총국
부산교통공사,2호선,남천(KBS.수영구청),1,남부산등기소
부산교통공사,2호선,남천(KBS.수영구청),1,남천1동 행정복지센터
부산교통공사,2호선,남천(KBS.수영구청),1,수영구청
부산교통공사,2호선,남천(KBS.수영구청),1,수영세무서
부산교통공사,2호선,남천(KBS.수영구청),2,남천초등학교
부산교통공사,2호선,남천(KBS.수영구청),2,부산동여자고등학교
부산교통공사,2호선,남천(KBS.수영구청),2,수영구도서관
부산교통공사,2호선,중동,5,해운대성심요양병원
부산교통공사,2호선,중동,5,나눔과행복병원(해운대)
부산교통공사,2호선,중동,5,마포방면
부산교통공사,2호선,중동,7,달맞이길
부산교통공사,2호선,중동,7,해운대푸른바다어린이병원
부산교통공사,2호선,중동,8,신도 초/중/고등학교
부산교통공사,2호선,중동,8,장산/대천공원
부산교통공사,2호선,중동,8,신해운대역방면
부산교통공사,2호선,중동,10,해운대세무서본관
부산교통공사,2호선,중동,10,좌3동 행정복지센터
부산교통공사,2호선,중동,12,라마다앙코른 주차장
부산교통공사,2호선,해운대,1,우1동우체국
부산교통공사,2호선,해운대,1,적십자 해운대 헌혈의 집
부산교통공사,2호선,해운대,1,국민은행해운대지점 
부산교통공사,2호선,해운대,1,해운대구청
부산교통공사,2호선,해운대,1,에코연합치과
부산교통공사,2호선,해운대,2,해운대역사시민공원
부산교통공사,2호선,해운대,2,해운대 시외버스정류소 
부산교통공사,2호선,해운대,3,해운대시장
부산교통공사,2호선,센텀시티(BEXCO.신세계),12,수영강
부산교통공사,2호선,센텀시티(BEXCO.신세계),12,신세계센텀시티
부산교통공사,2호선,센텀시티(BEXCO.신세계),12,APEC 나루공원
부산교통공사,2호선,센텀시티(BEXCO.신세계),12,CGV센텀시티
부산교통공사,2호선,센텀시티(BEXCO.신세계),13,수영강방면
부산교통공사,2호선,센텀시티(BEXCO.신세계),13,민락동방면
부산교통공사,2호선,센텀시티(BEXCO.신세계),13,롯데갤러리움센텀
부산교통공사,2호선,센텀시티(BEXCO.신세계),12,신세계센텀시티아이스링크
부산교통공사,2호선,센텀시티(BEXCO.신세계),12,영화의 전당
부산교통공사,2호선,민락,1,민락수변공원
부산교통공사,2호선,민락,1,백산방면
부산교통공사,2호선,민락,2,수영강
부산교통공사,2호선,민락,2,APEC 나루공원
부산교통공사,2호선,민락,2,현대아파트
부산교통공사,2호선,민락,3,수영교차로
부산교통공사,2호선,민락,3,민락2치안센터
부산교통공사,2호선,민락,3,센텀비스타동원1차/2차 아파트
부산교통공사,2호선,민락,4,언론중재위원회
부산교통공사,2호선,민락,4,한국방송광고공사
부산교통공사,2호선,민락,4,부산은행 수영민락역지점
부산교통공사,2호선,수영,1,수영동 행정복지센터
부산교통공사,2호선,수영,1,수영망미2파출소
부산교통공사,2호선,수영,1,수영팔도시장
부산교통공사,2호선,수영,1,부산은행 수영지점
부산교통공사,2호선,수영,2,망미동
부산교통공사,2호선,수영,2,수영사적공원
부산교통공사,2호선,수영,2,수영팔도 시장
부산교통공사,2호선,장산(해운대백병원),1,신곡초등/중학교
부산교통공사,2호선,장산(해운대백병원),1,좌2동행정복지센터
부산교통공사,2호선,장산(해운대백병원),2,금정구예비군훈련장
부산교통공사,2호선,장산(해운대백병원),2,부산도시가스본사
부산교통공사,2호선,장산(해운대백병원),2,부흥초/중/고등학교
부산교통공사,2호선,장산(해운대백병원),2,해운대백병원
부산교통공사,2호선,장산(해운대백병원),3,부산은행 장산지점
부산교통공사,2호선,장산(해운대백병원),3,청사포방면
부산교통공사,2호선,장산(해운대백병원),4,좌동초등학교
부산교통공사,2호선,장산(해운대백병원),4,해운대교육청
부산교통공사,2호선,장산(해운대백병원),4,상당초등학교/중학교
부산교통공사,2호선,장산(해운대백병원),6,장산역 1번 공영주차장
부산교통공사,2호선,장산(해운대백병원),7,달맞이길
부산교통공사,2호선,장산(해운대백병원),8,장산역 1번 공영주차장
부산교통공사,2호선,장산(해운대백병원),9,달맞이길
부산교통공사,2호선,장산(해운대백병원),9,롯데시네마
부산교통공사,2호선,장산(해운대백병원),10,장산/대천공원
부산교통공사,2호선,장산(해운대백병원),11,동백초등/중학교
부산교통공사,2호선,장산(해운대백병원),11,청사포
부산교통공사,2호선,장산(해운대백병원),11,해송초등학교
부산교통공사,2호선,장산(해운대백병원),11,해운대구보건소
부산교통공사,2호선,장산(해운대백병원),11,흥국자동차운전전문학원
부산교통공사,2호선,장산(해운대백병원),11,달맞이길
부산교통공사,2호선,장산(해운대백병원),11,소명교회
부산교통공사,2호선,장산(해운대백병원),12,삼성전자서비스해운대센터
부산교통공사,2호선,장산(해운대백병원),12,좌동1 행정복지센터
부산교통공사,2호선,장산(해운대백병원),12,해운대도서관
부산교통공사,2호선,장산(해운대백병원),12,해운대문화회관
부산교통공사,2호선,장산(해운대백병원),14,정다운요양원
부산교통공사,2호선,장산(해운대백병원),13,해운대대림 아크로텔오피스텔
부산교통공사,2호선,장산(해운대백병원),13,중동역
부산교통공사,2호선,장산(해운대백병원),14,중동역
부산교통공사,2호선,장산(해운대백병원),14,해운대자생한방병원
부산교통공사,2호선,중동,1,동백중학교
부산교통공사,2호선,중동,2,중1동방면
부산교통공사,2호선,중동,4,중1동방면
부산교통공사,2호선,부산대양산캠퍼스,5,부산대양산캠퍼스역 주차장2
부산교통공사,2호선,남양산(범어),1,녹십자의료재산영남분원
부산교통공사,2호선,남양산(범어),2,양산시립2 테니스장
부산교통공사,2호선,남양산(범어),2,한국지역난방공사(양산지사)
부산교통공사,2호선,양산(시청.동원과학기술대학교),1,양산역환승센터
부산교통공사,2호선,양산(시청.동원과학기술대학교),4,중부119안전센터
부산교통공사,2호선,양산(시청.동원과학기술대학교),4,양주동행정복지센터
부산교통공사,2호선,양산(시청.동원과학기술대학교),2,양산시청
부산교통공사,2호선,양산(시청.동원과학기술대학교),2,양산시의회
부산교통공사,2호선,양산(시청.동원과학기술대학교),2,중부초등학교
부산교통공사,2호선,양산(시청.동원과학기술대학교),2,양산문화예술회관
부산교통공사,2호선,양산(시청.동원과학기술대학교),2,버스정류장
부산교통공사,2호선,모덕,4,부산시상수도사업본부(북부사업소)
부산교통공사,2호선,모덕,4,모덕초등학교
부산교통공사,2호선,모라,1,농심가(모라점)
부산교통공사,2호선,모라,1,모라전통시장
부산교통공사,2호선,구명,1,우리은행(구포지점)
부산교통공사,2호선,구명,1,구포일심요양병원
부산교통공사,2호선,구명,2,구포2동 행정복지센터
부산교통공사,2호선,구명,2,부산시학생예술문화회관
부산교통공사,2호선,구명,2,쿠쿠서비스센터
부산교통공사,2호선,구명,3,(기차역)구포역
부산교통공사,2호선,구명,3,하나노인요양원
부산교통공사,2호선,센텀시티(BEXCO.신세계),8,롯데백화점센텀시티점
부산교통공사,2호선,센텀시티(BEXCO.신세계),8,롯데시네마
부산교통공사,2호선,센텀시티(BEXCO.신세계),8,롯데문화센터
부산교통공사,2호선,센텀시티(BEXCO.신세계),9,해운대센텀호텔
부산교통공사,2호선,센텀시티(BEXCO.신세계),9,국민연금공단 동부산지사
부산교통공사,2호선,센텀시티(BEXCO.신세계),9,올림픽공원
부산교통공사,2호선,센텀시티(BEXCO.신세계),9,미용.성형.안과.신경정신과.정형외과
부산교통공사,2호선,구명,3,구포동우편취급국
부산교통공사,2호선,구명,4,구포초등학교
부산교통공사,2호선,구명,4,구포1동행정복지센터
부산교통공사,2호선,구명,4,북부산신협(구포지점)
부산교통공사,2호선,수정(방송통신대),2,화정초등학교
부산교통공사,2호선,수정(방송통신대),2,낙동고등학교
부산교통공사,2호선,수정(방송통신대),1,멕킨지일신재활병원
부산교통공사,2호선,수정(방송통신대),1,수정강변타운아파트
부산교통공사,2호선,수정(방송통신대),1,방송통신대학교(부산지역대학)
부산교통공사,2호선,수정(방송통신대),5,대림쌍용강변타운
부산교통공사,2호선,화명,1,서울우리요양병원
부산교통공사,2호선,화명,1,롯데마트(화명점)
부산교통공사,2호선,화명,2,화잠초등학교
부산교통공사,2호선,화명,2,부산화명새마을금고
부산교통공사,2호선,화명,6,북부산농협(화명지점)
부산교통공사,2호선,화명,6,화명2동행정복지센터
부산교통공사,2호선,율리,2,벽산강변타운아파트
부산교통공사,2호선,율리,3,하나로마트(부산점)
부산교통공사,2호선,율리,3,부산국가자격시험장
부산교통공사,2호선,율리,4,금곡효요양병원
부산교통공사,2호선,율리,4,신금초등학교
부산교통공사,2호선,동원,2,동원역 버스정류장(화명역방면)
부산교통공사,2호선,금곡,1,금곡중앙요양원
부산교통공사,2호선,금곡,1,북부산농협(금곡지점)
부산교통공사,2호선,금곡,2,동원역방면
부산교통공사,2호선,금곡,5,공창종합사회복지관
부산교통공사,2호선,센텀시티(BEXCO.신세계),10,신세계센텀시티
부산교통공사,2호선,센텀시티(BEXCO.신세계),10,CGV센텀시티
부산교통공사,2호선,센텀시티(BEXCO.신세계),10,롯데백화점센텀시티점
부산교통공사,2호선,센텀시티(BEXCO.신세계),11,국민연금공단 동부산지사
부산교통공사,2호선,센텀시티(BEXCO.신세계),11,올림픽공원
부산교통공사,2호선,센텀시티(BEXCO.신세계),11,센텀프리미어호텔
부산교통공사,2호선,센텀시티(BEXCO.신세계),11,미용.성형.안과.신경정신과.정형외과
부산교통공사,2호선,금곡,6,북부소방소
부산교통공사,2호선,금곡,6,북구장애인종합복지관
부산교통공사,2호선,호포,2,호포역주차장
부산교통공사,2호선,호포,3,호포화훼단지
부산교통공사,2호선,호포,3,부모사랑주야간보호센터
부산교통공사,2호선,증산,1,메가박스(양산증산)
부산교통공사,2호선,증산,1,양산세무서
부산교통공사,2호선,증산,1,하나로마트(양산점)
부산교통공사,2호선,증산,1,하나은행(물금신도시)
부산교통공사,2호선,증산,1,증산파출소
부산교통공사,2호선,부산대양산캠퍼스,1,부산대양산캠퍼스역버스정류장
부산교통공사,2호선,부산대양산캠퍼스,3,양산부산대학교병원
부산교통공사,2호선,부산대양산캠퍼스,3,양산시립중앙도서관
부산교통공사,2호선,해운대,3,해운대해수욕장
부산교통공사,2호선,해운대,3,해운대곰장어골목
부산교통공사,2호선,해운대,4,해운대역사시민공원
부산교통공사,2호선,해운대,4,부산기계공업고등학교
부산교통공사,2호선,해운대,5,해운대해수욕장
부산교통공사,2호선,해운대,5,신라스테이해운대
부산교통공사,2호선,해운대,5,숙박업소
부산교통공사,2호선,해운대,7,역전치안센터
부산교통공사,2호선,해운대,7,우1동 행정복지센터
부산교통공사,2호선,동백,1,동백섬
부산교통공사,2호선,동백,1,가구쇼핑 선프라자
부산교통공사,2호선,동백,1,현대베네시티
부산교통공사,2호선,동백,1,대신증권 해운대지점
부산교통공사,2호선,동백,1,마리나컨벤션웨딩홀
부산교통공사,2호선,동백,2,기아오토큐우동점
부산교통공사,2호선,동백,2,부산기계공업고등학교
부산교통공사,2호선,동백,3,부산요트경기장
부산교통공사,2호선,동백,3,한국전력 남부산지점
부산교통공사,2호선,동백,3,해운대소방서
부산교통공사,2호선,동백,4,문화여자고등학교
부산교통공사,2호선,동백,4,부산국제외국어고등학교
부산교통공사,2호선,동백,4,해림초등학교
부산교통공사,2호선,센텀시티(BEXCO.신세계),1,벡스코
부산교통공사,2호선,센텀시티(BEXCO.신세계),1,시립미술관
부산교통공사,2호선,센텀시티(BEXCO.신세계),1,벡스코웨딩홀
부산교통공사,2호선,센텀시티(BEXCO.신세계),2,(재)부산문화재단
부산교통공사,2호선,센텀시티(BEXCO.신세계),2,신한은행센텀지점
부산교통공사,2호선,센텀시티(BEXCO.신세계),2,대신저축은행 센텀
부산교통공사,2호선,센텀시티(BEXCO.신세계),2,(재)부산문화재단
부산교통공사,2호선,센텀시티(BEXCO.신세계),2,홈플러스
부산교통공사,2호선,센텀시티(BEXCO.신세계),2,글로벌도시재단영어방송본부
부산교통공사,2호선,센텀시티(BEXCO.신세계),2,(재)부산디자인센터
부산교통공사,2호선,센텀시티(BEXCO.신세계),3,해운대센텀호텔
부산교통공사,2호선,센텀시티(BEXCO.신세계),4,(재)부산디자인진흥원
부산교통공사,2호선,센텀시티(BEXCO.신세계),4,부산정보산업진흥원
부산교통공사,2호선,센텀시티(BEXCO.신세계),4,글로벌도시재단영어방송본부
부산교통공사,2호선,센텀시티(BEXCO.신세계),5,국민연금공단 동부산지사
부산교통공사,2호선,센텀시티(BEXCO.신세계),6,롯데백화점 센텀시티점
부산교통공사,2호선,센텀시티(BEXCO.신세계),6,롯데시네마
부산교통공사,2호선,센텀시티(BEXCO.신세계),6,영화의전당
부산교통공사,2호선,센텀시티(BEXCO.신세계),6,KNN(부산방송)
부산교통공사,2호선,센텀시티(BEXCO.신세계),6,센텀사이언스파크
부산교통공사,2호선,센텀시티(BEXCO.신세계),7,해운대센텀호텔
부산교통공사,2호선,센텀시티(BEXCO.신세계),7,국민연금공단 동부산지사
부산교통공사,2호선,센텀시티(BEXCO.신세계),7,미용.성형.안과.신경정신과.정형외과
부산교통공사,2호선,덕포,1,부산은행(덕포지점)
부산교통공사,2호선,덕포,2,한국전력공사(북부산지사)
부산교통공사,2호선,모덕,1,북부산중고차매매단지
부산교통공사,2호선,모덕,1,북부운전면허시험장
부산교통공사,2호선,모덕,1,대성자동차운전전문학원
부산교통공사,2호선,모덕,1,덕포자동차운전학원
부산교통공사,2호선,모덕,2,고용노동부(북부고용노동지청)
부산교통공사,2호선,모덕,2,대덕여자고등학교
부산교통공사,2호선,모덕,2,르노코리아(자동차서비스)
부산교통공사,2호선,모덕,2,사상도서관
부산교통공사,2호선,모덕,3,부산시청소년종합지원센터
부산교통공사,2호선,모덕,3,산솔빛학교
부산교통공사,2호선,모덕,3,덕포2치안센터
부산교통공사,2호선,모덕,3,부산조리고등학교
부산교통공사,2호선,센텀시티(BEXCO.신세계),3,벡스코 제2전시장
부산교통공사,2호선,센텀시티(BEXCO.신세계),11,이빈후과.안과.피부과.비뇨기과.치과 병원 등
부산교통공사,2호선,센텀시티(BEXCO.신세계),7,이빈후과.안과.피부과.비뇨기과.치과 병원 등
부산교통공사,2호선,센텀시티(BEXCO.신세계),9,이빈후과.안과.피부과.비뇨기과.치과 병원 등
부산교통공사,2호선,민락,1,민락초등학교
부산교통공사,2호선,수영,1,수영사적공원
부산교통공사,2호선,수영,10,스타벅스수영역점
부산교통공사,2호선,수영,11,부산동부고용복지플러스센터
부산교통공사,2호선,수영,15,광안시티빌아파트
부산교통공사,2호선,수영,17,수영중앙새마을금고(광안지점)
부산교통공사,2호선,수영,2,브라운도트호텔 수영점
부산교통공사,2호선,해운대,4,기업은행해운대역
부산교통공사,2호선,해운대,7,해운대부민병원
부산교통공사,2호선,해운대,7,CGV해운대
부산교통공사,2호선,동백,1,두산위브더제니스아파트
부산교통공사,2호선,동백,3,우3동행정복지센터
부산교통공사,2호선,동백,3,해운대영화의 거리
부산교통공사,2호선,벡스코(시립미술관),1,동부올림픽타운아파트
부산교통공사,2호선,벡스코(시립미술관),2,해운대공업고등학교
부산교통공사,2호선,벡스코(시립미술관),2,부산국제외국어고등학교
부산교통공사,2호선,벡스코(시립미술관),2,센텀아동병원
부산교통공사,2호선,벡스코(시립미술관),2,부산성모안과병원
부산교통공사,2호선,벡스코(시립미술관),3,우동지구대
부산교통공사,2호선,벡스코(시립미술관),3,부산도시공사스포츠센터
부산교통공사,2호선,벡스코(시립미술관),3,중국 부산총영사관
부산교통공사,2호선,벡스코(시립미술관),3,해강 중/고등학교
부산교통공사,2호선,벡스코(시립미술관),3,수영만요트경기장
부산교통공사,2호선,벡스코(시립미술관),4,센텀 마티안/현대아파트
부산교통공사,2호선,벡스코(시립미술관),5,벡스코제2전시장
부산교통공사,2호선,벡스코(시립미술관),5,올림픽기념 국민생활관
부산교통공사,2호선,벡스코(시립미술관),5,부산시립미술관
부산교통공사,2호선,벡스코(시립미술관),6,우2동 종합시장
부산교통공사,2호선,벡스코(시립미술관),6,우2동행정복지센터
부산교통공사,2호선,벡스코(시립미술관),6,해운대새마을금고 우2동지점
부산교통공사,2호선,벡스코(시립미술관),7,올림픽교차로복합환승센터
부산교통공사,2호선,벡스코(시립미술관),7,올림픽기념 국민생활관
부산교통공사,2호선,벡스코(시립미술관),7,부산시립미술관
부산교통공사,2호선,벡스코(시립미술관),8,강동초등학교
부산교통공사,2호선,벡스코(시립미술관),8,국민건강보험공단해운대지사
부산교통공사,2호선,벡스코(시립미술관),8,(동해선)백스코역
부산교통공사,2호선,벡스코(시립미술관),9,벡스코전시장/웨딩홀
부산교통공사,2호선,벡스코(시립미술관),11,벡스코 제4/5주차장
부산교통공사,2호선,벡스코(시립미술관),11,컨벤션홀방향
부산교통공사,2호선,센텀시티(BEXCO.신세계),1,벡스코제3주차장
부산교통공사,2호선,센텀시티(BEXCO.신세계),2,센텀시티우체국
부산교통공사,2호선,센텀시티(BEXCO.신세계),2,센텀119안전센터
부산교통공사,2호선,대연(고려병원),1,스타벅스대연역점
부산교통공사,2호선,대연(고려병원),2,남부산농협(본점)
부산교통공사,2호선,대연(고려병원),3,부산은행대연동지점 
부산교통공사,2호선,대연(고려병원),5,대연1동.4동 행정복지센터
부산교통공사,2호선,대연(고려병원),6,국민은행(대연동지점)
부산교통공사,2호선,대연(고려병원),6,24시UN동물의료센터
부산교통공사,2호선,대연(고려병원),6,못골시장
부산교통공사,2호선,장산(해운대백병원),1,부산신곡우체국
부산교통공사,2호선,장산(해운대백병원),10,대하가족건강랜드
부산교통공사,2호선,장산(해운대백병원),10,해운대해양레포츠센터
부산교통공사,2호선,장산(해운대백병원),14,제일여성병원
부산교통공사,2호선,장산(해운대백병원),3,국민은행장산역
부산교통공사,2호선,장산(해운대백병원),3,장산새마을금고
부산교통공사,2호선,장산(해운대백병원),5,장산역 2번공영주차장
부산교통공사,2호선,장산(해운대백병원),5,KT플라자 해운대장산점
부산교통공사,2호선,장산(해운대백병원),6,해운대NC백화점
부산교통공사,2호선,장산(해운대백병원),7,신한은행장산역
부산교통공사,2호선,장산(해운대백병원),8,좌동재래시장
부산교통공사,2호선,중동,1,삼성해운대연수원
부산교통공사,2호선,중동,10,좌동119안전센터
부산교통공사,2호선,중동,10,부산양운우체국
부산교통공사,2호선,중동,12,장산회관
부산교통공사,2호선,중동,2,정다운요양원
부산교통공사,2호선,중동,2,중동역공영주차장
부산교통공사,2호선,중동,2,탑마트
부산교통공사,2호선,중동,3,해운대농협중동지점
부산교통공사,2호선,중동,4,탑마트
부산교통공사,2호선,중동,4,하모니타워 마브러스오피스텔
부산교통공사,2호선,중동,5,삼성해운대연수원
부산교통공사,2호선,중동,6,스타벅스해운대중동역점
부산교통공사,2호선,중동,6,해운대메트로하이츠아파트
부산교통공사,2호선,중동,7,이마트해운대점주차장
부산교통공사,2호선,중동,9,이마트 해운대점
부산교통공사,2호선,해운대,3,다이소부산해운대점
부산교통공사,2호선,수영,4,우리은행수영역지점
부산교통공사,2호선,수영,4,한국공공정자은행연구원
부산교통공사,2호선,수영,7,국민연금공단 남부산지사
부산교통공사,2호선,수영,8,센텀종합병원
부산교통공사,2호선,수영,8,로타리아파트
부산교통공사,2호선,수영,9,광안스윗팰리스아파트
부산교통공사,2호선,광안,1,부산은행광안지점
부산교통공사,2호선,광안,2,광안동우체국
부산교통공사,2호선,광안,2,수영구육아종합지원센터
부산교통공사,2호선,광안,3,광안리만남의광장
부산교통공사,2호선,광안,5,광안더힐요양병원
부산교통공사,2호선,금련산,1,광안더샵아파트
부산교통공사,2호선,금련산,4,좋은강안병원
부산교통공사,2호선,금련산,4,수영구청소년문화의집
부산교통공사,2호선,금련산,4,부산전통예술관
부산교통공사,2호선,금련산,5,신한은행광안리지점
부산교통공사,2호선,금련산,5,농협은행남천동지점
부산교통공사,2호선,금련산,6,삼성전자서비스광안센터
부산교통공사,2호선,남천(KBS.수영구청),1,남천2동 행정복지센터
부산교통공사,2호선,남천(KBS.수영구청),1,남천2치안센터
부산교통공사,2호선,남천(KBS.수영구청),2,천주교부산교구청
부산교통공사,2호선,남천(KBS.수영구청),3,수영구노인복지관
부산교통공사,2호선,남천(KBS.수영구청),4,그랜드자연요양병원
부산교통공사,2호선,경성대.부경대(동명대학교),3,TBN부산교통방송
부산교통공사,2호선,경성대.부경대(동명대학교),3,부경대우편취급국
부산교통공사,2호선,경성대.부경대(동명대학교),4,경성대학교
부산교통공사,2호선,경성대.부경대(동명대학교),4,우편취급국
부산교통공사,2호선,경성대.부경대(동명대학교),5,UN기념공원/평화공원
부산교통공사,3호선,대저,2,대저초등학교
부산교통공사,3호선,대저,2,강서구종합사회복지관
부산교통공사,3호선,남산정(부산폴리텍대학),1,북구보훈회관
부산교통공사,3호선,남산정(부산폴리텍대학),2,부산북구육아종합지원센터
부산교통공사,3호선,사직,2,여고초등학교
부산교통공사,3호선,사직,3,사직1동 행정복지센터
부산교통공사,3호선,사직,3,사직1동새마을금고
부산교통공사,3호선,사직,3,금강초등학교
부산교통공사,3호선,사직,3,사직시장
부산교통공사,3호선,사직,3,사직동교회
부산교통공사,3호선,사직,4,미남교차로방면
부산교통공사,3호선,미남,1,온천3동 행정복지센터
부산교통공사,3호선,미남,1,금강초등학교
부산교통공사,3호선,미남,2,종합운동장방면
부산교통공사,3호선,미남,3,온천3동우체국
부산교통공사,3호선,미남,4,미남초등학교
부산교통공사,3호선,미남,5,온천3파출소
부산교통공사,3호선,미남,5,미남교차로방면
부산교통공사,3호선,미남,6,미남교차로방면
부산교통공사,3호선,만덕,1,부산은행(만덕동)
부산교통공사,3호선,만덕,1,북구디지털도서관
부산교통공사,3호선,만덕,1,만덕2동 행정복지센터
부산교통공사,3호선,만덕,2,만덕터널방면
부산교통공사,3호선,만덕,3,신만덕방면
부산교통공사,3호선,만덕,3,백산초등학교
부산교통공사,3호선,만덕,3,대성타워맨션
부산교통공사,3호선,만덕,4,구만덕방면
부산교통공사,3호선,만덕,4,만덕1동 행정복지센터
부산교통공사,3호선,만덕,4,북부산새마을금고(만덕지점)
부산교통공사,3호선,만덕,4,만덕중학교
부산교통공사,3호선,남산정(부산폴리텍대학),1,만덕동우체국
부산교통공사,3호선,남산정(부산폴리텍대학),1,만덕3동 행정복지센터
부산교통공사,3호선,남산정(부산폴리텍대학),3,부산축산농협
부산교통공사,3호선,남산정(부산폴리텍대학),4,부산폴리텍대학
부산교통공사,3호선,남산정(부산폴리텍대학),4,환경관리공단낙동강유역본부
부산교통공사,3호선,남산정(부산폴리텍대학),4,남산정사회복지회관
부산교통공사,3호선,남산정(부산폴리텍대학),5,남산정요양병원
부산교통공사,3호선,남산정(부산폴리텍대학),5,덕양초등학교
부산교통공사,3호선,남산정(부산폴리텍대학),5,KT플라자(덕천점)
부산교통공사,3호선,숙등(부민병원),1,덕천1동 행정복지센터
부산교통공사,3호선,숙등(부민병원),1,덕천3동 행정복지센터
부산교통공사,3호선,숙등(부민병원),1,덕천동우편취급국
부산교통공사,3호선,배산,2,부산울산지방병무청방면
부산교통공사,3호선,배산,2,남일고등학교
부산교통공사,3호선,배산,2,망미중학교
부산교통공사,3호선,배산,3,현대정형외과의원
부산교통공사,3호선,배산,3,부산여자상업고등학교
부산교통공사,3호선,배산,4,배산프라임타원아파트
부산교통공사,3호선,배산,4,연미새시장
부산교통공사,3호선,배산,5,언산3동 행정복지센터
부산교통공사,3호선,배산,5,연미초등학교
부산교통공사,3호선,배산,5,연산제일교회
부산교통공사,3호선,배산,6,연산동우체국
부산교통공사,3호선,배산,6,연산요양병원
부산교통공사,3호선,배산,6,연미새시장
부산교통공사,3호선,배산,6,부산은행 연미지점
부산교통공사,3호선,물만골,1,연산시장
부산교통공사,3호선,물만골,1,24시연산동물의료센터
부산교통공사,3호선,물만골,1,연제구청방면
부산교통공사,3호선,물만골,2,동명초등학교
부산교통공사,3호선,물만골,3,연산초등학교
부산교통공사,3호선,물만골,4,연산6동 행정복지센터
부산교통공사,3호선,물만골,4,연제중학교
부산교통공사,3호선,종합운동장,1,거제동방면
부산교통공사,3호선,종합운동장,1,거제2동 행정복지센터
부산교통공사,3호선,종합운동장,2,부산고등법원/지방법원
부산교통공사,3호선,종합운동장,2,부산고등검찰청/지방검찰청
부산교통공사,3호선,종합운동장,3,거제2동 행정복지센터
부산교통공사,3호선,종합운동장,3,거제종합사회복지관
부산교통공사,3호선,종합운동장,4,부산교육대학교
부산교통공사,3호선,종합운동장,4,부산연제우체국
부산교통공사,3호선,종합운동장,4,부산지방우정청
부산교통공사,3호선,종합운동장,4,여명중학교
부산교통공사,3호선,종합운동장,4,남문초등학교
부산교통공사,3호선,종합운동장,5,레이카운티1.2단지아파트
부산교통공사,3호선,거제(법원.검찰청),8,부산은행(법조타운지점)
부산교통공사,3호선,미남,3,국민은행(미남점)
부산교통공사,3호선,숙등(부민병원),3,덕천시장
부산교통공사,3호선,숙등(부민병원),4,포레나덕천1차아파트
부산교통공사,3호선,숙등(부민병원),5,구포시장방면
부산교통공사,3호선,숙등(부민병원),5,덕천교회
부산교통공사,3호선,숙등(부민병원),5,국민건강보험공단(부산울산경남지역본부)
부산교통공사,3호선,숙등(부민병원),6,부민병원
부산교통공사,3호선,숙등(부민병원),6,덕천교차로방면
부산교통공사,3호선,숙등(부민병원),6,낙동고등학교
부산교통공사,3호선,숙등(부민병원),6,덕천중학교
부산교통공사,3호선,구포,1,덕천교차로방면
부산교통공사,3호선,구포,3,구포역(국철)
부산교통공사,3호선,구포,3,구포1치안센터
부산교통공사,3호선,구포,3,김해방면
부산교통공사,3호선,강서구청,1,구포방면
부산교통공사,3호선,강서구청,2,강서구청
부산교통공사,3호선,강서구청,2,대저파출소
부산교통공사,3호선,강서구청,2,부산강서고등학교
부산교통공사,3호선,강서구청,5,강서구청
부산교통공사,3호선,강서구청,5,대상초등학교
부산교통공사,3호선,강서구청,5,대저1동 행정복지센터
부산교통공사,3호선,강서구청,3,버스정류장(김해. 대저2동방면)
부산교통공사,3호선,체육공원,1,강서체육공원
부산교통공사,3호선,체육공원,2,한국비계기술원 부산지사
