연번,쉼터명,주소,경도,위도
659,하단1동행정복지센터,부산광역시 사하구 하신중앙로 308,128.9642338,35.104
660,하단선창경로당,부산광역시 사하구 동매로 55-1 ,128.9644718,35.1033121
661,하단할머니경로당,부산광역시 사하구 괴정로 29,128.9676985,35.1034811
662,하단2동행정복지센터,부산광역시 사하구 하신번영로 377,128.9605616,35.1145936
663,천지경로당,부산광역시 사하구 낙동대로535번길 31-6 ,128.9627725,35.1108635
664,산정경로당,부산광역시 사하구 승학로3번길 102,128.9668269,35.1106313
665,신평1동행정복지센터,부산광역시 사하구 신산로 173,128.9733,35.0892
666,신평본동경로당,부산광역시 사하구 장평로299번안길 7,128.9723422,35.093405
667,느티나무할머니경로당,부산광역시 사하구 다대로 123-4 ,128.9783109,35.0913114
668,동매누리작은도서관,부산광역시 사하구 다대로130번길 112,128.9759112,35.0930493
669,신평2동행정복지센터,부산광역시 사하구 하신중앙로 185,128.9617204,35.0950395
670,사하구보건소,부산광역시 사하구 하신중앙로 185,128.961697,35.0950242
671,신평새동네경로당,부산광역시 사하구 하신번영로 155,128.9600507,35.0963955
672,장림1동행정복지센터,부산광역시 사하구 장림로161번길 2,128.9668358,35.0830497
673,장림본동경로당,부산광역시 사하구 장림시장9길 51-5 ,128.9657807,35.080233
674,장림무지개경로당,부산광역시 사하구 장림시장7길 41,128.9660213,35.080604
675,수풀작은도서관,부산광역시 사하구 다대로271번길 25,128.9787011,35.0778643
676,장림2동행정복지센터,부산광역시 사하구 장평로 131,128.9725601,35.0778838
677,새마을경로당,부산광역시 사하구 장림번영로28번길 33,128.9681652,35.0791289
678,은화경로당,부산광역시 사하구 다대로257번길 33,128.9783603,35.0784447
679,서부할머니경로당,부산광역시 사하구 다대동로 14,128.9718142,35.0547904
680,다대1동행정복지센터,부산광역시 사하구 다대로530번길 7,128.9713195,35.0591387
681,몰운대종합사회복지관,부산광역시 사하구 다대낙조2길 17,128.9632872,35.0512507
682,다대도서관,부산광역시 사하구 다대낙조2길 9,128.9646394,35.050444
683,동부경로당,부산광역시 사하구 다대로529번길 18,128.9730775,35.0584442
684,다해경로당,부산광역시 사하구 다대로 657-3 ,128.9692627,35.0473547
685,다대2동행정복지센터,부산광역시 사하구 다대로429번길 30,128.9821917,35.0634817
686,두송종합사회복지관,부산광역시 사하구 다송로 59,128.9849693,35.0622453
687,다대종합사회복지관,부산광역시 사하구 다대로 440,128.9793205,35.0637455
688,다해아파트경로당,부산광역시 사하구 다송로 7,128.9812329,35.066522
689,BMC3지구경로당,부산광역시 사하구 다대로 430,128.9791426,35.064601
690,낫개작은도서관,부산광역시 사하구 다대로429번길 22,128.9791945,35.0617074
691,구평동행정복지센터,부산광역시 사하구 서포로 48,128.9877886,35.0819113
692,구평종합사회복지관,부산광역시 사하구 을숙도대로 744,128.9868246,35.0855972
693,성포경로당,부산광역시 사하구 을숙도대로 744,128.9866416,35.085673
694,구평농장경로당,부산광역시 사하구 두송로188번길 48,128.9848754,35.0711294
695,구평예들작은도서관,부산광역시 사하구 을숙도대로745번길 16,128.9856931,35.0864339
696,감천1동행정복지센터,부산광역시 사하구 감천로 97,129.002868,35.088379
697,푸른누리작은도서관,부산광역시 사하구 감천로83번길 26,129.0014151,35.0898252
698,동산경로당,부산광역시 사하구 감천로73번길 11,129.0000245,35.0902327
699,남성한빛가든경로당,부산광역시 사하구 감천로 175,129.0098124,35.084325
700,사하구종합사회복지관,부산광역시 사하구 감내2로 21,129.007591,35.0944486
701,감천2동행정복지센터,부산광역시 사하구 옥천로93번길 14,129.0092779,35.0946569
702,감천경로당,부산광역시 사하구 감내1로 167-1 ,129.0084043,35.0955063
703,죽전경로당,부산광역시 사하구 감내1로 239-1 ,129.009372,35.0981026
704,서1동행정복지센터,부산광역시 금정구 서부로69번길 17,129.099116,35.2183206
705,동진경로당,부산광역시 금정구 명서로45번길 11,129.0958303,35.2161622
706,서1동새마을경로당,부산광역시 금정구 서부로69번길 35,129.0983865,35.2177618
707,책마을보드랑작은도서관,부산광역시 금정구 서동로 115-1 ,129.0996184,35.216335
708,희망오차마을경로당,부산광역시 금정구 서동로104번길 34,129.0978103,35.2151325
709,서2동행정복지센터,부산광역시 금정구 서동중심로 33,129.1044697,35.2128861
710,서2동경로당,부산광역시 금정구 명서로45번길 99,129.0998134,35.2142579
711,평화나눔경로당,부산광역시 금정구 서동중심로53번길 10,129.102922,35.2135718
712,서3동화목경로당,부산광역시 금정구 서곡로8번길 21-1 ,129.1065117,35.216466
713,서3동경로당,부산광역시 금정구 서곡로8번길 21-1 ,129.1065117,35.216466
714,서3동행정복지센터,부산광역시 금정구 서곡로33번길 9,129.1039206,35.2171995
715,금사동행정복지센터,부산광역시 금정구 금사로 76,129.111298,35.2195173
716,금정구종합사회복지관,부산광역시 금정구 반송로490번길 47,129.1184333,35.2142864
717,금사동새마을금고회동지점,부산광역시 금정구 회천로 1,129.1170251,35.226257
718,금사동새마을금고본점,부산광역시 금정구 금사로 81,129.1113147,35.2199706
719,금동경로당,부산광역시 금정구 회천로13번길 87,129.113345,35.224458
720,부곡1동행정복지센터,부산광역시 금정구 동부곡로6번길 29,129.0920994,35.2244011
721,늘푸른아파트경로당,부산광역시 금정구 동현로 67,129.0967953,35.2228996
722,학수경로당,부산광역시 금정구 오시게로 88,129.0889916,35.2249712
723,부곡2동행정복지센터,부산광역시 금정구 동부곡로15번길 76,129.094182,35.229848
724,대우아파트할아버지경로당,부산광역시 금정구 부산대학로 10,129.089989,35.233119
725,부곡3동행정복지센터,부산광역시 금정구 기찰로 107,129.0938123,35.2405199
726,경남한신경로당,부산광역시 금정구 중앙대로1685번길 24,129.089925,35.237525
727,기찰장수부녀회경로당,부산광역시 금정구 기찰로 124,129.0943786,35.2416859
728,기찰경로당,부산광역시 금정구 기찰로108번길 38,129.095595,35.2415979
729,부곡4동행정복지센터,부산광역시 금정구 부곡로18번안길 37,129.0885586,35.2199316
730,부곡뉴그린아파트경로당,부산광역시 금정구 동현로 90,129.0942525,35.2204942
731,은빛사랑채도서관,부산광역시 금정구 서동로60번길 13-22 ,129.0940709,35.2174005
732,장전1동행정복지센터,부산광역시 금정구 수림로71번길 36,129.0844618,35.2382689
733,백조경로당,부산광역시 금정구 부산대학로50번길 51,129.0863573,35.2336709
734,대한노인회금정지회,부산광역시 금정구 장전온천천로113번길 12,129.0884249,35.2352066
735,미리내작은도서관,부산광역시 금정구 금강로347번길 32,129.0850138,35.2388409
736,장전2동행정복지센터,부산광역시 금정구 소정로 19,129.080975,35.227794
737,장전2동할아버지경로당,부산광역시 금정구 식물원로40번길 27,129.0844363,35.2262613
738,선동신천마을회관,부산광역시 금정구 신천로35번길 2,129.1115696,35.276726
739,선두구동행정복지센터,부산광역시 금정구 두구죽전1길 13,129.1133882,35.2982172
740,대두경로당,부산광역시 금정구 대두로20번길 35,129.1087937,35.2968395
741,수내경로당,부산광역시 금정구 수내1길 17-2 ,129.1121164,35.2912789
742,청룡노포동행정복지센터,부산광역시 금정구 청룡로 25,129.0898668,35.2752569
743,청룡경로당,부산광역시 금정구 청룡예전로 8-12 ,129.0923616,35.2744823
744,금정구노인복지관,부산광역시 금정구 청룡예전로 110,129.0848266,35.2792086
745,금정도서관,부산광역시 금정구 금정도서관로 33,129.096229,35.2724717
746,남산동행정복지센터,부산광역시 금정구 중앙대로2097번길 4,129.0922562,35.2716512
747,머드레경로당,부산광역시 금정구 범어천로52번길 25-1 ,129.0908065,35.2711794
748,금샘마을도서관,부산광역시 금정구 금강로 644-1,129.088961,35.267617
749,머드레작은도서관,부산광역시 금정구 범어천로52번길 25-3 ,129.090803,35.271157
750,구서1동행정복지센터,부산광역시 금정구 수림로72번길 123,129.0869442,35.2451153
751,구서본동경로당,부산광역시 금정구 수림로72번길 123,129.0870067,35.2452231
752,구서2동새마을금고,부산광역시 금정구 금강로 568,129.0879124,35.2581942
753,구서2동행정복지센터,부산광역시 금정구 금강로 584,129.0879446,35.2595693
754,"선경1,2차아파트경로당",부산광역시 금정구 구서중앙로 20,129.0893154,35.255615
755,금성동행정복지센터,부산광역시 금정구 산성로 452,129.0561336,35.2503395
756,공해경로당,부산광역시 금정구 산성로 520-2 ,129.0555355,35.2446572
757,금성동경로당,부산광역시 금정구 북문로 14,129.0568127,35.251213
758,금성동할아버지경로당,부산광역시 금정구 산성로 429,129.054148,35.251387
759,금성동할머니경로당,부산광역시 금정구 산성로 429,129.054127,35.251387
760,스마트쉼터(남산동),부산광역시 금정구 중앙대로 2033,129.0922521,35.26581817
761,스마트쉼터(서1동),부산광역시 금정구 서동로100번길 1-4,129.0978956,35.21648685
762,금정구청 민원실,부산광역시 금정구 중앙대로 1777,129.0924545,35.24205404
763,남광종합사회복지관 쉼터,부산광역시 금정구 중앙대로2349번길 3,129.1000091,35.29339563
764,금정구장애인복지관 1층 쉼터,부산광역시 금정구 서부로 77,129.0989199,35.21962464
765,금샘도서관,부산광역시 금정구 기찰로 94,129.0939302,35.23900534
766,온천천작은도서관,부산광역시 금정구 장전온천천로 144,129.0881458,35.23808955
767,금정구가족센터 3층,부산광역시 금정구 중앙대로 1992,129.0920643,35.26220234
768,금정문화회관 ART라운지,부산광역시 금정구 체육공원로 7,129.0944742,35.24591915
769,금정청소년수련관 1층,부산광역시 금정구 기찰로96번길 47,129.095164,35.23798552
770,대저1동행정복지센터,부산광역시 강서구 대저로221번길 19,128.976907,35.215501
771,대지상리경로당,부산광역시 강서구 대저로89번나길 8,128.9641,35.2178
772,강서노인종합복지관,부산광역시 강서구 체육공원로 39,128.9734744,35.2073399
773,중리2구경로당,부산광역시 강서구 평강로345번길 101,128.9455472,35.2191063
774,사덕상리할머니경로당,부산광역시 강서구 체육공원로6번길 84,128.9782798,35.2068332
775,평강경로당,부산광역시 강서구 낙동북로212번길 17,128.9509991,35.2135369
776,동연정경로당,부산광역시 강서구 대저로171번나길 56,128.9729,35.2176
777,대저2동 행정복지센터,부산광역시 강서구 공항로811번가길 30-1 ,128.9564771,35.1785352
778,사두경로당,부산광역시 강서구 공항로811번다길 92,128.9523803,35.1781484
779,중앙경로당,부산광역시 강서구 공항로811번다길 23-4 ,128.9559089,35.1791642
780,강서도서관,부산광역시 강서구 공항로811번길 10,128.9572369,35.1801754
781,강서시니어클럽,부산광역시 강서구 공항로811번가길 30,128.9568141,35.1787105
782,동자경로당,부산광역시 강서구 송동길 481,128.9376628,35.146694
783,강동신덕경로당,부산광역시 강서구 제도로 1003,128.9269315,35.2010064
784,대사1통경로당,부산광역시 강서구 낙동북로13번길 36-6 ,128.9333122,35.2209584
785,강동보건지소,부산광역시 강서구 낙동북로102번길 76,128.9376317,35.2161661
786,강동동 행정복지센터,부산광역시 강서구 제도로 1171,128.9353036,35.2143801
787,본동경로당,부산광역시 강서구 낙동남로991번길 5,128.9215081,35.1146017
788,신포경로당,부산광역시 강서구 신포길39번길 25-21 ,128.931015,35.1130292
789,명지노인종합복지관,부산광역시 강서구 명지국제13로 33,128.923025,35.1105621
790,명지1동 행정복지센터,부산광역시 강서구 명지동 1996,128.9072388,35.1003936
791,진목경로당,부산광역시 강서구 낙동남로 1036-6 ,128.9256035,35.1128992
792,교육지원센터,부산광역시 강서구 명지오션시티11로 33,128.8997226,35.0845254
793,명지2동 행정복지센터,부산광역시 강서구 명지오션시티11로 35,128.9000653,35.0845432
794,행복마을경로당,부산광역시 강서구 명지오션시티10로 132,128.9103805,35.0866457
795,해포도경로당,부산광역시 강서구 봉림길94번길 24,128.8953172,35.1728798
796,시만마을회관,부산광역시 강서구 식만로 253-2 ,128.9140207,35.2149709
797,가락동행정복지센터,부산광역시 강서구 가락대로 1476,128.9018,35.1964
798,가락보건지소,부산광역시 강서구 가락대로 1476,128.9017958,35.1962668
799,신호동 행정복지센터,부산광역시 강서구 신호사로 56,128.87913,35.085456
800,신호경로당,부산광역시 강서구 신호오로 64,128.8799821,35.0831925
801,녹산보건지소,부산광역시 강서구 생곡로 17,128.8955175,35.1234029
802,지사민원센터,부산광역시 강서구 과학산단2로20번길 5,128.8311111,35.1516506
803,녹산동 행정복지센터,부산광역시 강서구 가락대로900번가길 32,128.8838003,35.153556
804,송정경로당,부산광역시 강서구 송정길 147,128.8417393,35.1029303
805,산양경로당,부산광역시 강서구 낙동남로483번길 73,128.8687919,35.1127345
806,녹산경로당,부산광역시 강서구 낙동남로605번길 12,128.8853717,35.1144493
807,성산1구경로당,부산광역시 강서구 생곡로 21,128.895825,35.1237657
808,생곡경로당,부산광역시 강서구 생곡길 22,128.8799,35.1312
809,가동경로당,부산광역시 강서구 수가로748번길 20,128.8850306,35.1647621
810,사구경로당,부산광역시 강서구 가락대로961번길 60,128.8849531,35.158283
811,방근경로당,부산광역시 강서구 송정길100번길 59,128.8465797,35.1019202
812,대항보건진료소,부산광역시 강서구 가덕해안로1208번가길 9,128.8281572,35.0127897
813,천성보건진료소,부산광역시 강서구 가덕해안로821번길 100,128.8165151,35.0288149
814,가덕도보건지소,부산광역시 강서구 성북1길 70-1 ,128.8304585,35.0536212
815,가덕도동행정복지센터,부산광역시 강서구 동선길 10,128.8316435,35.0566182
816,거제1동 행정복지센터,부산광역시 연제구 법원북로 88,129.0756252,35.1918546
817,종합운동장역 스마트쉘터,부산광역시 연제구 아시아드대로 88,129.067505,35.192661
818,교대역 스마트쉘터,부산광역시 연제구 중앙대로 1204,129.080371,35.195051
819,솔벗작은도서관,부산광역시 연제구 아시아드대로22번길 15,129.0700799,35.1876054
820,거제2동 행정복지센터,부산광역시 연제구 아시아드대로22번길 19,129.0702748,35.1877702
821,거제3동 행정복지센터,부산광역시 연제구 거제대로 180,129.0711054,35.1843
822,거제4동 행정복지센터,부산광역시 연제구 화지로52번길 33,129.0659022,35.180004
823,연제구국민체육센터,부산광역시 연제구 쌍미천로 132,129.0873787,35.1841035
824,연산1동 행정복지센터,부산광역시 연제구 연동로8번길 66,129.0904176,35.1900024
825,연제도서관,부산광역시 연제구 황령산로 612,129.0829369,35.1741306
826,연산2동 행정복지센터,부산광역시 연제구  중앙대로1038번길  39,129.079292,35.179956
827,밤골작은도서관,부산광역시 연제구 금련로24번길 33,129.0944426,35.172033
828,연산3동 행정복지센터,부산광역시 연제구 연수로208번길 16,129.092906,35.172947
829,연산4동 행정복지센터,부산광역시 연제구 쌍미천로151번길 42,129.08491,35.186278
830,연산5동 행정복지센터,부산광역시 연제구 거제천로124번길 15,129.0760914,35.1844853
831,배산작은도서관,부산광역시 연제구 배산북로 8,129.0932817,35.1750941
832,연산6동 행정복지센터,부산광역시 연제구 쌍미천로52번길 2,129.089601,35.177448
833,연산8동 행정복지센터,부산광역시 연제구 과정로 262,129.0987601,35.1881649
834,연산9동 행정복지센터,부산광역시 연제구 과정로164번길 38,129.1093513,35.1859646
835,수영구도서관,부산광역시 수영구 남천서로 33,129.105246,35.144604
836,수영구노인복지관,부산광역시 수영구 황령대로489번길 83,129.1112,35.14
837,남천1동행정복지센터,부산광역시 수영구 남천동로 13,129.1103,35.1427
838,수영구청,부산광역시 수영구 남천동로 100,129.113152,35.14577
839,남천2동행정복지센터,부산광역시 수영구 광안해변로 99,129.1147265,35.1438235
840,수영동행정복지센터,부산광역시 수영구 수영성로 36,129.116029,35.170501
841,들락날락망미작은도서관,부산광역시 수영구 연수로275번길 30,129.1009989,35.1745428
842,망미도서관,부산광역시 수영구 연수로315번길 23,129.1050223,35.1734773
843,망미1동행정복지센터,부산광역시 수영구 연수로315번길 23,129.1048908,35.1734466
844,부산종합사회복지관,부산광역시 수영구 금련로43번길 54,129.0986662,35.1710365
845,망미2동행정복지센터,부산광역시 수영구 수미로35번길 40,129.1153,35.1754
846,광안1동행정복지센터,부산광역시 수영구 광일로14번길 17,129.1124386,35.1628562
847,광안2동행정복지센터,부산광역시 수영구 광안로16번길 22,129.1138038,35.1557339
848,광안3동행정복지센터,부산광역시 수영구 연수로404번길 27,129.1124,35.1676
849,수영구장애인복지관,부산광역시 수영구 장대골로 75-14 ,129.1049847,35.1593675
850,수영구어린이도서관,부산광역시 수영구 장대골로 75-6 ,129.1051081,35.1597556
851,광안노인복지관,부산광역시 수영구 장대골로 75-8 ,129.1049735,35.1597198
852,광안4동행정복지센터,부산광역시 수영구 수영로 541,129.1119075,35.1540826
853,홀트수영종합사회복지관,부산광역시 수영구 장대골로 20-5 ,129.111026,35.159343
854,민락동행정복지센터,부산광역시 수영구 광안해변로295번길 20,129.125421,35.157352
855,삼락동주민센터,부산광역시 사상구 낙동대로1310번길 19,128.977703,35.176969
856,삼락분회경로당,부산광역시 사상구 삼덕로46번길 54,128.9807886,35.1710882
857,삼락경로당,부산광역시 사상구 낙동대로1530번길 5,128.9854759,35.1943305
858,삼락강변경로당,부산광역시 사상구 낙동대로1258번길 5,128.977375,35.1725481
859,사상생활사박물관,부산광역시 사상구 낙동대로1258번길 30,128.9787519,35.1719849
860,모라할머니경로당,부산광역시 사상구 모라로 59-3 ,128.987909,35.1892891
861,고동바위경로당,부산광역시 사상구 백양대로907번다길 6,128.9903019,35.18817
862,수강경로당,부산광역시 사상구 백양대로950번나길 94,128.9947915,35.1947853
863,곡상골경로당,부산광역시 사상구 백양대로979번라길 28,128.990802,35.19252
864,모라1동행정복지센터,부산광역시 사상구 모라로 93,128.9898812,35.1869874
865,늘푸른사상새마을금고본점,부산광역시 사상구 사상로 490,128.9881009,35.1879404
866,모라종합사회복지관,부산광역시 사상구 모라로110번길 121,128.9977258,35.1849672
867,사상구장애인복지관,부산광역시 사상구 모라로192번길 21,129.0009212,35.1848846
868,모라3동주민센터,부산광역시 사상구 모라로110번길 99,128.996054,35.184644
869,백양종합사회복지관,부산광역시 사상구 모라로192번길 20-33 ,128.9995481,35.1833751
870,덕포복있는경로당,부산광역시 사상구 사상로293번길 16-5 ,128.9819929,35.1716114
871,강선대경로당,부산광역시 사상구 강선로 43,128.986816,35.1687222
872,신백양경로당,부산광역시 사상구 백양대로703번길 37-8 ,128.9875817,35.1688072
873,덕포1동행정복지센터,부산광역시 사상구 강선로 31,128.9857702,35.1692202
874,한내마을행복센터,부산광역시 사상구 사상로277번길 22-10 ,128.9814662,35.1702842
875,사상중앙새마을금고,부산광역시 사상구 사상로 297,128.9827515,35.1714228
876,덕포시장고객쉼터,부산광역시 사상구 사상로293번길 15,128.9819984,35.1711394
877,"사상도서관(휴게실,열람실)",부산광역시 사상구 덕상로72번길 9,128.9898723,35.1780967
878,덕포2동신바람무더위쉼터,부산광역시 사상구 사상로333번길 17,128.982953,35.174448
879,노인회관(노인회지원)(노인복지관),부산광역시 사상구 사상로319번길 6,128.983458,35.17357
880,덕암경로당,부산광역시 사상구 백양대로762번길 17,128.9895827,35.1749199
881,부산도서관,부산광역시 사상구 사상로310번길 33,128.9895827,35.1749199
882,괘내경로당,부산광역시 사상구 백양대로646번나길 22,128.9892138,35.1635983
883,창날경로당,부산광역시 사상구 광장로87번길 30,128.9855403,35.163899
884,괘법동주민센터,부산광역시 사상구 광장로97번길 6,128.987127,35.163751
885,괘내마을행복센터,부산광역시 사상구 백양대로646번나길 22,128.9891837,35.1636239
886,늘푸른사상새마을금고괘법동지점,부산광역시 사상구 사상로 230,128.9832554,35.1655012
887,감전동주민센터,부산광역시 사상구 새벽시장로56번길 20,128.979429,35.154303
888,감전중앙경로당,부산광역시 사상구 새벽로168번길 51-14 ,128.9862996,35.1561308
889,감전본동경로당,부산광역시 사상구 백양대로561번길 30,128.9919573,35.1568216
890,효성경로당,부산광역시 사상구 사상로 130-3 ,128.9890259,35.1581303
891,감전새마을금고본점,부산광역시 사상구 새벽시장로 57,128.9799522,35.1554183
892,백양새마을금고본점,부산광역시 사상구 사상로 144,128.9879245,35.1590238
893,백양새마을금고감전시장지점,부산광역시 사상구 새벽시장로103번길 49,128.9854574,35.156555
894,한국건강관리협회 서부지부,부산광역시 사상구 학감대로 230,128.9854574,35.156555
895,백양경로당,부산광역시 사상구 백양대로500번길 21,128.9983122,35.1554428
896,양지마을경로당,부산광역시 사상구 양지로42번길 80-20 ,129.0033532,35.155146
897,양백경로당,부산광역시 사상구 양지로 18,129.00444,35.1540764
898,주례1동주민센터,부산광역시 사상구 주례동 1296,129.0011054,35.1513632
899,온골마을행복센터,부산광역시 사상구 백양대로445번길 124-5 ,128.997055,35.153394
900,사상구종합사회복지관,부산광역시 사상구 백양대로 527,128.9946925,35.1554075
901,부산주례새마을금고본점,부산광역시 사상구 사상로 19,128.9979434,35.1510857
902,부산주례새마을금고1동지점,부산광역시 사상구 백양대로 458,129.001683,35.1529612
903,백양낙조전망대,부산광역시 사상구 백양대로 499,129.001683,35.1529612
904,진사경로당,부산광역시 사상구 진사로36번길 43-1 ,129.0143663,35.1468563
905,주례2동주민센터,부산광역시 사상구 주례로10번길 15,129.0103993,35.1500978
906,희망경로당,부산광역시 사상구 주감로 257,129.0139205,35.1520823
907,학송경로당,부산광역시 사상구 진사로28번길 26,129.0146425,35.149067
908,냉정어울림센터,부산광역시 사상구 진사로36번길 46,129.0140307,35.1471081
909,주례2동새마을금고본점,부산광역시 사상구 가야대로366번길 8,129.0125531,35.1507177
910,주례2동새마을금고신주례지점,부산광역시 사상구 백양대로 370,129.0113702,35.1529641
911,주례열린도서관,부산광역시 사상구 주례로 110,129.0045708,35.1467269
912,엄광경로당,부산광역시 사상구 주례로 138-3 ,129.001321,35.1461973
913,주례3동주민센터,부산광역시 사상구 냉정로 10,129.001404,35.147345
914,부산주례새마을금고3동지점,부산광역시 사상구 가야대로 290,129.0043956,35.1501855
915,학장동주민센터,부산광역시 사상구 학감대로147번길 11,128.987307,35.14409
916,붉은디경로당,부산광역시 사상구 학장로236번길 9,128.9924446,35.1445271
917,새밭경로당,부산광역시 사상구 대동로159번길 109,128.9785507,35.139465
918,사상구노인복지관,부산광역시 사상구 가야대로196번길 51,128.994841,35.147309
919,새밭행복센터,부산광역시 사상구 대동로159번길 107,128.9786017,35.1395527
920,학장종합사회복지관,부산광역시 사상구 학감대로49번길 28-70 ,128.9897687,35.1386083
921,승학새마을금고으뜸지점,부산광역시 사상구 대동로 152,128.9835629,35.1409279
922,승학새마을금고새밭지점,부산광역시 사상구 대동로 102,128.9789987,35.1385481
923,지불경로당,부산광역시 사상구 대동로 27-5 ,128.973586,35.133645
924,엄궁동주민센터,부산광역시 사상구 엄궁북로 15,128.9722154,35.1286772
925,승학새마을금고본점,부산광역시 사상구 낙동대로 790,128.9724022,35.1310288
926,엄궁통통,부산광역시 사상구 엄궁남로 20,128.9724022,35.1310288
927,이진스카이빌경로당,부산광역시 기장군 기장읍 차성서로 158-12 ,129.2115447,35.2472026
928,무곡마을회관,부산광역시 기장군 기장읍 무곡길 4,129.21182,35.227222
929,동암마을회관,부산광역시 기장군 기장읍 동암3길 10,129.2236528,35.1961355
930,당사경로당,부산광역시 기장군 기장읍 당사로8길 13,129.2099042,35.1878929
931,석산경로당,부산광역시 기장군 기장읍 석산1길 15,129.2100629,35.205595
932,덕발(청강)여자경로당,부산광역시 기장군 기장읍 청강로 6,129.217675,35.233535
933,동서마을남자경로당,부산광역시 기장군 기장읍 동서길 84-14 ,129.200245,35.258326
934,오신경로당,부산광역시 기장군 기장읍 내리1길 63,129.2053047,35.210401
935,소정1여자경로당,부산광역시 기장군 기장읍 소정안길 4-6 ,129.206174,35.202232
936,양경경로당,부산광역시 기장군 기장읍 당사로1길 35,129.209209,35.183412
937,서부주공여자경로당,부산광역시 기장군 기장읍 차성서로 123,129.209559,35.243964
938,휴먼시아1단지남자경로당,부산광역시 기장군 기장읍 소정안길 72-1 ,129.205344,35.2083994
939,공수남자경로당,부산광역시 기장군 기장읍 공수1길 18,129.211742,35.1834502
940,공수여자경로당,부산광역시 기장군 기장읍 공수1길 18,129.2117447,35.1834392
941,덕발1마을회관,부산광역시 기장군 기장읍 대청로71번길 24,129.21887,35.238494
942,덕발(청강)남자경로당,부산광역시 기장군 기장읍 청강로 6,129.217675,35.233535
943,동서마을여자경로당,부산광역시 기장군 기장읍 동서길 84-14 ,129.200245,35.258326
944,내동경로당,부산광역시 기장군 기장읍 내리길 146-39 ,129.200255,35.218144
945,서부주공남자경로당,부산광역시 기장군 기장읍 차성서로 123,129.209559,35.243964
946,내리휴먼시아작은도서관,부산광역시 기장군 기장읍 소정안길 68,129.2052457,35.2066908
947,대라다목적도서관,부산광역시 기장군 기장읍 차성서로 86,129.2105674,35.2407955
948,사라1남자경로당,부산광역시 기장군 기장읍 차성로249번길 31,129.211689,35.239337
949,사라1여자경로당,부산광역시 기장군 기장읍 차성로249번길 31,129.211689,35.239337
950,기장도서관,부산광역시 기장군 기장읍 차성동로126번길 13-5 ,129.2173639,35.2495838
951,교리3리경로당,부산광역시 기장군 기장읍 차성로397번길 7,129.2127103,35.2544771
952,휴먼시아1단지남자경로당,부산광역시 기장군 기장읍 소정안길 68,129.205722,35.2077177
953,임랑경로당,부산광역시 기장군 장안읍 임랑효덕길 7-22 ,129.26,35.3168
954,좌천제2남자경로당,부산광역시 기장군 장안읍 좌천4길 9-9 ,129.2417773,35.3120019
955,좌동남자경로당,부산광역시 기장군 장안읍 좌동2길 4,129.2418632,35.3188983
956,덕산경로당,부산광역시 기장군 장안읍 덕산1길 10,129.240093,35.3261954
957,선암경로당,부산광역시 기장군 장안읍 선암길 76,129.2299408,35.3313939
958,내덕여자경로당,부산광역시 기장군 장안읍 내덕길 221,129.2183644,35.3322539
959,용소남자경로당,부산광역시 기장군 장안읍 용소길 48,129.2458425,35.3439651
960,하근남자경로당,부산광역시 기장군 장안읍 하근1길 3,129.2548773,35.3466443
961,기룡남자경로당,부산광역시 기장군 장안읍 기룡1길 35,129.2505789,35.3558278
962,상장안남자경로당,부산광역시 기장군 장안읍 상장안3길 2-7 ,129.2459133,35.3702667
963,신리(장안)경로당,부산광역시 기장군 장안읍 신리길 17-34 ,129.267772,35.356254
964,시장마을여자경로당,부산광역시 기장군 장안읍 장곡길 177,129.2433974,35.3087976
965,하장안여자경로당,부산광역시 기장군 장안읍 하장안1길 4,129.249725,35.363166
966,반룡경로당,부산광역시 기장군 장안읍 반룡2길 1,129.26373,35.339045
967,대명경로당,부산광역시 기장군 장안읍 협동로 104,129.250637,35.376659
968,신명경로당,부산광역시 기장군 장안읍 신명길 56-49 ,129.2613521,35.3840293
969,도야경로당,부산광역시 기장군 장안읍 도야길 7-1 ,129.2609913,35.3754087
970,대룡남자경로당,부산광역시 기장군 장안읍 대룡1길 17,129.2644012,35.3711251
971,판곡경로당,부산광역시 기장군 장안읍 판곡길 32,129.2674541,35.3612324
972,개천경로당,부산광역시 기장군 장안읍 오리길 285,129.277837,35.353238
973,고무경로당,부산광역시 기장군 장안읍 고무마을길 29-9 ,129.263713,35.348571
974,길천남자경로당,부산광역시 기장군 장안읍 길천2길 26,129.282072,35.327828
975,월내남자경로당,부산광역시 기장군 장안읍 월내해안길 107-29 ,129.2801,35.3273
976,임랑남자경로당,부산광역시 기장군 장안읍 임랑2길 1-6 ,129.2619,35.3177
977,구기경로당,부산광역시 기장군 장안읍 구기길 37,129.266257,35.333716
978,좌천제2여자경로당,부산광역시 기장군 장안읍 좌천4길 46-2 ,129.2425,35.3134
979,좌동여자경로당,부산광역시 기장군 장안읍 좌동2길 4,129.2418686,35.3188983
980,내덕남자경로당,부산광역시 기장군 장안읍 내덕길 221,129.2183,35.3323
981,용소여자경로당,부산광역시 기장군 장안읍 용소길 48,129.2458385,35.3439707
982,하근여자경로당,부산광역시 기장군 장안읍 하근1길 3,129.2548853,35.3466464
983,기룡여자경로당,부산광역시 기장군 장안읍 기룡1길 35,129.2505985,35.3558212
984,상장안여자경로당,부산광역시 기장군 장안읍 상장안3길 2-7 ,129.245916,35.3702667
985,길천여자경로당,부산광역시 기장군 장안읍 길천1길 39,129.2868168,35.3278829
