연번,쉼터명,주소,경도,위도
333,우드빌경로당,부산광역시 부산진구 백양관문로77번길 56,129.0264981,35.1632776
334,우드빌화목노인정,부산광역시 부산진구 백양관문로77번길 81,129.0260231,35.1627049
335,우성경로당,부산광역시 부산진구 백양대로208번길 38-25 ,129.028353,35.161292
336,일심경로당,부산광역시 부산진구 개금본동로23번길 55,129.0220584,35.1575934
337,일진경로당,부산광역시 부산진구 백양대로313번길 12,129.0173958,35.1536339
338,한진경로당,부산광역시 부산진구 백양대로208번길 88,129.025889,35.161612
339,현대청풍경로당,부산광역시 부산진구 개금본동로 34,129.022429,35.1601525
340,개금종합사회복지관,부산광역시 부산진구 백양관문로77번길 140,129.0249851,35.1641083
341,개금주공2단지주민사랑방,부산광역시 부산진구 백양관문로 7,129.0295775,35.1596451
342,대원아파트경로당,부산광역시 부산진구 황령대로18번길 43,129.061925,35.146325
343,범천경로당,부산광역시 부산진구 범일로131번길 32,129.0587702,35.1426716
344,안락경로당,부산광역시 부산진구 범일로142번길 47-11 ,129.0619086,35.1430247
345,두산위브센티움경로당,부산광역시 부산진구 자유평화로37번길 67,129.0625092,35.1442771
346,신천경로당,부산광역시 부산진구 신천대로65번길 99,129.0579225,35.1457246
347,안창마을커뮤니티센터,부산광역시 부산진구 안창로72번길 18-10 ,129.040919,35.1464012
348,솔내음경로당,부산광역시 부산진구 안창로22번길 12,129.0467191,35.1459615
349,안양경로당,부산광역시 부산진구 만리산로74번길 3,129.0519609,35.1474141
350,천일경로당,부산광역시 부산진구 엄광로 517-4 ,129.0483118,35.1443448
351,범팔경로당,부산광역시 부산진구 신암로39번길 31,129.0544826,35.1449825
352,호산경로당,부산광역시 부산진구 엄광로495번가길 5,129.0515459,35.1436108
353,금골경로당,부산광역시 부산진구 만리산로73번길 34,129.0515864,35.145909
354,범천부인경로당,부산광역시 부산진구 신암로155번나길 6-2 ,129.0481164,35.1531924
355,선인경로당,부산광역시 부산진구 만리산로79번길 14,129.0507695,35.1471473
356,할머니경로당,부산광역시 부산진구 신암로99번길 37,129.0505852,35.1493573
357,로얄아파트경로당,부산광역시 부산진구 엄광로 392,129.0474004,35.1512009
358,선록경로당,부산광역시 부산진구 엄광로326번가길 21,129.0440127,35.1519773
359,부산진구노인복지관신암분관,부산광역시 부산진구 신암로135번길 32,129.0483472,35.1517689
360,행복주택경로당,부산광역시 동래구 반송로 164,129.0944313,35.1959433
361,낙민경로당,부산광역시 동래구 반송로175번길 13,129.0944232,35.1972867
362,동산경로당,부산광역시 동래구 반송로175번길 13,129.0944232,35.1972867
363,한양복지경로당,부산광역시 동래구 충렬대로 314,129.093033,35.198807
364,수안할머니경로당,부산광역시 동래구 온천천로 279-13 ,129.085,35.1961
365,수안할아버지경로당,부산광역시 동래구 온천천로 279-13 ,129.085,35.1961
366,벽산아파트경로당,부산광역시 동래구 안남로 47,129.0971912,35.1952922
367,수민동행정복지센터,부산광역시 동래구 온천천로339번길 48,129.0910493,35.1960329
368,동래구청,부산광역시 동래구 충렬대로237번길 93,129.0836906,35.2050317
369,동래경로당,부산광역시 동래구 동래로148번길 5,129.086497,35.2043264
370,복산경로당,부산광역시 동래구 동래로159번길 119-2 ,129.0931669,35.2069318
371,우성베스토피아경로당,부산광역시 동래구 복천로5번길 34,129.0872382,35.2058311
372,읍성경로당,부산광역시 동래구 복천로41번나길 14-15 ,129.0900384,35.2079924
373,복산동행정복지센터,부산광역시 동래구 복천로 1,129.0860939,35.2057966
374,동래센트럴파크하이츠1단지경로,부산광역시 동래구 문화로 15,129.0841573,35.2107933
375,동래센트럴파크하이츠2단지경로,부산광역시 동래구 문화로 33,129.0857077,35.2110541
376,명륜아이파크경로당,부산광역시 동래구 명륜로 170,129.0840688,35.2089415
377,명신할아버지경로당,부산광역시 동래구 명륜로138번길 39,129.0840983,35.2070326
378,명신할머니경로당,부산광역시 동래구 명륜로138번길 39,129.084101,35.2070326
379,명륜동주민센터,부산광역시 동래구 명륜로207번길 26,129.0815771,35.2124566
380,동래구보건소,부산광역시 동래구 명륜로187번길 56,129.0798444,35.2113915
381,동래구노인복지관,부산광역시 동래구 명륜로207번길 18,129.0819445,35.2123777
382,마암경로당,부산광역시 동래구 금강로59번길 105,129.0720016,35.2157853
383,온천1동경로당,부산광역시 동래구 차밭골로41번길 15-3 ,129.0770951,35.2167122
384,온천1동행정복지센터,부산광역시 동래구 금강로 127,129.0801676,35.2200457
385,성완경로당,부산광역시 동래구 금강로 160-1 ,129.081773,35.222643
386,신화타워경로당,부산광역시 동래구 온천장로 20,129.0794635,35.2142864
387,온천2동행정복지센터,부산광역시 동래구 충렬대로107번길 28,129.0729564,35.2079903
388,온천3동행정복지센터,부산광역시 동래구 사직북로28번길 153,129.0655589,35.2034318
389,금정할머니경로당,부산광역시 동래구 쇠미로 146,129.0615249,35.2037189
390,금정할아버지경로당,부산광역시 동래구 쇠미로 146,129.0615302,35.2037102
391,사직1동할아버지경로당,부산광역시 동래구 석사로18번길 27-7 ,129.062925,35.1981059
392,사직1동할머니경로당,부산광역시 동래구 석사로18번길 27-7 ,129.0629196,35.198095
393,석사할아버지경로당,부산광역시 동래구 사직북로48번길 36-3 ,129.0606451,35.2005936
394,석사할머니경로당,부산광역시 동래구 사직북로48번길 36-3 ,129.0606532,35.2006045
395,사직1동행정복지센터,부산광역시 동래구 석사로 19,129.061954,35.1989519
396,사직한신경로당,부산광역시 동래구 쇠미로81번길 33,129.0531215,35.2014133
397,사직2차쌍용예가경로당,부산광역시 동래구 쇠미로40번길 55,129.0542614,35.1986495
398,사직삼환나우빌경로당,부산광역시 동래구 쇠미로 72,129.0553263,35.1996402
399,유원경로당,부산광역시 동래구 쇠미로119번길 85,129.055557,35.2040499
400,사직2동행정복지센터,부산광역시 동래구 사직북로63번길 22,129.0575,35.1992
401,여고할아버지경로당,부산광역시 동래구 아시아드대로184번길 57,129.0672138,35.1991492
402,여고할머니경로당,부산광역시 동래구 아시아드대로184번길 57,129.0672058,35.199147
403,여명할아버지경로당,부산광역시 동래구 여고로91번길 31-3 ,129.0725595,35.1984478
404,여명할머니경로당,부산광역시 동래구 여고로91번길 31-3 ,129.0725675,35.1984413
405,사직3동행정복지센터,부산광역시 동래구 아시아드대로154번길 79,129.0694588,35.1994539
406,동원경로당,부산광역시 동래구 여고북로 140,129.0728813,35.2011437
407,사직3동할아버지경로당,부산광역시 동래구 중앙대로1277번길 73-4 ,129.07387,35.2002055
408,사직3동할머니경로당,부산광역시 동래구 중앙대로1277번길 73-4 ,129.07387,35.2002055
409,기찻길옆숲속도서관,부산광역시 동래구 안락동 756-2,129.0981987,35.1960719
410,안락1동행정복지센터,부산광역시 동래구 안연로110번길 9,129.0985608,35.197056
411,서원경로당,부산광역시 동래구 반송로229번길 10,129.098255,35.2014966
412,안락할아버지경로당,부산광역시 동래구 명안로39번길 38,129.1026136,35.2005256
413,안락할머니경로당,부산광역시 동래구 명안로39번길 38,129.1026163,35.2005212
414,안락경로당,부산광역시 동래구 안남로 85,129.1014308,35.1937551
415,용산할머니경로당,부산광역시 동래구 충렬대로309번길 20,129.093482,35.200152
416,강변뜨란채아파트경로당,부산광역시 동래구 안남로 79,129.1008192,35.195068
417,안나경로당,부산광역시 동래구 명안로9번길 36,129.1022623,35.1977026
418,안락2동행정복지센터,부산광역시 동래구 명안로18번길 103,129.1100541,35.1977158
419,화현할아버지경로당,부산광역시 동래구 화현길 21-9 ,129.1079459,35.1966527
420,화현할머니경로당,부산광역시 동래구 화현길 21-9 ,129.1079459,35.1966396
421,원리할아버지경로당,부산광역시 동래구 온천천로 549,129.1128784,35.1899586
422,원리할머니경로당,부산광역시 동래구 온천천로 549,129.1128892,35.1899498
423,안락호현할머니경로당,부산광역시 동래구 명안로10번길 101-5 ,129.109808,35.197306
424,명장1동행정복지센터,부산광역시 동래구 명장로 32,129.1042712,35.2047415
425,명장할아버지경로당,부산광역시 동래구 명장로48번길 28,129.1060066,35.2035787
426,명장할머니경로당,부산광역시 동래구 명장로48번길 28,129.1060013,35.2035787
427,옥봉경로당,부산광역시 동래구 명장로63번길 124-16 ,129.1050987,35.2096684
428,명장2동행정복지센터,부산광역시 동래구 명서로 168,129.1024178,35.2079597
429,세실할머니경로당,부산광역시 동래구 시실로135번길 41-5 ,129.0980861,35.2104711
430,명장2동할아버지경로당,부산광역시 동래구 명서로105번길 74,129.10164,35.2110738
431,명장2동할머니경로당,부산광역시 동래구 명서로105번길 74,129.1016373,35.2110672
432,아림파크경로당,부산광역시 동래구 명서로 140,129.10187,35.21
433,솔밭노인정,부산광역시 남구 유엔평화로22번길 32,129.0902138,35.1328626
434,대연1동경로당,부산광역시 남구 유엔로 181,129.0960449,35.1303114
435,대남경로당,부산광역시 남구 유엔평화로22번길 32,129.0902191,35.1328736
436,대평경로당,부산광역시 남구 유엔평화로17번길 98-1 ,129.0974611,35.1333803
437,용주새마을금고본점,부산광역시 남구 수영로266번길 31,129.097045,35.1348675
438,대연1동행정복지센터,부산광역시 남구 유엔평화로 24,129.0918016,35.1329285
439,용소경로당,부산광역시 남구 용소로40번길 22,129.0997598,35.133887
440,대우그린1차A경로당,부산광역시 남구 황령대로319번가길 190-6 ,129.088829,35.150114
441,대우그린2차A경로당,부산광역시 남구 황령대로319번가길 189,129.0897,35.1509
442,대연삼성경로당,부산광역시 남구 신선로 490,129.1038179,35.128166
443,경동A경로당,부산광역시 남구 황령대로319번길 26,129.0918124,35.1503719
444,용소제2경로당,부산광역시 남구 용소로40번길 22,129.0997624,35.1338826
445,대삼경로당,부산광역시 남구 용소로34번길 33-5 ,129.0991992,35.1340252
446,대연새마을금고본점,부산광역시 남구 유엔로120번길 26,129.0905414,35.1296331
447,파크푸르지오경로당,부산광역시 남구 홍곡로 360,129.0898865,35.1238992
448,대연4동작은도서관,부산광역시 남구 석포로91번길 96,129.0913859,35.1297762
449,석포(여)경로당,부산광역시 남구 석포로91번길 59,129.090305,35.1284073
450,현대A경로당,부산광역시 남구 천제등로28번길 50,129.0862441,35.1317022
451,석포경로당(남),부산광역시 남구 석포로91번길 59,129.090305,35.1284117
452,나눔경로당,부산광역시 남구 유엔로120번가길 82,129.0858659,35.1281222
453,대우A경로당,부산광역시 남구 홍곡로 343,129.0890068,35.1228835
454,대명경로당,부산광역시 남구 천제등로38번길 68,129.0862253,35.1308467
455,평화경로당,부산광역시 남구 유엔평화로70번길 39-1 ,129.0921836,35.1272083
456,문화경로당,부산광역시 남구 유엔평화로76번길 84,129.0937865,35.1256367
457,미소경로당,부산광역시 남구 석포로73번길 76,129.0873438,35.127543
458,대연극동A경로당,부산광역시 남구 진남로36번길 50,129.0915415,35.1400221
459,지곡(여)경로당,부산광역시 남구 진남로 47,129.0899456,35.1380041
460,남구노인복지관,부산광역시 남구 못골로 97-10 ,129.0932876,35.1361858
461,못골경로당,부산광역시 남구 못골번영로71번길 6-4 ,129.0885723,35.1415421
462,동남아파트경로당,부산광역시 남구 진남로36번길 101,129.0919358,35.1415903
463,대연중앙새마을금고본점,부산광역시 남구 못골로 77,129.0908334,35.1361836
464,대연동원로얄듀크경로당,부산광역시 남구 못골로41번길 13,129.0859303,35.137039
465,마중경로당,부산광역시 남구 진남로127번길 76-8 ,129.077349,35.138311
466,대연화목경로당,부산광역시 남구 진남로96번길 63,129.0835351,35.1402787
467,대연6동새마을금고본점,부산광역시 남구 못골로 22-1 ,129.0847582,35.135497
468,남구청무더위쉼터,부산광역시 남구 못골로 19,129.0847896,35.1363853
469,대연6동행정복지센터,부산광역시 남구 못골로 13,129.0831301,35.1373022
470,신선정경로당,부산광역시 남구 분포로 111,129.1126907,35.1278063
471,LG메트로시티2차A경로당,부산광역시 남구 분포로 113,129.1097161,35.1281726
472,이기대경로당,부산광역시 남구 용호로 98-10 ,129.1121006,35.1237632
473,용호동일경로당,부산광역시 남구 동명로170번길 93,129.115735,35.1142042
474,용친경로당,부산광역시 남구 동명로170번길 128,129.1143644,35.1131467
475,오륙도뜨란채A경로당,부산광역시 남구 용호로269번길 29,129.1136509,35.1093398
476,오륙도경로당,부산광역시 남구 동명로164번길 74,129.1136912,35.1157971
477,용호노인사랑방경로당,부산광역시 남구 이기대공원로 7,129.1135007,35.1245486
478,용호새마을금고본점,부산광역시 남구 동명로146번길 6,129.112585,35.1191648
479,동방파크맨션경로당,부산광역시 남구 용호로198번길 39,129.1086191,35.1149019
480,미주아파트경로당,부산광역시 남구 동명로92번길 91,129.1083643,35.1164048
481,한진훼미리타운경로당,부산광역시 남구 용호로232번길 61,129.1085467,35.1131423
482,삼호경로당,부산광역시 남구 용호로232번길 37,129.1090697,35.1118763
483,남구시설관리공단,부산광역시 남구 백운포로 110,129.1082,35.103882
484,석산정경로당,부산광역시 남구 신선로329번길 94-9 ,129.0929362,35.1126069
485,갓골경로당,부산광역시 남구 신선로 405,129.0979519,35.1214531
486,중부녀경로당,부산광역시 남구 신선로329번길 88-6 ,129.0932,35.1132
487,코오롱하늘채A경로당,부산광역시 남구 홍곡로320번길 132,129.0932196,35.1228138
488,용당(여)경로당,부산광역시 남구 신선로319번길 6,129.0949237,35.1144214
489,미연경로당,부산광역시 남구 홍곡로320번길 141,129.0946555,35.1243116
490,현대아이파크A경로당,부산광역시 남구 동명로 26,129.0991133,35.1189301
491,용당동새마을금고본점,부산광역시 남구 신선로 329,129.094803,35.1154815
492,현대1차A경로당,부산광역시 남구 우암로2번길 5,129.0831649,35.1116678
493,현대3차A경로당,부산광역시 남구 우암로2번길 30,129.0844524,35.1122668
494,감만동일스위트경로당,부산광역시 남구 우암로104번길 29,129.083232,35.1191122
495,현대2차A경로당,부산광역시 남구 신선로 165,129.0821403,35.111466
496,남부산새마을금고본점,부산광역시 남구 우암로104번길 29,129.0822852,35.1188796
497,감만종합사회복지관어르신쉼터,부산광역시 남구 우암로 84-1 ,129.0809172,35.1185242
498,노령경로당,부산광역시 남구 석포로20번길 13,129.0835592,35.121837
499,감만한마음경로당,부산광역시 남구 석포로64번길 29-7 ,129.0880038,35.1226304
500,참좋은회관경로당,부산광역시 남구 전선등로 63,129.0872969,35.124499
501,월우경로당,부산광역시 남구 석포로56번길 49,129.086906,35.121748
502,동친경로당,부산광역시 남구 석포로26번길 62-2 ,129.085748,35.120497
503,양지경로당,부산광역시 남구 전선등로3번길 61,129.0847877,35.1237061
504,감만동새마을금고본점,부산광역시 남구 석포로 29,129.084139,35.1228391
505,소막마을우리동네빨래방,부산광역시 남구 장고개로9번길 25,129.0695527,35.1261654
506,소막마을주민공동체센터무더위쉼터,부산광역시 남구 우암번영로 19,129.0699502,35.1260856
507,우암동일경로당,부산광역시 남구 유엔로 1-1 ,129.0786611,35.1252567
508,한일경로당,부산광역시 남구 우암로154번길 36-13 ,129.0815605,35.1251599
509,우정경로당,부산광역시 남구 당산로18번길 22,129.0778434,35.1262816
510,참좋은수양경로당,부산광역시 남구 유엔로84번길 61,129.0837362,35.1267994
511,우암동새마을금고본점,부산광역시 남구 유엔로 1-1 ,129.078557,35.125108
512,남부중앙새마을금고본점,부산광역시 남구 우암로 240,129.0706177,35.1253992
513,다목경로당,부산광역시 남구 진남로216번길 22-6 ,129.0770774,35.1450012
514,푸른경로당,부산광역시 남구 진남로165번가길 10,129.078132,35.141429
515,믿음경로당,부산광역시 남구 진남로210번길 51,129.079096,35.1453869
516,문현새마을금고본점,부산광역시 남구 고동골로 64,129.071403,35.142716
517,사랑의경로당(여),부산광역시 남구 자유평화로57번길 17-1 ,129.0655455,35.1420772
518,동민의집경로당,부산광역시 남구 자유평화로57번길 17-1 ,129.0655482,35.1420728
519,일상경로당,부산광역시 남구 전포대로68번가길 17,129.0677771,35.1432835
520,금융단지새마을금고본점,부산광역시 남구 전포대로 88,129.067153,35.1444416
521,문현2동행정복지센터,부산광역시 남구 전포대로92번길 31-7 ,129.0686521,35.145211
522,송정경로당,부산광역시 남구 문현로66번길 136-1 ,129.0735569,35.1382199
523,성지경로당,부산광역시 남구 수영로65번길 22,129.0753758,35.1359072
524,푸른솔경로당,부산광역시 남구 수영로69번길 63,129.0771649,35.1363558
525,문현3동새마을금고본점,부산광역시 남구 수영로39번길 6,129.0724367,35.1372268
526,벽산기린A경로당,부산광역시 남구 지게골로 52-15 ,129.070615,35.135057
527,시티프라자경로당,부산광역시 남구 수영로 26,129.07058,35.1362954
528,지겟골경로당,부산광역시 남구 지게골로 139-33 ,129.0760517,35.1342248
529,문현4동경로당,부산광역시 남구 장고개로 79,129.0698799,35.1322287
530,문현4동할머니경로당,부산광역시 남구 장고개로 79,129.069896,35.132176
531,문현4동새마을금고본점,부산광역시 남구 수영로 18-8 ,129.0696198,35.1362055
532,우암도서관,부산광역시 남구 당산로 22,129.0778778,35.12548338
533,분포도서관,부산광역시 남구 분포로 97,129.1152199,35.13205489
534,청년창조발전소 고고씽JOB,부산광역시 남구 용소로46번길 7,129.100505,35.13306592
535,동네 청년공간 공간숲 2층,부산광역시 남구 용소로14번길 10,129.1000832,35.13608976
536,남구종합사회복지관(북카페),부산광역시 남구 동제당로 258,129.0749074,35.12717198
537,남구장애인복지관,부산광역시 남구 조각공원로11번길 38,129.0992147,35.12923682
538,나사함발달장애인복지관,부산광역시 남구 못골번영로 70,129.0890636,35.14133283
539,"남구도서관(휴관, 26년부터 운영)",부산광역시 남구 수영로267번길 61,129.0946367,35.1378287
540,구포1동주민센터,부산광역시 북구 낙동대로1762번길 75,129.0011324,35.2064746
541,구포3동주민센터,부산광역시 북구 시랑로118번길 23,129.0088037,35.1949116
542,구포2동행정복지센터,부산광역시 북구 낙동북로681번길 23,128.999429,35.2016566
543,금곡도서관,부산광역시 북구 효열로203번길 34,129.0167315,35.2632262
544,금곡동주민센터,부산광역시 북구 금곡대로 466,129.0127658,35.2500644
545,화명1동주민센터,부산광역시 북구 금곡대로 274,129.0138027,35.2327756
546,화명도서관,부산광역시 북구 화명대로12번길 59,129.00938,35.23229
547,화명2동주민센터,부산광역시 북구 양달로 58,129.0198445,35.2436162
548,북구보건소,부산광역시 북구 금곡대로 348,129.0146764,35.2392617
549,화명3동주민센터,부산광역시 북구 화명신도시로 85,129.0100326,35.2318453
550,덕천1동주민센터,부산광역시 북구 만덕대로102번가길 11,129.0166542,35.2124237
551,북구보건소덕천지소,부산광역시 북구 만덕대로89번길 9,129.014248,35.212874
552,덕천2동주민센터,부산광역시 북구 금곡대로20번길 56,129.0078324,35.2123886
553,덕천3동주민센터,부산광역시 북구 덕천로 118,129.017427,35.209894
554,만덕1동주민센터,부산광역시 북구 만덕1로 1,129.0363676,35.2134577
555,만덕2동주민센터,부산광역시 북구 만덕2로44번길 10,129.0370766,35.2101026
556,북구만덕도서관,부산광역시 북구 상리로18번길 49,129.0380207,35.2070436
557,만덕3동주민센터,부산광역시 북구 만덕3로 52,129.0291439,35.2113584
558,덕천도서관,부산 북구 의성로47번길 45-2 덕천도서관,,
559,해운대관광안내소,부산광역시 해운대구 해운대해변로 264 (해운대종합관광봉사센타),129.160139,35.159044
560,한적골경로당,부산광역시 해운대구 우동2로30번길 79,129.161105,35.16956
561,한마음부녀경로당,부산광역시 해운대구 우동3로 41,129.163028,35.169081
562,우1동 행정복지센터,부산광역시 해운대구 해운대로 612,129.1580817,35.1628826
563,우2동경로당,부산광역시 해운대구 해운대로383번길 35,129.1391158,35.1706336
564,우2동 행정복지센터,부산광역시 해운대구 해운대로383번가길 7,129.1399355,35.1712081
565,우3동 행정복지센터,부산광역시 해운대구 해운대해변로 104,129.1433296,35.1596898
566,이동노동자지원센터해운대쉼터,부산광역시 해운대구 구남로29번길 38 (혜천빌딩),129.162372,35.162639
567,롯데캐슬마린경로당,부산광역시 해운대구 중동2로34번길 29,129.1651225,35.1659677
568,해운경로당,"부산광역시 해운대구 중동2로10번길 32-15, 604호",129.1665843,35.1635667
569,한마음경로당,부산광역시 해운대구 해운대해변로 329-14 ,129.1652677,35.1627044
570,중1동 행정복지센터,부산광역시 해운대구 중동1로37번길 20,129.1641757,35.1625734
571,중2동 행정복지센터,부산광역시 해운대구 좌동순환로433번길 34,129.1792685,35.1619616
572,청사포경로당,부산광역시 해운대구 청사포로128번길 32,129.1908342,35.1602556
573,좌동경로당,부산광역시 해운대구 좌동로 107,129.1765139,35.1733172
574,좌1동 행정복지센터,부산광역시 해운대구 양운로 91,129.174175,35.1708901
575,좌2동 행정복지센터,부산광역시 해운대구 좌동순환로 302,129.1826012,35.1691093
576,해운대보건소,부산광역시 해운대구 양운로37번길 59,129.1786576,35.1641123
577,좌3동 행정복지센터,부산광역시 해운대구 좌동순환로 65,129.1666143,35.1722656
578,좌4동 행정복지센터,부산광역시 해운대구 좌동순환로 183,129.1762551,35.1778888
579,송정관광안내소,부산광역시 해운대구 송정해변로 62 (송정관광안내소),129.199578,35.179426
580,송정동경로당,부산광역시 해운대구 송정중앙로15번길 62-6 ,129.2043431,35.185627
581,송정동 행정복지센터,부산광역시 해운대구 송정중앙로21번길 20,129.2037134,35.1836604
582,인문학도서관,부산광역시 해운대구 반여로 132,129.1262734,35.202233
583,무정리경로당,부산광역시 해운대구 반여로 21,129.1193359,35.1947962
584,꽃동네경로당,부산광역시 해운대구 선수촌로207번길 79,129.1220784,35.2110716
585,반석경로당,부산광역시 해운대구 선수촌로 199-5 ,129.1248062,35.2101687
586,아시아선수촌(여)경로당,부산광역시 해운대구 선수촌로 122,129.121535,35.202106
587,반여1동 행정복지센터,부산광역시 해운대구 선수촌로 85,129.1189303,35.201146
588,영진종합사회복지관,부산광역시 해운대구 반여로 165,129.126319,35.205749
589,아사아선수촌(남)경로당,부산광역시 해운대구 선수촌로 122,129.121535,35.202106
590,신촌할머니경로당,부산광역시 해운대구 선수촌로 146-11 ,129.122242,35.2063291
591,기로경로당,부산광역시 해운대구 해운대로61번길 87,129.1280678,35.1951579
592,기로(여)경로당,부산광역시 해운대구 해운대로61번길 87,129.1280624,35.1951995
593,소담경로당,부산광역시 해운대구 재반로196번길 13-74 ,129.1317049,35.1956401
594,반여2동 행정복지센터,부산광역시 해운대구 재반로211번길 9,129.1301406,35.1958884
595,장수(여)경로당,부산광역시 해운대구 재반로211번길 28-85 ,129.1293164,35.1974221
596,반여도서관,부산광역시 해운대구 재반로282번길 38,129.133797,35.2019371
597,보훈아파트경로당,부산광역시 해운대구 재반로242번길 41,129.1339311,35.1995196
598,새마을경로당,부산광역시 해운대구 재반로242번길 13-18 ,129.1322628,35.1989607
599,선우정경로당,부산광역시 해운대구 재반로282번길 60,129.1350389,35.2027634
600,안양원경로당,부산광역시 해운대구 재반로241번길 28-70 ,129.1299346,35.1999141
601,반여3동 행정복지센터,부산광역시 해운대구 재반로256번길 29-70 ,129.1335105,35.200998
602,명장SK경로당,부산광역시 해운대구 삼어로 55,129.1138816,35.2035677
603,반여4동 행정복지센터,부산광역시 해운대구 삼어로133번길 50,129.117075,35.209223
604,삼어할머니경로당,부산광역시 해운대구 삼어로133번가길 13-12 ,129.1181275,35.2093469
605,필봉경로당,부산광역시 해운대구 반송순환로 129,129.152868,35.222471
606,석대경로당,부산광역시 해운대구 반송로607번길 27-7 ,129.1298166,35.2208296
607,장수경로당,부산광역시 해운대구 아랫반송로90번길 8,129.1526476,35.2204132
608,반송1동 경로당,부산광역시 해운대구 아랫반송로26번길 46,129.1473609,35.2252315
609,화송(여)경로당,부산광역시 해운대구 아랫반송로40번길 19-23 ,129.1497186,35.223139
610,송원경로당,부산광역시 해운대구 아랫반송로30번길 145,129.1480315,35.2220895
611,송원(여)경로당,부산광역시 해운대구 아랫반송로30번길 145,129.1479966,35.2220698
612,은하수경로당,부산광역시 해운대구 아랫반송로21번길 113-13 ,129.1481334,35.2283318
613,행복경로당,부산광역시 해운대구 아랫반송로29번길 20,129.1494799,35.2246071
614,태평경로당,부산광역시 해운대구 아랫반송로21번길 132-7 ,129.1489877,35.2289037
615,반송1동 행정복지센터,부산광역시 해운대구 아랫반송로 16,129.1479058,35.2251678
616,반송종합사회복지관,부산광역시 해운대구 아랫반송로1번길 15,129.146882,35.226395
617,반송2동 경로당,부산광역시 해운대구 윗반송로51번길 34,129.1553459,35.2298655
618,송우정경로당,부산광역시 해운대구 반송로924번길 8,129.1549838,35.2321857
619,새동네경로당,부산광역시 해운대구 반송로877번길 47-6 ,129.150947,35.2324574
620,반송2동 행정복지센터,부산광역시 해운대구 신반송로 173,129.1604128,35.2288453
621,반송보건지소,부산광역시 해운대구 반송로 853,129.147532,35.229679
622,운봉종합사회복지관,부산광역시 해운대구 신반송로 200,129.1592324,35.2326326
623,반석종합사회복지관,부산광역시 해운대구 신반송로 159,129.1621131,35.2301131
624,파랑새종합사회복지관,부산광역시 해운대구 신반송로 21,129.1584733,35.2288248
625,운봉(여)경로당,부산광역시 해운대구 운봉길 210,129.1425169,35.2366418
626,재송(여)경로당,부산광역시 해운대구 해운대로177번길 51-16 ,129.1253319,35.1838711
627,연화경로당,부산광역시 해운대구 재송1로46번길 56-5 ,129.1230574,35.185125
628,재송(남)경로당,부산광역시 해운대구 해운대로177번길 51-16 ,129.1253293,35.1838667
629,재송1동 행정복지센터,부산광역시 해운대구 재반로63번길 23,129.1251969,35.1846281
630,해운대종합사회복지관,부산광역시 해운대구 재반로12번길 16,129.1276333,35.1800369
631,어진샘노인복지관,부산광역시 해운대구 재반로12번길 16,129.1276494,35.1796137
632,후곡경로당,부산광역시 해운대구 해운대로89번길 23,129.1215286,35.1896561
633,한빛경로당,부산광역시 해운대구 재반로103번길 32,129.1246399,35.1882159
634,별천지경로당,부산광역시 해운대구 재송2로74번길 32,129.1329199,35.1912497
635,역전경로당,부산광역시 해운대구 해운대로91번길 39-8 ,129.1223574,35.1886061
636,송수경로당,부산광역시 해운대구 재반로 142-28 ,129.1280785,35.1898862
637,재송2동 행정복지센터,부산광역시 해운대구 재반로125번길 26,129.1253407,35.1896431
638,괴정1동행정복지센터,부산광역시 사하구 낙동대로250번안길 3,128.9894499,35.0996439
639,괴정1동경로당,부산광역시 사하구 낙동대로249번길 2-2 ,128.9897122,35.0989618
640,석천경로당,부산광역시 사하구 승학로281번길 73,128.9916273,35.1036421
641,회화나무어린이작은도서관,부산광역시 사하구 사하로141번나길 11-1 ,128.9915593,35.0939658
642,괴정2동행정복지센터,부산광역시 사하구 까치고개로 14-1 ,129.0039857,35.1034592
643,까치경로당,부산광역시 사하구 까치고개로 77-1 ,129.0092997,35.1049929
644,풍류원경로당,부산광역시 사하구 대티로63번길 52,129.0042136,35.1074457
645,괴정3동행정복지센터,부산광역시 사하구 낙동대로171번길 30-5 ,128.9979477,35.1003269
646,평화경로당,부산광역시 사하구 오작로3번길 15-4 ,128.9948183,35.0981903
647,양지할아버지경로당,부산광역시 사하구 승학로224번길 93,128.994669,35.1018946
648,오작교작은도서관,부산광역시 사하구 낙동대로171번길 30-5 ,128.997991,35.1003264
649,괴정4동행정복지센터,부산광역시 사하구 낙동대로309번길 9,128.9831271,35.0990902
650,희망경로당,부산광역시 사하구 장평로449번길 120,128.9802974,35.099527
651,마곡정경로당,부산광역시 사하구 낙동대로326번길 14,128.9817924,35.1007763
652,마하골길벗작은도서관,부산광역시 사하구 승학로161번길 80,128.9849309,35.1054218
653,사하구청고우니홀(24시간응급대피장소),부산광역시 사하구 낙동대로398번길 12,128.9751863,35.1041818
654,사하구청민원여권과민원대기실,부산광역시 사하구 낙동대로398번길 12,128.9748291,35.1044445
655,당리동행정복지센터,부산광역시 사하구 낙동대로398번길 21,128.9745292,35.1039916
656,승학경로당,부산광역시 사하구 마하로25번길 8,128.9816512,35.1026843
657,당리본동할머니경로당,부산광역시 사하구 제석로 50,128.9741948,35.1051137
658,당리작은도서관,부산광역시 사하구 승학로20번길 25,128.9721466,35.1060952
